policy,candidate,family,medium,horizon_h,n_liquid_samples,hybrid_score,dopt_score,new_logdet,new_min_eigenvalue,new_max_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace_inv,new_rank_1e-8,combined_logdet,combined_min_eigenvalue,combined_max_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace_inv,combined_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
two_per_day,natural_control_18C,natural_baseline,natural,216.0,14,128.99710792293624,156.61777452326714,69.11508637011045,1.8752048080384743e-13,11651.83902598728,1.609363812747649e-17,1000000000000.0,954896.2529242194,25,156.61777452326714,0.1695405922733636,160370.14192121808,1.0571830282263548e-06,945910.0016746474,7.517425249530761,26,0.91221928432115,0.08778071567885004,0.8886338270223131,0.11136617297768692,0.8636542755082754,0.13634572449172455,0.8342443888115432,0.16575561118845683,0.7750443840134168,0.2249556159865832,0.8504246419709851,0.1495753580290149,0.9610965466446882,0.03890345335531176,0.8051196039215586,0.19488039607844143,0.9701179049570318,0.029882095042968237,0.892904365360431,0.10709563463956895,0.9150924672215437,0.08490753277845631,0.8838175445034642,0.11618245549653583,0.9181441095088251,0.08185589049117492,0.9281318043512364,0.07186819564876357,0.8635067994102038,0.1364932005897962,0.9420714985430616,0.0579285014569384,0.821840260715997,0.17815973928400297,0.07344196750882462,0.9265580324911754,0.003332527916837911,0.9966674720831621,0.12534439953840515,0.8746556004615949,0.0030067694066884996,0.9969932305933115,0.11344643228980586,0.8865535677101941,0.003192282658642198,0.9968077173413578,0.7390531598486253,0.2609468401513747,0.6592946605801041,0.3407053394198959,0.5243521996175505,0.47564780038244947,0.6356021673977689,0.0579285014569384
two_per_day,natural_cold_hot_switch,natural_temperature,natural,216.0,14,129.74268487710498,157.355655541313,71.38452022350052,7.808974262967325e-14,11824.260413812182,6.604196786672161e-18,1000000000000.0001,961446.0118369306,25,157.355655541313,0.16987944421678516,160169.94721934595,1.0606199675157691e-06,942844.7800603303,7.338507266330996,26,0.8639200904796006,0.1360799095203994,0.839981028266779,0.160018971733221,0.8728450968684466,0.12715490313155342,0.8533416514342735,0.14665834856572646,0.832771466245465,0.16722853375453495,0.9033537284150507,0.09664627158494932,0.9715864957117069,0.028413504288293145,0.865086427488028,0.134913572511972,0.9706783493514308,0.029321650648569175,0.9079720484496291,0.09202795155037091,0.9132718170535673,0.0867281829464327,0.8078903533771876,0.19210964662281238,0.8495743405054504,0.15042565949454956,0.8690774917878024,0.13092250821219764,0.8013004939953728,0.19869950600462716,0.9135226901665278,0.08647730983347224,0.8062829249127361,0.19371707508726388,0.045646081847704134,0.9543539181522959,0.003948653263341604,0.9960513467366584,0.07941598971747954,0.9205840102825205,0.003600936253186841,0.9963990637468132,0.07141563556963385,0.9285843644303662,0.0038459560300913437,0.9961540439699087,0.7469199601247495,0.2530800398752505,0.6691016551456949,0.33089834485430514,0.5268635067081338,0.47313649329186624,0.6481305463873382,0.08647730983347224
two_per_day,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,14,132.39971586533468,160.16188442753506,88.05012697771403,5.890884563082316e-05,11846.888711452128,4.972516165689754e-09,201105429.66154173,16662.25399469947,25,160.16188442753506,0.1590716115659587,161575.8605897643,9.845010943177718e-07,1015742.9034580896,7.3753115924953185,26,0.8955493997578535,0.10445060024214647,0.8683696831124577,0.13163031688754234,0.8550727055488424,0.1449272944511576,0.914352327070655,0.08564767292934505,0.7829423532067796,0.21705764679322037,0.8939883751554114,0.10601162484458859,0.9809838220091136,0.019016177990886396,0.8253934632830116,0.17460653671698845,0.9276814677189253,0.07231853228107465,0.9136432000987545,0.08635679990124545,0.9753179497180953,0.024682050281904733,0.8481731429695397,0.15182685703046028,0.8840742951003323,0.11592570489966769,0.8983872557406469,0.10161274425935307,0.8393903561492368,0.16060964385076315,0.9312177594919093,0.06878224050809068,0.7900454564925864,0.2099545435074136,0.052671225053252155,0.9473287749467478,0.0027423817505147986,0.9972576182494852,0.0915828497921273,0.9084171502078727,0.00239061580357622,0.9976093841964238,0.08219550554865271,0.9178044944513473,0.002336840314492905,0.9976631596855071,0.49657632380411415,0.5034236761958859,0.41688351466483414,0.5831164853351658,0.3104667298390723,0.6895332701609277,0.710990072494988,0.06878224050809068
two_per_day,synthetic_natural_like_control,synthetic_baseline,synthetic,216.0,14,128.94521477339376,156.56659822562733,76.32901150755555,6.544494838695099e-14,11747.445106192368,5.570994185999928e-18,1000000000000.0001,941011.3312550681,25,156.56659822562733,0.16954579605591283,160426.6252821805,1.056843250038404e-06,946214.1144996304,7.528551658684491,26,0.9089972523115737,0.09100274768842631,0.8907186563176807,0.10928134368231934,0.8639632404337335,0.13603675956626649,0.8332830876414529,0.16671691235854713,0.7794284788492998,0.22057152115070022,0.8498299106139067,0.15017008938609333,0.9581854429727673,0.04181455702723269,0.8095349249364281,0.1904650750635719,0.9695242903572782,0.030475709642721838,0.8940892840130682,0.1059107159869318,0.9150643495141723,0.08493565048582774,0.9629230334487345,0.03707696655126547,0.9682850486711673,0.03171495132883273,0.9777481598508024,0.022251840149197566,0.896069056222058,0.10393094377794199,0.9625075640355989,0.037492435964401105,0.8124828113367039,0.18751718866329614,0.07507978975099718,0.9249202102490028,0.0033497433279431033,0.9966502566720569,0.12795776577240006,0.8720422342276,0.003018358945535224,0.9969816410544647,0.11584807181289268,0.8841519281871073,0.0032050895521119117,0.996794910447888,0.7390632717271516,0.2609367282728484,0.6593220525262512,0.3406779474737488,0.5243854318435541,0.47561456815644587,0.6339800044880781,0.037492435964401105
two_per_day,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,14,134.40494499697806,162.21710390030006,107.842531098528,0.00032539898335510347,24864.258640304717,1.308701731519294e-08,76411605.17447188,3058.3238256723307,26,162.21710390030006,0.16738768140020024,174611.2199864991,9.58630730677803e-07,1043154.5411578311,6.908705976459635,26,0.8828228334424909,0.1171771665575091,0.8633059909929065,0.1366940090070935,0.7798519433385027,0.22014805666149728,0.8711188311662124,0.12888116883378764,0.7969723529912911,0.2030276470087089,0.8938784313433084,0.10612156865669164,0.8902294355331283,0.10977056446687172,0.8497270951255571,0.1502729048744429,0.9189841205756839,0.0810158794243161,0.8694916861041133,0.13050831389588669,0.9268620708200941,0.07313792917990591,0.9642859254867133,0.035714074513286675,0.9802435290970486,0.019756470902951406,0.9801230296598867,0.019876970340113265,0.882191077007572,0.11780892299242796,0.9582026063650553,0.041797393634944724,0.7646479999435672,0.23535200005643275,0.0476302061793956,0.9523697938206044,0.0019834905469099154,0.9980165094530901,0.08205135482993646,0.9179486451700636,0.0016401094868485585,0.9983598905131514,0.07244626885586065,0.9275537311441393,0.0015264066023712537,0.9984735933976288,0.3802464446737734,0.6197535553262266,0.3482888054834386,0.6517111945165615,0.2942803065521215,0.7057196934478784,0.7315505454982475,0.041797393634944724
two_per_day,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,14,136.1535212147347,163.68125352583274,104.64512480649728,0.0001934516441093076,21541.78211143386,8.980298988662973e-09,111354867.05536565,5129.064538456039,25,163.68125352583274,0.18561468329365535,168427.4773706186,1.1020451424634052e-06,907403.8453313233,6.177606285376624,26,0.8573780994974405,0.14262190050255952,0.8416027082111177,0.1583972917888823,0.6197003108507007,0.38029968914929935,0.6451513077130034,0.35484869228699656,0.8069449548930684,0.1930550451069316,0.8078390394181328,0.19216096058186716,0.7843377484039289,0.2156622515960711,0.8124620951716388,0.1875379048283612,0.893468283955258,0.10653171604474199,0.7892555958704569,0.2107444041295431,0.8358593745447669,0.1641406254552331,0.9601272956236933,0.039872704376306745,0.9831502251696943,0.016849774830305697,0.9791754871741003,0.0208245128258997,0.8681804787577102,0.1318195212422898,0.9530690578109847,0.04693094218901528,0.7676533391498775,0.23234666085012246,0.03934633344709985,0.9606536665529002,0.002123638282594217,0.9978763617174058,0.06855013941347535,0.9314498605865247,0.0017790849200215143,0.9982209150799785,0.060726813708373434,0.9392731862916266,0.0016533821133230462,0.998346617886677,0.33996342631235377,0.6600365736876462,0.2932853117354863,0.7067146882645137,0.22904398033760268,0.7709560196623974,0.7493459538880736,0.04693094218901528
two_per_day,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,14,138.8314842939112,164.7960305827869,108.37502148095963,0.02417247406523036,28124.755498550527,8.594732162729785e-07,1163503.3891299162,44.80872280374301,26,164.7960305827869,0.41290879189612895,174206.5353583967,2.3702256120681573e-06,421900.7654412454,3.286783024176219,26,0.8757033050808007,0.12429669491919926,0.8679483947957187,0.13205160520428127,0.5950666169636437,0.4049333830363563,0.3544842696921994,0.6455157303078005,0.7234622240392398,0.27653777596076023,0.3946409612560467,0.6053590387439534,0.36475923424451673,0.6352407657554833,0.6639290653128145,0.3360709346871855,0.9166540928007236,0.08334590719927637,0.5675891931427705,0.43241080685722955,0.37575630562104917,0.6242436943789509,0.9456529892787072,0.05434701072129278,0.9791721076953807,0.020827892304619344,0.9737019306458978,0.02629806935410217,0.8483299577245252,0.15167004227547476,0.9462332980869728,0.05376670191302724,0.7710296354868468,0.22897036451315322,0.033591963075279736,0.9664080369247202,0.0022139274496655783,0.9977860725503345,0.05885830310202396,0.941141696897976,0.001887838041508664,0.9981121619584913,0.05224233817204638,0.9477576618279536,0.0017940598425623528,0.9982059401574377,0.4222867328951539,0.5777132671048462,0.36554084359990974,0.6344591564000903,0.2829855057258616,0.7170144942741383,0.7328486867747426,0.05376670191302724
two_per_day,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,14,126.50074458862812,154.23438991547482,80.23767330334243,0.006732152404596571,12000.754610515167,5.609774237611524e-07,1782602.931318267,177.6987708233436,26,154.23438991547482,0.16227242138274192,161353.78562879522,1.0056933015260025e-06,994338.9286600958,9.772481795403051,26,0.9607183511911951,0.039281648808804914,0.9709168830745952,0.029083116925404773,0.8450432460785177,0.15495675392148234,0.9089507957592194,0.09104920424078056,0.8276685773544469,0.17233142264555312,0.8826942960232768,0.11730570397672324,0.9018800273409854,0.09811997265901462,0.8877445025621423,0.11225549743785768,0.9729350252582366,0.027064974741763392,0.9079288031254901,0.09207119687450993,0.9560455477554392,0.04395445224456085,0.882695325922573,0.11730467407742695,0.7798558112032964,0.2201441887967036,0.8225698787796796,0.17743012122032042,0.9832322577585824,0.016767742241417638,0.9938361467669392,0.00616385323306079,0.9027853294758643,0.09721467052413568,0.5634773164211936,0.4365226835788064,0.0025492219575276942,0.9974507780424723,0.6994611402288037,0.3005388597711963,0.0018350745204287683,0.9981649254795713,0.670505348745409,0.329494651254591,0.0018431444849474233,0.9981568555150526,0.41572177090581747,0.5842782290941826,0.3196109003594075,0.6803890996405926,0.2355388806967105,0.7644611193032895,0.5629850659488138,0.00616385323306079
two_per_day,synthetic_low_sugar_saturation_scan,sugar_saturation,synthetic,168.0,10,119.27117003047907,146.92366993047114,31.60157732402127,-3.949619915606919e-14,2834.485537430146,-1.393416852353319e-17,1000000000000.0,4099783.60306707,25,146.92366993047114,0.15933941196479295,152457.3925170254,1.0451406083637368e-06,956809.0570756708,8.98568606661576,26,0.9614970004671027,0.038502999532897264,0.9491439010406143,0.0508560989593857,0.9357840210308634,0.06421597896913656,0.9158997314606727,0.08410026853932728,0.9011072449806764,0.0988927550193236,0.9007164420886649,0.09928355791133514,0.9491780780376973,0.05082192196230273,0.9079729587218862,0.09202704127811379,0.9905544850506041,0.009445514949395939,0.9602213985729933,0.03977860142700673,0.9736873621393766,0.026312637860623433,0.9799387057152276,0.020061294284772435,0.968099153919912,0.03190084608008803,0.9698223459186444,0.030177654081355643,0.9297390730101046,0.07026092698989539,0.9707933359978743,0.029206664002125682,0.9868189126579583,0.013181087342041709,0.17534490939282343,0.8246550906071766,0.013882592673613145,0.9861174073263869,0.2768318383788371,0.7231681616211629,0.01140792104051706,0.988592078959483,0.2551169384662439,0.744883061533756,0.01248681944293019,0.9875131805570698,0.9509111709818194,0.04908882901818057,0.9143641538167475,0.08563584618325248,0.8169667128286944,0.18303328717130563,0.5104613358474492,0.013181087342041709
two_per_day,synthetic_ethanol_inhibition_challenge,ethanol_inhibition,synthetic,216.0,14,128.96753691878837,156.6669182866258,96.18410603308689,0.00623423345505256,11669.949941221286,5.342125275989088e-07,1871914.1696182915,167.5599576794088,26,156.6669182866258,0.16435702553511256,161587.7774262264,1.0171377325252863e-06,983151.0207740129,7.743908718401787,26,0.9269161409216531,0.07308385907834691,0.9197350276908968,0.08026497230910323,0.943811231499831,0.05618876850016896,0.8990197748186752,0.10098022518132477,0.9495785955650948,0.05042140443490517,0.9093121147366399,0.09068788526336014,0.9152442428510856,0.08475575714891437,0.8941069969490205,0.10589300305097948,0.8087618081630045,0.19123819183699553,0.9472526597704233,0.05274734022957672,0.9439613689403474,0.056038631059652566,0.9389854919320487,0.06101450806795128,0.8813670697459444,0.11863293025405564,0.9107741818324877,0.0892258181675123,0.9436031289006167,0.056396871099383294,0.9803996323700945,0.01960036762990547,0.7605046678472234,0.23949533215277663,0.11699070094709811,0.8830092990529019,0.0025438726030058926,0.9974561273969941,0.1918780518239375,0.8081219481760625,0.002134587440175754,0.9978654125598242,0.17255315273611213,0.8274468472638878,0.0020905996053700135,0.9979094003946299,0.5755007375518838,0.4244992624481162,0.516333678496732,0.48366632150326805,0.44048719837291705,0.559512801627083,0.6580530109277681,0.01960036762990547
