group,source,intercept,slope,r2,rmse_g_l,n_points
pooled,G_plus_F,-2218.885117690719,2.231670245857303,0.9885442053290122,8.793500104400783,174
pooled,Y15,-2218.885117690719,2.231670245857303,0.9885442053290122,8.793500104400783,174
