experiment_id,timestamp,time_h,process_phase,calibration_include,lot,reactor,condition,replicate,protocol,yeast,initial_volume_l,sample_id,state,observed_value,unit,observation_operator,source_column,censoring_type,lower_bound,upper_bound
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,brix,-1.2,degree_Brix,identity,Brix,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,cell_budding,7.92,percent,identity,Oculyze Budding,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,cell_concentration,52.38,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,cell_viability,50.38,percent,identity,Oculyze Viability,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,density,993.6,kg/m^3,identity,Densidad,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,ethanol,10.75,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,fructose,0.3,g/L,identity,Y15 Fructosa,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,glucose,0.02,g/L,identity,Y15 Glucosa,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,glycerol,6.13,g/L,identity,Y15 Glicerol,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,primary_amino_nitrogen,29.0,mg/L_N,identity,Y15 PAN,observed,,
26135,2026-04-01 08:00:00,160.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-13,pyruvic_acid,7.0,mg/L,identity,Y15 Piruvic,observed,,
26135,2026-04-01 16:00:00,168.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-14,ethanol,10.81,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,acetaldehyde,106.0,mg/L,identity,Y15 Acetaldehido,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,brix,-0.6,degree_Brix,identity,Brix,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,cell_budding,7.52,percent,identity,Oculyze Budding,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,cell_concentration,48.0,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,cell_viability,45.85,percent,identity,Oculyze Viability,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,density,996.4,kg/m^3,identity,Densidad,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,ethanol,10.81,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,fructose,-0.01,g/L,identity,Y15 Fructosa,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,glucose,0.02,g/L,identity,Y15 Glucosa,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,glycerol,6.13,g/L,identity,Y15 Glicerol,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,primary_amino_nitrogen,38.0,mg/L_N,identity,Y15 PAN,observed,,
26135,2026-04-02 08:00:00,184.0,active_process,True,Lote 1,TK-32,A,R2,A,Zymaflore X5,230,26135-P-15,pyruvic_acid,5.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,acetaldehyde,43.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,ammonium_nitrogen,178.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,brix,17.2,degree_Brix,identity,Brix,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,cell_budding,6.45,percent,identity,Oculyze Budding,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,cell_concentration,8.33,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,cell_viability,4.92,percent,identity,Oculyze Viability,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,density,1068.1,kg/m^3,identity,Densidad,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,ethanol,1.25,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,fructose,75.74000000000001,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,glucose,77.94,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,glycerol,1.08,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,primary_amino_nitrogen,98.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-25 16:00:00,0.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-01,pyruvic_acid,3.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,acetaldehyde,132.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,ammonium_nitrogen,147.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,brix,16.1,degree_Brix,identity,Brix,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,cell_budding,19.28,percent,identity,Oculyze Budding,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,cell_concentration,21.37,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,cell_viability,19.2,percent,identity,Oculyze Viability,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,density,1064.2,kg/m^3,identity,Densidad,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,ethanol,1.65,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,fructose,75.51999999999998,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,glucose,73.12,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,glycerol,1.73,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,primary_amino_nitrogen,66.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-26 08:00:00,16.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-02,pyruvic_acid,36.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,acetaldehyde,133.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,ammonium_nitrogen,126.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,brix,15.3,degree_Brix,identity,Brix,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,cell_budding,31.11,percent,identity,Oculyze Budding,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,cell_concentration,28.15,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,cell_viability,25.65,percent,identity,Oculyze Viability,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,density,1060.7,kg/m^3,identity,Densidad,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,ethanol,1.97,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,fructose,77.38000000000001,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,glucose,69.3,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,glycerol,2.11,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,primary_amino_nitrogen,58.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-26 16:00:00,24.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-03,pyruvic_acid,48.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,acetaldehyde,132.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,brix,11.5,degree_Brix,identity,Brix,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,cell_budding,16.17,percent,identity,Oculyze Budding,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,cell_concentration,47.27,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,cell_viability,47.24,percent,identity,Oculyze Viability,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,density,1044.4,kg/m^3,identity,Densidad,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,ethanol,4.05,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,fructose,62.88,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,glucose,43.71,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,glycerol,3.54,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,primary_amino_nitrogen,29.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-27 08:00:00,40.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-04,pyruvic_acid,50.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,acetaldehyde,133.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,brix,10.1,degree_Brix,identity,Brix,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,cell_budding,20.16,percent,identity,Oculyze Budding,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,cell_concentration,52.38,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,cell_viability,50.08,percent,identity,Oculyze Viability,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,density,1038.1,kg/m^3,identity,Densidad,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,ethanol,4.79,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,fructose,53.25000000000001,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,glucose,35.79,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,glycerol,4.1,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,primary_amino_nitrogen,25.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-27 16:00:00,48.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-05,pyruvic_acid,48.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,acetaldehyde,156.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,brix,5.8,degree_Brix,identity,Brix,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,cell_budding,18.05,percent,identity,Oculyze Budding,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,cell_concentration,59.98,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,cell_viability,53.15,percent,identity,Oculyze Viability,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,density,1021.3,kg/m^3,identity,Densidad,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,ethanol,7.34,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,fructose,36.1,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,glucose,16.35,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,glycerol,5.6,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,primary_amino_nitrogen,35.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-28 08:00:00,64.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-06,pyruvic_acid,28.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,acetaldehyde,130.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,brix,4.4,degree_Brix,identity,Brix,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,cell_budding,11.87,percent,identity,Oculyze Budding,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,cell_concentration,62.14,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,cell_viability,53.46,percent,identity,Oculyze Viability,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,density,1014.8,kg/m^3,identity,Densidad,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,ethanol,7.88,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,fructose,32.42,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,glucose,12.67,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,glycerol,5.14,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,primary_amino_nitrogen,32.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-28 16:00:00,72.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-07,pyruvic_acid,11.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,acetaldehyde,121.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,brix,2.8,degree_Brix,identity,Brix,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,cell_budding,9.81,percent,identity,Oculyze Budding,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,cell_concentration,57.14,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,cell_viability,54.22,percent,identity,Oculyze Viability,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,density,1009.4,kg/m^3,identity,Densidad,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,ethanol,8.69,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,fructose,21.0,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,glucose,6.12,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,glycerol,5.87,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,primary_amino_nitrogen,30.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-29 08:00:00,88.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-08,pyruvic_acid,5.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,acetaldehyde,120.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,ammonium_nitrogen,0.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,brix,2.2,degree_Brix,identity,Brix,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,cell_budding,8.54,percent,identity,Oculyze Budding,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,cell_concentration,49.46,10^6_cells/mL,identity,Oculyze Concentration,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,cell_viability,46.85,percent,identity,Oculyze Viability,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,density,1006.5,kg/m^3,identity,Densidad,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,ethanol,9.22,percent_v/v,identity,Cf Alcolyzer Real (% v/v),observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,fructose,18.27,g/L,identity,Y15 Fructosa,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,glucose,4.62,g/L,identity,Y15 Glucosa,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,glycerol,5.55,g/L,identity,Y15 Glicerol,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,primary_amino_nitrogen,30.0,mg/L_N,identity,Y15 PAN,observed,,
26136,2026-03-29 16:00:00,96.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-09,pyruvic_acid,2.0,mg/L,identity,Y15 Piruvic,observed,,
26136,2026-03-30 16:00:00,120.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-10,acetaldehyde,118.0,mg/L,identity,Y15 Acetaldehido,observed,,
26136,2026-03-30 16:00:00,120.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-10,ammonium_nitrogen,1.0,mg/L_N,identity,Y15 Amonio,observed,,
26136,2026-03-30 16:00:00,120.0,active_process,True,Lote 1,TK-33,B,R1,B,Zymaflore X5,230,26136-P-10,brix,0.4,degree_Brix,identity,Brix,observed,,
