policy,objective,campaign_order,candidate,family,medium,horizon_h,temperature_segments,score,rationale,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
full14_small6,hybrid,1,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",120.32363780985783,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,148.18135528825337,0.16999667706150845,181209.59563599876,9.381218277369039e-07,1065959.6338488031,7.2348449232897885,26,0.665991866352685,0.33400813364731496,0.6341925252337253,0.36580747476627473,0.8120895534826493,0.18791044651735067,0.8666426680731133,0.1333573319268867,0.8336360744290859,0.16636392557091406,0.8726301624740224,0.12736983752597764,0.8587195010133084,0.1412804989866916,0.8609845212749558,0.13901547872504416,0.9328547314926654,0.0671452685073346,0.8638558158985252,0.13614418410147477,0.9141189274785217,0.08588107252147825,2.1921197100667324e-07,0.999999780788029,3.3657058288808505e-06,0.9999966342941711,9.265883808402383e-07,0.9999990734116192,1.1564711824207155e-08,0.9999999884352881,8.562300704776208e-07,0.9999991437699295,4.6762403198406236e-08,0.9999999532375968,0.022348268910344093,0.9776517310896559,0.0025034431869696123,0.9974965568130304,0.03928998163153455,0.9607100183684655,0.002100322597136083,0.9978996774028639,0.03473237964050597,0.965267620359494,0.002020879092002759,0.9979791209079972,0.4665122927154564,0.5334877072845436,0.44346743468233113,0.5565325653176689,0.37444302525964585,0.6255569747403542,0.8738710062992362,0.5334877072845436
full14_small6,hybrid,2,synthetic_high_biomass_low_N_maintenance,maintenance,synthetic,216.0,"16, 18, 20, 18",135.66303811848937,High biomass with low N creates low-growth sugar consumption windows for m0.,163.4868866372063,0.18426720547358966,194076.29071003234,9.494575808278491e-07,1053232.9407787572,5.941556022493479,26,0.5878069692062138,0.4121930307937862,0.5994518363113369,0.4005481636886631,0.741300992807633,0.25869900719236705,0.7899087000461944,0.2100912999538056,0.7541628877456468,0.24583711225435323,0.7826369662575393,0.2173630337424607,0.8087359371173042,0.19126406288269582,0.6945351295454073,0.3054648704545927,0.9064178366389756,0.09358216336102443,0.7915992099287776,0.20840079007122236,0.8433219176793578,0.15667808232064218,3.1995520658823434e-08,0.9999999680044793,1.3396710269259766e-07,0.9999998660328973,1.7852218314472796e-07,0.9999998214778169,1.0562912071350146e-08,0.9999999894370879,7.562343304209147e-07,0.9999992437656696,1.260141426788154e-08,0.9999999873985858,0.00860669558734837,0.9913933044126516,0.0005459808181975146,0.9994540191818024,0.015496575346828337,0.9845034246531716,0.0004916364206499109,0.9995083635793501,0.013775480766980904,0.9862245192330191,0.0004581000502235552,0.9995418999497765,0.243619575944091,0.756380424055909,0.20692911707679107,0.7930708829232089,0.16079896025999627,0.8392010397400037,0.9408433735357407,0.756380424055909
full14_small6,hybrid,3,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",143.94330763324012,Fructose-rich run probes iG and fructose kinetic directions.,170.61195018683745,0.35539136578502284,213375.39255971386,1.6655686558869027e-06,600395.5444679689,3.1870405565290945,26,0.5649196853290209,0.4350803146709791,0.5693577422074246,0.43064225779257537,0.5133238019070623,0.4866761980929377,0.35988879294299825,0.6401112070570018,0.5743852967503863,0.4256147032496137,0.32456263450517203,0.675437365494828,0.31561613039408143,0.6843838696059186,0.49367019885313884,0.5063298011468611,0.8741921649527294,0.12580783504727056,0.5165594344182082,0.4834405655817918,0.4372703645292376,0.5627296354707624,2.37955770726184e-08,0.9999999762044229,1.2776084421567406e-07,0.9999998722391558,1.4321626688099168e-07,0.9999998567837332,7.0313970295522584e-09,0.999999992968603,5.190845885295516e-07,0.9999994809154115,1.108129619569333e-08,0.9999999889187038,0.006137457187661438,0.9938625428123385,0.0004427085595595327,0.9995572914404405,0.011144977287535532,0.9888550227124645,0.00039212193463988106,0.9996078780653601,0.009902672131510791,0.9900973278684893,0.00035895078097083116,0.9996410492190292,0.1808958716388185,0.8191041283611815,0.15158955150654643,0.8484104484934536,0.11384006039571105,0.886159939604289,0.9568450089464693,0.8191041283611815
full14_small6,hybrid,4,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,"17, 20, 23, 20",148.68482156848296,High glucose plus fructose pulse separates glucose and fructose uptake/yield directions.,175.23451198055878,0.41503861276167353,235791.05573167634,1.760196592164106e-06,568118.3593081109,2.6923274408070785,26,0.5427579036539099,0.45724209634609014,0.5357795223331795,0.4642204776668205,0.39254388767466547,0.6074561123253346,0.29192988967773503,0.708070110322265,0.5122852096333376,0.48771479036666243,0.2958509503839482,0.7041490496160518,0.26145664723780615,0.7385433527621938,0.4551199151646049,0.5448800848353951,0.8075356808753957,0.19246431912460427,0.4273302187958854,0.5726697812041146,0.37443194313600225,0.6255680568639977,2.048579938727274e-08,0.9999999795142006,1.234639015100331e-07,0.9999998765360985,1.2497564389012122e-07,0.999999875024356,5.5649312067256154e-09,0.9999999944350688,4.1128218303500066e-07,0.9999995887178169,9.859245717364142e-09,0.9999999901407542,0.005138239522403679,0.9948617604775963,0.00036133030261341483,0.9996386696973866,0.009341094107179738,0.9906589058928202,0.0003170517479870377,0.999682948252013,0.008297924155075817,0.9917020758449242,0.0002895268844330675,0.9997104731155669,0.13053788447463535,0.8694621155253647,0.10914160228587166,0.8908583977141283,0.08125176648909205,0.918748233510908,0.9686657417172071,0.8694621155253647
full14_small6,hybrid,5,synthetic_lit_SM410_24C_highN_strip,literature_temp_strip,synthetic,168.0,"20, 24, 24, 20",151.8770881009294,High YAN plus warm high-rate fermentation excites CO2 stripping and temperature-partition effects.,178.59799643023035,0.421931922184333,261366.74335145426,1.614329033502821e-06,619452.4035971584,2.5974253803624983,26,0.5295865871684461,0.4704134128315539,0.524373670031533,0.475626329968467,0.3616485931404139,0.6383514068595861,0.2823947174390617,0.7176052825609383,0.4670333351857153,0.5329666648142847,0.28070492421362175,0.7192950757863783,0.2564536589295263,0.7435463410704737,0.4198079735078677,0.5801920264921323,0.7720613085125448,0.22793869148745516,0.40337686543816326,0.5966231345618367,0.3683137447387941,0.6316862552612059,1.7209478458856613e-08,0.9999999827905215,1.220057474510543e-07,0.9999998779942525,1.1321684613113588e-07,0.9999998867831539,4.462659894991657e-09,0.9999999955373401,3.178001962823566e-07,0.9999996821998037,9.184594093637155e-09,0.9999999908154059,0.00422113858805146,0.9957788614119485,0.00030706065565458196,0.9996929393443454,0.007659711650947983,0.992340288349052,0.0002704124112780338,0.999729587588722,0.006805462693628135,0.9931945373063719,0.0002481488893235529,0.9997518511106764,0.10100021281155892,0.8989997871884411,0.08594734734731069,0.9140526526526893,0.06418208714400785,0.9358179128559921,0.9753961900748589,0.8989997871884411
full14_small6,hybrid,6,synthetic_viable_biomass_step,biomass_input,synthetic,216.0,"18, 22, 22, 18",154.50139442762693,Known viable biomass addition tests rate proportionality to X and supports yield separation.,181.2533375934679,0.4373799822505292,275462.4516869746,1.5878025464884475e-06,629801.2320307586,2.490495189320213,26,0.49657708886169544,0.5034229111383046,0.48967627093037336,0.5103237290696266,0.34014442923983135,0.6598555707601687,0.26570153575888816,0.7342984642411119,0.4285379654025181,0.5714620345974819,0.2624353189243726,0.7375646810756273,0.2498714756287655,0.7501285243712346,0.3923291544661382,0.6076708455338617,0.7026953420223272,0.2973046579776728,0.38501750914988464,0.6149824908501154,0.3553035473021678,0.6446964526978323,1.5463372102805762e-08,0.9999999845366279,1.146336191455402e-07,0.9999998853663808,9.758832992436916e-08,0.99999990241167,3.766949217097417e-09,0.9999999962330508,2.6029606231616815e-07,0.9999997397039376,7.560920353743278e-09,0.9999999924390797,0.003949808181213805,0.9960501918187862,0.00028790760038741346,0.9997120923996126,0.0071648817034417125,0.9928351182965582,0.0002524458380511322,0.9997475541619488,0.006363512010606779,0.9936364879893932,0.0002300665430173692,0.9997699334569826,0.09301232375269643,0.9069876762473036,0.0775435180087696,0.9224564819912304,0.05606420158231523,0.9439357984176848,0.9777391879020471,0.9069876762473036
full14_small6,hybrid,7,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,"18, 20, 20, 18",156.76380781843906,Synthetic high-sugar operating point close to the current synthetic dataset.,183.59985514976935,0.45636627543190067,300127.6895451349,1.5205737135535764e-06,657646.5126856645,2.372709566023575,26,0.4822149636152212,0.5177850363847788,0.46622686392761975,0.5337731360723803,0.30954339584328533,0.6904566041567146,0.25620764862561524,0.7437923513743847,0.39454316043289983,0.6054568395671002,0.2530613811201334,0.7469386188798666,0.23224227536667785,0.7677577246333221,0.36990434025374597,0.630095659746254,0.6842393689322678,0.3157606310677322,0.35654368219682375,0.6434563178031762,0.3405218277390556,0.6594781722609444,1.4300672910742007e-08,0.9999999856993271,1.1196097013601097e-07,0.9999998880390298,9.224227905882209e-08,0.999999907757721,3.303020750246593e-09,0.9999999966969793,2.2827867348664317e-07,0.9999997717213265,6.966247920528617e-09,0.9999999930337521,0.003671001504941221,0.9963289984950587,0.0002575565311847547,0.9997424434688152,0.00666770172199679,0.9933322982780032,0.00022461250342041886,0.9997753874965796,0.005915671953414718,0.9940843280465853,0.0002045170172929798,0.999795482982707,0.08033749562042655,0.9196625043795734,0.06741461087399574,0.9325853891260043,0.04911017518232699,0.950889824817673,0.9805633110769162,0.9196625043795734
full14_small6,hybrid,8,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,"18, 20, 22, 19",158.52419851406458,Natural must with glucose perturbation to test sugar-transfer validity.,185.45048158029897,0.4612033083659326,317440.0228972089,1.4528833010929942e-06,688286.5260050183,2.333202126386746,26,0.47064951084768325,0.5293504891523167,0.44546511913938813,0.5545348808606119,0.29412240984889404,0.705877590151106,0.24928331928980416,0.7507166807101958,0.36824264248184013,0.6317573575181599,0.2434052545873534,0.7565947454126466,0.22931711871300153,0.7706828812869985,0.34942161980263536,0.6505783801973646,0.6684772080019658,0.33152279199803425,0.34378681275942924,0.6562131872405708,0.33694991619125575,0.6630500838087443,1.2064969511212044e-08,0.9999999879350305,9.793218695550911e-08,0.9999999020678131,7.96532343025972e-08,0.9999999203467657,2.690712067661982e-09,0.9999999973092879,1.9870761439461826e-07,0.9999998012923856,6.400307314458178e-09,0.9999999935996927,0.0034351096301471593,0.9965648903698529,0.00024245298194187437,0.9997575470180581,0.00624671314423817,0.9937532868557618,0.0002104288007943521,0.9997895711992056,0.005540679591164044,0.994459320408836,0.00019087651744448413,0.9998091234825555,0.07407122151907626,0.9259287784809237,0.06146611568349998,0.9385338843165,0.044113344365439525,0.9558866556345604,0.9822257138780301,0.9259287784809237
full14_small6,hybrid,9,synthetic_fast_CO2_aroma_strip_highN,co2_aroma_loss,synthetic,168.0,"20, 24, 24, 20",160.12979129322883,High-rate fermentation excites CO2 stripping and liquid/condensate aroma split.,187.1076953765252,0.48192541790581733,340780.03559752787,1.4141832489124647e-06,707121.938241752,2.2249747232639336,26,0.4557417652772835,0.5442582347227165,0.41947208706695954,0.5805279129330405,0.27311901536176814,0.7268809846382318,0.24284535291793485,0.7571546470820651,0.34049079437409774,0.6595092056259022,0.2357326737711042,0.7642673262288958,0.22388648948975595,0.776113510510244,0.32837996460012137,0.6716200353998787,0.6594670361617145,0.34053296383828546,0.3184836175221496,0.6815163824778504,0.3224612746354959,0.6775387253645041,1.1438083182973815e-08,0.9999999885619169,9.659772227668568e-08,0.9999999034022777,7.902365071506623e-08,0.9999999209763493,2.4967154612124843e-09,0.9999999975032845,1.862442879480257e-07,0.999999813755712,6.2160346882253416e-09,0.9999999937839653,0.003259507246533184,0.9967404927534668,0.00022065138474803805,0.999779348615252,0.0059229606104220095,0.994077039389578,0.0001915928541067984,0.9998084071458933,0.0052523223950185416,0.9947476776049815,0.00017466238222081228,0.9998253376177791,0.06458306767004693,0.935416932329953,0.05414206484055593,0.945857935159444,0.03928372192720124,0.9607162780727988,0.9842699323844385,0.935416932329953
full14_small6,d_opt,1,synthetic_lit_SM410_18C_highN_ester,literature_nitrogen_high,synthetic,216.0,"18, 18, 18, 18",148.18135528825337,Literature SM410-like high YAN tests ester capacity and nitrogen-saturated aroma phase.,148.18135528825337,0.16999667706150845,181209.59563599876,9.381218277369039e-07,1065959.6338488031,7.2348449232897885,26,0.665991866352685,0.33400813364731496,0.6341925252337253,0.36580747476627473,0.8120895534826493,0.18791044651735067,0.8666426680731133,0.1333573319268867,0.8336360744290859,0.16636392557091406,0.8726301624740224,0.12736983752597764,0.8587195010133084,0.1412804989866916,0.8609845212749558,0.13901547872504416,0.9328547314926654,0.0671452685073346,0.8638558158985252,0.13614418410147477,0.9141189274785217,0.08588107252147825,2.1921197100667324e-07,0.999999780788029,3.3657058288808505e-06,0.9999966342941711,9.265883808402383e-07,0.9999990734116192,1.1564711824207155e-08,0.9999999884352881,8.562300704776208e-07,0.9999991437699295,4.6762403198406236e-08,0.9999999532375968,0.022348268910344093,0.9776517310896559,0.0025034431869696123,0.9974965568130304,0.03928998163153455,0.9607100183684655,0.002100322597136083,0.9978996774028639,0.03473237964050597,0.965267620359494,0.002020879092002759,0.9979791209079972,0.4665122927154564,0.5334877072845436,0.44346743468233113,0.5565325653176689,0.37444302525964585,0.6255569747403542,0.8738710062992362,0.5334877072845436
