analysis,direction,eigenvalue,relative_eigenvalue
global_current_plus_campaign,1,1.2773052475194353e-07,7.027695066429081e-13
global_current_plus_campaign,2,1.5507647780652653e-06,8.532261181237671e-12
global_current_plus_campaign,3,0.0002285455777317369,1.2574508968773908e-09
global_current_plus_campaign,4,0.002386630121618646,1.3131167169056188e-08
global_current_plus_campaign,5,0.09776140210301805,5.378802949262257e-07
global_current_plus_campaign,6,0.9093389365759852,5.003155487458905e-06
global_current_plus_campaign,7,23.947307753265978,0.00013175736722190632
global_current_plus_campaign,8,39.687608308942,0.0002183600276071657
global_current_plus_campaign,9,57.09255710355512,0.0003141215325511844
global_current_plus_campaign,10,71.07319487580561,0.0003910425812107624
global_current_plus_campaign,11,118.73501025061465,0.0006532764563295622
global_current_plus_campaign,12,149.85420911278692,0.0008244933527915692
global_current_plus_campaign,13,169.6940875375125,0.0009336517673481299
global_current_plus_campaign,14,233.06125139321378,0.0012822959975876513
global_current_plus_campaign,15,249.68455860730913,0.0013737569340576984
global_current_plus_campaign,16,487.27259618534134,0.0026809591731249095
global_current_plus_campaign,17,628.6880423656502,0.0034590227059948016
global_current_plus_campaign,18,790.4668435318448,0.004349124805721106
global_current_plus_campaign,19,991.0447322186319,0.00545269831839271
global_current_plus_campaign,20,1015.0091118903737,0.00558454961479676
global_current_plus_campaign,21,1066.7851434679123,0.00586941978375863
global_current_plus_campaign,22,1619.1002333672054,0.008908240801630113
global_current_plus_campaign,23,2067.081957522477,0.011373022778225328
global_current_plus_campaign,24,2365.3963426998666,0.013014339555892498
global_current_plus_campaign,25,3758.922132782717,0.02068147655304002
global_current_plus_campaign,26,4665.759057565589,0.025670866046842548
global_current_plus_campaign,27,5813.917709502279,0.03198800042749541
global_current_plus_campaign,28,9077.460108627227,0.04994391258079888
global_current_plus_campaign,29,12419.223614664219,0.06833019491241639
global_current_plus_campaign,30,25390.85161911466,0.1396997021679971
global_current_plus_campaign,31,39298.761077225456,0.21622060182993982
global_current_plus_campaign,32,116313.72354236318,0.6399546096628904
global_current_plus_campaign,33,137719.3377178101,0.7577276552421021
global_current_plus_campaign,34,181753.08340013973,1.0
