,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,34948.78575355664,-21392.682988035864,4630.5168149730025,1498.5254388066714,4881.84971818815,8857.36883806468,-3648.683330807464,-10293.459313167485,-702.8013309136029,1674.142925162814,66.55356790756821,-126.83955279884542,-11.062741443052388,-210.74021397214105,400.86944557713593,479.9534473378177,-56.45993158392006,118.18133369908807,416.68781295504954,-3.088654395287712,-1192.809592672335,0.0,0.0,1.0782113709889916,328.9744572697789,237.60666084026764,435.6333357171244,102.48190528666808,40.82616876276517,756.9737138828677,132.7183734817448,50.04626367260814,0.6011363741022971,2142.9395649011135
qN,-21392.682988035864,20474.043504111294,-837.5364470392607,-482.6478186285351,-5442.3869678529245,-7696.829568774836,2845.5697965857116,7414.602066157375,705.7361570158253,-1013.3532967192593,-41.41097337527958,-1008.6116951969666,-34.36153653601586,-623.7495357924804,753.0223407018555,-1304.4470132801102,-521.1361279766802,-767.9096253725463,-1776.2461044933684,6.353802145675148,5889.789885618891,0.0,0.0,-0.5209648705828895,-205.26610601764614,-222.91766361064873,-452.8170239417807,-316.18528525088016,-177.743715543583,-278.27617138254357,-123.8937191659443,-36.06664590991661,-0.41942055510085174,-1544.0583332051506
betaG0,4630.5168149730025,-837.5364470392607,50749.088350052836,13909.90760958813,-42555.98674408991,-15278.805791324741,474.4864345288187,-3596.870886278989,457.96588134509307,-1470.0886287666028,-62.95013708387742,-198.51537742459033,-5.379267720327531,-98.72271844635034,102.9671121140031,-112.94888873317423,-182.5771472166299,-134.698449577992,-241.77934469681236,0.3476735752974435,883.9073152401652,0.0,0.0,0.8816266587222852,221.21376739838044,-96.49237289217342,-246.60247399187563,-84.30973285593012,-60.17109569120147,1433.426462414697,111.16999507413728,88.32007538769315,0.25087597020856545,814.2175450373679
betaF0,1498.5254388066714,-482.6478186285351,13909.90760958813,3917.705331437008,-11502.74432809083,-4466.231967133167,185.66871984950046,-1191.0308424577688,129.4134586157504,-140.1357590145735,-5.9844762026960225,-30.818508043049405,-0.7774961301423581,-14.191237608189569,11.975268454332745,-28.525154641307616,-31.020545068678047,-28.365773181636392,-50.74959974897997,0.12413481699809593,183.17458150998203,0.0,0.0,0.249496418637645,62.09774930874643,-11.455396817794838,-41.16726768470731,-12.823512852343665,-12.275337030008036,408.6433923596004,46.778064264259285,32.2659000096308,0.06945598036577846,224.27073144810785
qEG,4881.84971818815,-5442.3869678529245,-42555.98674408991,-11502.74432809083,50086.584044318726,15834.569206078522,-1414.915226851386,-1690.5289777515532,-348.98159292228604,-5504.639978339883,-263.3791546651397,559.1015047746864,16.361964638203514,303.4564780636397,-370.76631839154027,166.19114958710588,475.35926386096617,261.4045706861082,469.2508527230573,-0.12655077729324635,-1743.4237584041339,0.0,0.0,-0.7413577187269144,-199.3257451172732,241.42165195006584,496.5422372783374,216.8536328215937,131.321794141003,-1360.42830605604,-46.04338730845999,-67.46218071566463,-0.21874174138228525,-716.015619912938
qEF,8857.36883806468,-7696.829568774836,-15278.805791324741,-4466.231967133167,15834.569206078522,16820.13854082449,-4259.713598784586,-5215.64980085816,-105.13117015890101,-385.4841585977864,-18.733324606917822,358.40157124157156,9.206682318014053,174.48081963554796,-203.7727346336149,-42.7575485982593,350.38886288382974,120.08150540655859,167.6275475291075,0.89174734017285,-697.7088344192714,0.0,0.0,-0.15558166334053303,-46.88516474972303,219.56979869405956,438.97760355403466,168.62798637442046,91.84249681691374,-344.4916756588301,71.57679158932577,11.915068036710295,-0.0507534397273955,-170.3159255387102
iG,-3648.683330807464,2845.5697965857116,474.4864345288187,185.66871984950046,-1414.915226851386,-4259.713598784586,1448.861167894714,2175.484447370154,-7.317852369392854,45.98620932572229,2.233649778527328,-161.3850466751441,-4.602929157883352,-86.40807867858891,108.70319040647973,-7.132747509203387,-137.93761253672236,-51.848845226351685,-87.35006708201918,-0.20414072308868736,340.9000014101978,0.0,0.0,-0.031943503266111596,-5.127047724425331,-80.21368290597852,-145.79866739623742,-66.09670466033874,-33.41964123186003,-21.809230401476064,-44.92779489756187,-16.9082506809576,-0.0062758379168828555,-18.05262039876037
iE,-10293.459313167485,7414.602066157375,-3596.870886278989,-1191.0308424577688,-1690.5289777515532,-5215.64980085816,2175.484447370154,6290.663785680233,-72.7619721462588,-973.8698840795757,-40.79630630154226,-163.71045958768667,-3.439139688084854,-66.59949153847919,72.85420685923087,120.34283505792318,-182.4940426700889,-28.7829162007847,2.128588128255288,-1.116430919099998,79.33724017084307,0.0,0.0,-0.14564094108116343,-25.565169760609876,-146.89600761784436,-292.14244244901164,-96.9493471953788,-50.73348468328274,-121.7925625530236,-92.27899140367649,-33.22526976898275,-0.03247728232960857,-97.94393219536374
Kd0,-702.8013309136029,705.7361570158253,457.96588134509307,129.4134586157504,-348.98159292228604,-105.13117015890101,-7.317852369392854,-72.7619721462588,210.35393076589142,-12.750535818443904,-0.5824380178343442,-2.0225659506986133,0.029432964776314297,1.5139322933988826,-9.29562608300709,-51.811857986808846,-5.246169068401894,-23.900055153481073,-54.532294638889915,0.3311728943720632,182.35520534806918,0.0,0.0,-0.024992416125637386,-12.963937969608313,-0.4381523090313537,-1.2970387984189333,-0.22503045174826536,-0.13417310269768892,-9.555080055529611,-0.34935851590633776,-0.14086168189020332,-0.03376644127541973,-127.89440972212985
gammaG0,1674.142925162814,-1013.3532967192593,-1470.0886287666028,-140.1357590145735,-5504.639978339883,-385.4841585977864,45.98620932572229,-973.8698840795757,-12.750535818443904,8712.441756884507,397.1605289749484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,66.55356790756821,-41.41097337527958,-62.95013708387742,-5.9844762026960225,-263.3791546651397,-18.733324606917822,2.233649778527328,-40.79630630154226,-0.5824380178343442,397.1605289749484,18.37470232892826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-126.83955279884542,-1008.6116951969666,-198.51537742459033,-30.818508043049405,559.1015047746864,358.40157124157156,-161.3850466751441,-163.71045958768667,-2.0225659506986133,0.0,0.0,1068.4623606298721,39.06622725341373,722.3462180649685,-988.5843735497426,473.48496264985687,128.68234535353702,295.95182054770015,657.6962876944414,-2.288578428785678,-2214.5942420268902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-11.062741443052388,-34.36153653601586,-5.379267720327531,-0.7774961301423581,16.361964638203514,9.206682318014053,-4.602929157883352,-3.439139688084854,0.029432964776314297,0.0,0.0,39.06622725341373,2.080760705356955,37.632657843654286,-56.28544724089231,25.572125261577014,4.431619912253861,14.695878950805733,33.02224957145345,-0.13330798239336789,-110.97507072351692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-210.74021397214105,-623.7495357924804,-98.72271844635034,-14.191237608189569,303.4564780636397,174.48081963554796,-86.40807867858891,-66.59949153847919,1.5139322933988826,0.0,0.0,722.3462180649685,37.632657843654286,694.9374906998405,-1047.5029908156528,467.02594933449245,81.16547632490051,261.36110854332753,599.5452378051384,-2.443905433724304,-2005.993166790778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,400.86944557713593,753.0223407018555,102.9671121140031,11.975268454332745,-370.76631839154027,-203.7727346336149,108.70319040647973,72.85420685923087,-9.29562608300709,0.0,0.0,-988.5843735497426,-56.28544724089231,-1047.5029908156528,1666.399226242347,-700.2940077634623,-103.9399724644595,-368.6286248125143,-854.8658664838982,3.8967137050292484,2857.1166080940066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldPyr,479.9534473378177,-1304.4470132801102,-112.94888873317423,-28.525154641307616,166.19114958710588,-42.7575485982593,-7.132747509203387,120.34283505792318,-51.811857986808846,0.0,0.0,473.48496264985687,25.572125261577014,467.02594933449245,-700.2940077634623,1569.2402281863929,414.79720335917955,972.0201705113475,2169.8576138598937,-7.5255775818862425,-7348.914945981678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-56.45993158392006,-521.1361279766802,-182.5771472166299,-31.020545068678047,475.35926386096617,350.38886288382974,-137.93761253672236,-182.4940426700889,-5.246169068401894,0.0,0.0,128.68234535353702,4.431619912253861,81.16547632490051,-103.9399724644595,414.79720335917955,605.245022321368,397.08009469038865,810.7729389407557,-1.2368443102745879,-2854.148969932969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_stat,118.18133369908807,-767.9096253725463,-134.698449577992,-28.365773181636392,261.4045706861082,120.08150540655859,-51.848845226351685,-28.7829162007847,-23.900055153481073,0.0,0.0,295.95182054770015,14.695878950805733,261.36110854332753,-368.6286248125143,972.0201705113475,397.08009469038865,745.5011420982855,1532.3605338414427,-3.932190232021146,-5292.029327076667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldO2,416.68781295504954,-1776.2461044933684,-241.77934469681236,-50.74959974897997,469.2508527230573,167.6275475291075,-87.35006708201918,2.128588128255288,-54.532294638889915,0.0,0.0,657.6962876944414,33.02224957145345,599.5452378051384,-854.8658664838982,2169.8576138598937,810.7729389407557,1532.3605338414427,3327.4241029207815,-9.00747079068062,-11358.343462748504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,-3.088654395287712,6.353802145675148,0.3476735752974435,0.12413481699809593,-0.12655077729324635,0.89174734017285,-0.20414072308868736,-1.116430919099998,0.3311728943720632,0.0,0.0,-2.288578428785678,-0.13330798239336789,-2.443905433724304,3.8967137050292484,-7.5255775818862425,-1.2368443102745879,-3.932190232021146,-9.00747079068062,0.043354846705249174,30.185350292256935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
