,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3786.4370329907897,-3557.3499466523476,697.9288476873477,300.570864018138,1108.8186404188561,1592.5229272000902,-619.123117310066,-1445.8256603589568,20.60496069742299,344.38556866769085,15.83796504358683,13.607576099298281,-0.612813027588659,-16.495094118675194,25.253992254929177,64.97993990735304,102.88554210579728,144.31558342262207,185.63987050969814,-0.15904083955024273,1186.0663935701293,816.2423063939323,-0.0029886355870437035,0.0643439347596039,43.75836181607527,39.651656643423365,69.46024439289833,43.82568483653709,48.47736010325752,26.707640045049224,43.7638652443196,32.302319238661696,0.03215137978944335,119.94323512269042
qN,-3557.3499466523476,3477.4493231387187,-477.6251831401007,-232.8665043523013,-1190.1916534094446,-1578.8518165014216,595.577062246532,1334.7608799313903,11.215308958656081,-297.93181742108277,-13.725824142270612,-62.181143923388255,-3.9987543172698095,-46.84801853916108,40.55228499147819,-118.48940204465029,-147.61945187064032,-235.22881465026944,-325.96808466353514,0.30921318534380476,-759.4112660136526,-842.9721311261725,0.003006198009804493,-0.04976158412111303,-35.129789793859324,-34.37809588342064,-61.44068436305019,-84.06272541203067,-101.41972434856693,-20.78732663321052,-41.487174653680405,-55.72775295633721,-0.026022079282395194,-97.33689805639716
betaG0,697.9288476873477,-477.6251831401007,5723.927170969503,1648.1465469552836,-3315.088302792145,-1217.4038241995997,-113.10385627317838,-943.9936437137649,1064.5200967854457,-598.7490806783736,-28.490600594488388,-8.568393570518854,0.43475164907692904,11.366482908538973,-17.4065794483898,-21.910710311983276,-54.04821952454508,-79.97014285756774,-77.3046862091981,0.028485096686095907,-191.76647736240147,-235.3549226301248,0.0006020681437239441,0.03378594945827044,20.704225412489606,-9.695332539039258,-14.330188900276696,-18.60626123439744,-37.70207032066416,30.03164939120874,8.63411550015767,16.223196713954867,0.015386908895052703,57.08412433991374
betaF0,300.570864018138,-232.8665043523013,1648.1465469552836,511.31176401364746,-833.2530566559515,-455.9409299777765,-11.289746350104288,-368.0374817995198,341.3629478948201,-65.07543004656242,-3.1261308711094142,-0.08791942209070447,0.369400793448441,6.743505048583872,-8.741031409223408,-3.2378572742210014,-12.96283939198156,-16.93847287288516,-13.447218497147839,0.0011583463491449016,-101.46122092551198,-75.88649605539223,0.00019363178294514013,0.012377571100198635,7.511378503589193,-0.3361960539544686,0.2522741892049938,-1.1174619326416253,-6.315682304727773,11.392475455358017,5.424276499699927,8.9618550353357,0.005579570436149284,20.686095591210673
qEG,1108.8186404188561,-1190.1916534094446,-3315.088302792145,-833.2530566559515,5961.023535720577,1385.4119597080362,-161.54900619852447,-320.84994637345335,-640.2125375789091,-1866.5966164278423,-91.12603402418824,43.823971175256816,2.6704478261081652,32.92200752994144,-29.7950655992029,41.151501005029175,110.06604759933131,152.16659647528425,150.44489293278951,-0.04274118510878236,-54.865955189803174,232.74483651439917,-0.0007313755075941454,-0.014276549013347125,-8.486965619828062,50.29761027375457,82.58670184839335,62.83228208333079,93.9132355198714,-27.779572425668906,32.022733700669775,1.8521463734755705,-0.006822368675090261,-25.399505977038693
qEF,1592.5229272000902,-1578.8518165014216,-1217.4038241995997,-455.9409299777765,1385.4119597080362,3455.569050920446,-975.004280723741,-856.1753360814472,-200.06313571516148,-150.6329602189044,-7.391950375541002,30.598573916552915,1.550376392685528,20.04302906595344,-18.558924116117502,-8.612174879313654,85.2521199467857,76.54561479704586,22.815584284338556,0.09949407878275673,171.94092783600718,136.83455991040594,-0.0004643151538427099,0.002524379545477895,1.9620274677797935,44.97520115992424,75.10839633754867,68.81009496512175,77.43049341971997,-9.25336652992719,33.74435905090718,50.21210853075489,0.0010940135701041258,4.036340997274948
iG,-619.123117310066,595.577062246532,-113.10385627317838,-11.289746350104288,-161.54900619852447,-975.004280723741,322.1643371151295,390.2702808953009,-37.315548144950995,21.05672840105657,1.050418414807427,-13.349610935913818,-0.9467003594636213,-13.093666394263789,13.381879128183897,-1.8784728218454045,-27.912053207702012,-27.424727326747497,-17.278590113118277,-0.015190491356976032,10.93925678782945,-25.909981667470074,0.0001098309033764527,-0.004933884780295362,-3.0982607102953748,-17.322731507796213,-28.95236276775526,-25.261110748089976,-26.664980139478597,-0.7126206753037464,-14.201206367297255,-21.672554046573225,-0.002174931261655584,-8.048344914099083
iE,-1445.8256603589568,1334.7608799313903,-943.9936437137649,-368.0374817995198,-320.84994637345335,-856.1753360814472,390.2702808953009,1088.1716448691857,-280.3910999815643,-276.4783151548336,-12.982439403127989,-8.846500331241405,-0.5581166295604557,-8.7515558125167,9.812983549863766,15.544933882545354,-23.272668787572144,-15.91140487443981,18.112284273580585,-0.08306468394150458,2.737803904597257,25.94348108343437,-1.6040095595424702e-05,-0.015513907342135657,-9.644676009795685,-18.693383326228247,-33.58491246726604,-27.452500951440996,-30.340246461854957,-6.52201393257524,-25.272392611482495,-22.88603859616979,-0.006909664892040206,-25.591737828264502
Kd0,20.60496069742299,11.215308958656081,1064.5200967854457,341.3629478948201,-640.2125375789091,-200.06313571516148,-37.315548144950995,-280.3910999815643,439.75311956193866,-20.85038918194842,-1.0298709713275944,0.31786036463235323,0.39451767509275043,7.67181713257355,-10.167341784662863,-16.954564820402986,-15.119839351024591,-31.137879078661626,-44.87730448159096,0.047115567142799145,-118.76613391111883,-133.17090186135007,0.00036037025903462404,-0.0008545545418544344,-0.552173507268482,-8.765121169122355e-28,8.765121169122355e-28,-0.9418845046592507,-1.2348163577159557,-1.0718038756673283,-1.753024233824471e-27,-1.0815435414519645,-0.000427295492906447,-1.5946270395487763
gammaG0,344.38556866769085,-297.93181742108277,-598.7490806783736,-65.07543004656242,-1866.5966164278423,-150.6329602189044,21.05672840105657,-276.4783151548336,-20.85038918194842,3008.2334122422835,144.5460665670781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
