,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,4487.020355353358,-4027.672497216231,-445.9037795808114,-68.8878969193665,2814.6426913653213,3795.2681428624282,-1345.2168112864426,-3551.703551340169,5.420950298100916,454.00503376565473,16.600616332936355,31.68182739917445,-0.3958993254448506,-0.11601564440911005,17.744101032151946,237.0764441882372,142.8245271578557,281.9875567128022,524.3017249780894,-0.7437225639242835,203.49261253489402,845.7698072335952,-0.0069546809960765645,0.08734484342940915,35.084388204309256,70.62928544721652,111.00691486215514,43.1654945908719,44.70893436062892,62.20555465883331,88.96044067167907,4.478206099090083,0.043649317334771065,152.90631225681062
qN,-4027.672497216231,4181.688435323653,757.5618446282264,129.71815784546544,-2875.3140668671444,-3732.1239586927404,1305.3899618624605,3296.059401163688,-2.691959537538219,-373.9874852529107,-13.891391536307038,-162.1671939502353,-7.805658542752127,-147.10924555276551,143.21241299862265,-365.88481593320626,-250.5899393557296,-442.0475927349958,-829.9532098967579,1.1042365591661034,761.0273905985731,-879.8991584040742,0.006872196140315257,-0.04136549441629782,-18.227331060186472,-62.30336346791711,-110.21480890950409,-125.80761713874823,-128.73478722517086,-39.249478992563986,-95.51454348083965,-11.082933167216902,-0.022918701668652453,-83.17644931534626
betaG0,-445.9037795808114,757.5618446282264,5614.115639416969,1158.5877648238989,-3962.229662246984,-3360.9121694751743,705.1692528018625,812.8348745683611,82.41519957497505,-621.2564797674889,-23.84167270276194,-37.88858757042329,-2.193946916531938,-40.58758967559015,41.84947504110246,-75.79190451204008,-38.551837651308325,-93.85785391779987,-176.88925291835585,0.21129876698431088,733.8065008415497,70.18709019395055,-0.0005883835330421831,0.07507958044105799,32.45958038634067,-33.007587299231744,-41.86196781954859,-48.262625953503616,-57.54545159139579,68.50072835646102,-10.82218737936498,8.585158867537396,0.043855838419918275,143.0522445698393
betaF0,-68.8878969193665,129.71815784546544,1158.5877648238989,266.39686794772933,-782.7966640147716,-821.0981493234688,176.5963798532783,148.82797300821767,21.188533127368853,-63.15379270255719,-2.4553585933725026,-6.2348442575952925,-0.4042427100194133,-7.463248004110796,7.753218773500174,-17.647256336808308,-4.610101331369016,-21.070967892759892,-37.61540776701773,0.057140880405530496,155.90997013655925,15.853996288121433,-0.00012719340667389294,0.027486038047953597,12.1450522819424,0.8023388734810206,6.927377964446137,-6.3789819730956685,-10.22867441604824,26.525132763129236,14.839994196300731,5.66568153796908,0.016552759266677507,53.55396628154509
qEG,2814.6426913653213,-2875.3140668671444,-3962.229662246984,-782.7966640147716,7687.81977568676,4011.9030419138344,-1107.15431198023,-2993.041098212641,-55.93544524387045,-1304.8108307933958,-56.82494304022851,110.27232783739701,5.551077610433474,102.62198414915116,-105.74483279948672,156.51018376988856,175.47940742215056,201.50857604796354,410.08514864416384,-0.34766294756405935,-976.9635884841853,175.77728222419023,-0.0013772270193440977,-0.07274229194855333,-33.771113904607375,122.46902294322184,151.34590121843308,120.9634806217089,126.07618442632406,-82.89536386053699,67.50249811333593,-6.281180546612081,-0.047781626058560386,-153.20373777425954
qEF,3795.2681428624282,-3732.1239586927404,-3360.9121694751743,-821.0981493234688,4011.9030419138344,7678.612975634649,-2434.3699486983546,-4018.0764087438924,-37.089231898747045,-40.66049175837488,-1.8834241808626462,73.05619604398639,3.9275353796007577,72.51650662971785,-75.10237967722348,137.05135203517852,110.36329473669909,173.80750610195236,342.6339401023132,-0.3340287095603134,-852.9179018014848,125.00045271828849,-0.0009396272726322598,-0.002324742599325252,-1.8430021246305819,85.12179906234937,129.8321512454456,84.27692650620278,89.19087260509735,-0.17797003131389047,98.17614983244569,5.44486823478147,-0.0038256385022142196,-5.432420718557019
iG,-1345.2168112864426,1305.3899618624605,705.1692528018625,176.5963798532783,-1107.15431198023,-2434.3699486983546,843.0926262839599,1383.817109477242,4.373927288278504,4.705435944126628,0.21163497118944485,-31.863150190514922,-1.5768394665117476,-29.138883370853996,30.05292101061036,-42.41790958764497,-53.11556900518178,-55.59341368347218,-115.54430691362681,0.08419087307746972,238.33940568118044,-67.02493593608438,0.0005215917155160314,-0.007604893400863057,-2.933191116160709,-43.387022916618804,-63.74972486800691,-36.19870389539827,-34.30889512800625,-6.795168771691636,-46.16945993026191,-5.403572833278845,-0.0034279920249794347,-13.517685403133875
iE,-3551.703551340169,3296.059401163688,812.8348745683611,148.82797300821767,-2993.041098212641,-4018.0764087438924,1383.817109477242,3597.500593488628,-7.241604480115582,-485.98351859970074,-18.129886603617628,-47.27411306610164,-2.3643713373883317,-43.84137903465012,44.86485499682046,-90.37536621391662,-88.21524695162203,-117.74920715177083,-240.19674463820803,0.18856134324641946,437.0877096925325,-163.46474663451033,0.0012344960213186032,-0.017343211801998853,-6.056793571361783,-68.1569038219026,-112.15488202941509,-58.79765800828894,-61.43895429149039,-14.5606695940211,-98.4621473951103,-6.259609586476516,-0.006386827731206514,-28.211988355329055
Kd0,5.420950298100916,-2.691959537538219,82.41519957497505,21.188533127368853,-55.93544524387045,-37.089231898747045,4.373927288278504,-7.241604480115582,21.649192305588898,-3.1101277734962576,-0.14062261398432171,-0.4927136511430916,0.010846165487124512,0.016979239738904583,-0.47213421815714574,-5.0737445200414255,-1.952116378501516,-5.854788171510809,-10.291565044217645,0.018079078682818946,11.200137787232144,-11.615636585027536,6.514834952431483e-05,-0.0007197126823498185,-0.3311470581407697,-0.09606920309358966,-0.2680080159475775,-0.27785339019072125,-0.38075470295540975,-0.7638739369381463,-0.35487518373266835,-0.07717991158034344,-0.0004645919182453447,-1.4994717946536478
gammaG0,454.00503376565473,-373.9874852529107,-621.2564797674889,-63.15379270255719,-1304.8108307933958,-40.66049175837488,4.705435944126628,-485.98351859970074,-3.1101277734962576,2671.4365708314876,107.26442668433293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,16.600616332936355,-13.891391536307038,-23.84167270276194,-2.4553585933725026,-56.82494304022851,-1.8834241808626462,0.21163497118944485,-18.129886603617628,-0.14062261398432171,107.26442668433293,4.428013030601632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,31.68182739917445,-162.1671939502353,-37.88858757042329,-6.2348442575952925,110.27232783739701,73.05619604398639,-31.863150190514922,-47.27411306610164,-0.4927136511430916,0.0,0.0,126.46097233278277,7.353749276215119,132.9536595749665,-144.09820034271803,64.3252037880167,25.423553150500283,76.36387797577774,138.02462750728483,-0.2098292056493416,-378.2740135340109,31.779030818961367,-0.00022413555597004787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-0.3958993254448506,-7.805658542752127,-2.193946916531938,-0.4042427100194133,5.551077610433474,3.9275353796007577,-1.5768394665117476,-2.3643713373883317,0.010846165487124512,0.0,0.0,7.353749276215119,0.6864160031212015,11.914523826262181,-14.19070267518277,4.400903768031737,0.9581101876157521,5.080692670124971,8.83649624377675,-0.015688587765246113,-25.67757149024287,1.2118721386803868,-7.97281483558269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-0.11601564440911005,-147.10924555276551,-40.58758967559015,-7.463248004110796,102.62198414915116,72.51650662971785,-29.138883370853996,-43.84137903465012,0.016979239738904583,0.0,0.0,132.9536595749665,11.914523826262181,207.77194103042524,-245.00768447140592,80.18038534172057,18.473561545425632,92.8141874015533,162.0422882356291,-0.28340096453713415,-468.6707200181902,23.43863532643789,-0.00015542066542761692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
