,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3339.8150649809913,-3008.10770112453,-36.478211632971025,-17.681083604650258,1619.0943609476417,2068.0292010739963,-710.4192764714425,-1831.0931573572088,2.3329739031216405,356.47841494788645,14.577029882439714,14.045564057633786,-1.3165646195810627,-21.501184218760834,35.85601244057729,117.31543039278817,118.05940555127681,170.2116090495325,295.0393872385109,-0.3140425043665702,831.5636472451671,801.1439457490137,-0.005365397927160069,0.07244935154020049,34.91181130432368,31.219443129386445,34.82132724964609,35.6554534426611,36.70799258652986,44.282274259347886,22.150576871550797,11.062219440571077,0.034671270638411904,124.60467994880908
qN,-3008.10770112453,3067.4613253225007,318.19516170748324,77.95692521169207,-1689.2998071430266,-2050.6495553108984,687.8481550940575,1654.405395031053,21.245565724218935,-289.3264803105891,-12.024570054313179,-111.55652010365642,-5.774333981526996,-90.85406531006373,84.26158726301888,-216.47836043425343,-206.52636321931453,-308.37558231121744,-539.6931258548694,0.588395250252318,-69.35882431161644,-836.4971418523522,0.005347157293065274,-0.04269898924663909,-22.427817873890632,-22.98267356018139,-29.879926761029616,-103.93695802173278,-113.46028267308691,-31.372057619701295,-21.7353075436247,-30.70284211248148,-0.02245661857120704,-81.4406210824588
betaG0,-36.478211632971025,318.19516170748324,4996.876153894728,1202.0175038489397,-3166.3910549133384,-2005.6853526368259,217.9251998246668,-127.00422428994932,663.0297124131203,-581.1448835767346,-25.531468481507428,-18.348495925488315,-0.28019016858196927,-4.152225715042215,-1.4648718828552898,-32.11103145304511,-51.58742181163289,-63.69931746464546,-100.51676573029225,0.04356493616554164,154.04189789981112,-98.25724319080715,0.0004024200090819041,0.036673239559687605,17.94493383163599,-13.19535912042444,-11.812890008574916,-34.44129778795686,-45.95929543194119,34.00187348005386,2.9748082016489175,7.198506456088578,0.01815674682344287,65.91088496131188
betaF0,-17.681083604650258,77.95692521169207,1202.0175038489397,323.5651467276423,-739.1379529068176,-641.2938036177228,89.01743764771258,-43.18869558123063,192.9022378652494,-61.48768072315527,-2.7436523605331566,-1.9771178726922236,0.1018818353342219,1.7852610896923928,-3.492041081729287,-7.417088564618899,-9.33772836149983,-14.516131499046342,-22.464137888670383,0.011378435125678746,18.60342579183083,-29.238834361481437,0.00012829045506642295,0.013742324040463903,6.848887627266605,-0.7997238669259797,-0.058514946443371185,-2.969472874813936,-7.902910566158324,14.588217819938114,2.5521774146658416,9.115905340522348,0.006979965008959743,25.24409268309457
qEG,1619.0943609476417,-1689.2998071430266,-3166.3910549133384,-739.1379529068176,6204.877948749883,2204.0013441711735,-454.0565878866912,-1205.115418164512,-438.64896324159537,-1669.355259094993,-79.44556473835662,78.09870171776105,3.87167698986311,62.64560221547765,-60.658150407167504,73.82592641796124,154.0882129567083,144.52056703904083,236.9246606812949,-0.0914038634252308,-369.0160361620488,207.2753876222047,-0.0012556208140302998,-0.02232509701052178,-12.30152080082368,61.007371139131166,58.92589015052357,93.31987927218232,109.52118763231556,-37.27060296064983,21.51102730406962,-4.1555074133449414,-0.012955526380039755,-48.34352106530383
qEF,2068.0292010739963,-2050.6495553108984,-2005.6853526368259,-641.2938036177228,2204.0013441711735,4632.914208785983,-1330.6411850473492,-1817.5165102953763,-150.4663699359072,-110.7509867976882,-5.325983391465548,41.56690060091186,1.630917824630392,27.201969548498035,-24.901105518934823,10.070273869615185,94.65608713823343,64.29826658013457,86.98699959640385,0.10244859063738856,-33.40153770651568,130.5728195655635,-0.000799146791777343,0.008455778450240816,3.877502372472764,37.6213524632139,37.52853016057148,70.08969417253832,73.85563216033405,2.8650331517058336,16.186311872106014,22.188774095797108,0.003764921688718267,13.425832747417887
iG,-710.4192764714425,687.8481550940575,217.9251998246668,89.01743764771258,-454.0565878866912,-1330.6411850473492,446.3293060335461,628.4895169418879,-12.66623822998595,17.160649957677915,0.8314622171171174,-22.08925205751807,-1.1115629404665976,-18.308533748186132,18.52460941837897,-8.554625322272495,-42.74357149801084,-26.967497124455658,-41.58273048421981,-0.018168272179100373,44.495524740987264,-46.619903973698904,0.0003147850920920154,-0.007036904739973716,-3.273884320971869,-19.258520044223886,-18.978547777697774,-30.603149056787625,-29.19686408477882,-4.251998274965793,-8.558214103978692,-13.189058967804659,-0.003241103706117042,-11.60373014475319
iE,-1831.0931573572088,1654.405395031053,-127.00422428994932,-43.18869558123063,-1205.115418164512,-1817.5165102953763,628.4895169418879,1676.210956927205,-152.2657672454857,-339.8804948306606,-14.270269773644541,-24.37420781739054,-1.1689779764639965,-19.618866276475785,20.226805722816113,-2.09855042380957,-54.77226224316076,-35.44718169981168,-45.35031943604953,-0.07896916392676605,33.23317631831736,-57.74196159215587,0.0004343606128947294,-0.02107055437824369,-9.893250819470714,-24.80998667553687,-27.78136847517036,-41.12942291911938,-43.53416832217713,-13.710079374702966,-18.435470312948222,-13.453249177928562,-0.00981307970112203,-35.17681039886757
Kd0,2.3329739031216405,21.245565724218935,663.0297124131203,192.9022378652494,-438.64896324159537,-150.4663699359072,-12.66623822998595,-152.2657672454857,240.84557223852715,-12.82875881343915,-0.6149061048914823,-0.22238095242726974,0.20660820049570505,3.544944255892489,-5.468816793298091,-13.29484666699152,-9.151628730500075,-17.90632442482773,-31.417506009341004,0.03969644687874088,-24.8224279936738,-63.779323225842305,0.00031315108442592243,-0.0009942541916534374,-0.5202872178252026,0.0,8.765121169122355e-28,-0.6813210736589708,-0.8953782460159071,-1.2365306403616705,-8.765121169122355e-28,-0.4240861702650427,-0.0005369436098874473,-1.9528249981633365
gammaG0,356.47841494788645,-289.3264803105891,-581.1448835767346,-61.48768072315527,-1669.355259094993,-110.7509867976882,17.160649957677915,-339.8804948306606,-12.82875881343915,2833.801597464387,128.31208470019936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
