,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,4421.97825147148,-4049.7821253804045,-457.98890764500044,-103.78442736295509,2376.8425427870434,3125.3559344624205,-1075.0859684674203,-2799.8003036755426,28.728323816813624,386.7780536711838,14.496732453567937,46.80334562327948,-0.33870143312831047,2.4568313444589336,33.2600719991235,355.0919061967342,196.38111675060048,377.74764795145825,695.3047559225914,-1.2312899388337564,-82.263255108896,1072.9231843275973,-0.01168066485029094,0.09584865328611042,34.383523578894305,59.79104511088539,77.8311603148791,48.24484978755766,42.40849113683838,55.57396373983768,53.13430616561311,5.0554512880521445,0.04288060285878473,146.96116989321092
qN,-4049.7821253804045,4357.874664023641,782.9579883558604,165.0827811944722,-2549.941697324338,-3146.658607469398,1070.813370035053,2642.1048615183267,-22.099761728820937,-306.3584222719927,-11.62693007767923,-214.00278250453465,-9.3112301059725,-174.1497137730384,171.87672843443903,-526.9391635198174,-331.6909361261222,-567.3935220462437,-1054.663790200193,1.783998537353856,1174.1653541582677,-1144.730235142418,0.01193739768434428,-0.033505136160356115,-12.822473443359922,-50.752703657802705,-74.41448102289192,-159.67147062551476,-144.92950893517275,-19.082544546368727,-55.75266163377272,-16.5188377213828,-0.015876631677897775,-54.690101544177864
betaG0,-457.98890764500044,782.9579883558604,4186.086338820811,876.5887112603511,-3145.352267624476,-2613.0830990209897,540.4119825113634,840.0616321725302,135.0008083778555,-503.51070628775904,-20.034309300303438,-33.45345492659395,-1.3247363864388044,-25.19267262485783,23.616094279032072,-32.231040010099875,-41.498883476668105,-49.32608549644676,-99.14070249568839,0.01711854677343022,487.4185253136054,74.3064043242188,-0.0008245375310401905,0.14167364714162878,57.265556312287295,-29.885342827497656,-33.648501494408805,-52.05108856932168,-53.64550841320273,156.28196383309614,-3.79891245606382,11.715484307834867,0.07654571399057822,269.6311221105981
betaF0,-103.78442736295509,165.0827811944722,876.5887112603511,206.95689505098076,-673.960502012738,-670.4557709616557,143.65799955144553,194.87589065646966,35.995833492672915,-49.5802168874936,-1.9914155984377833,-4.730840311657554,-0.1902803096368616,-3.679493445018613,2.997847570219576,-8.449860694791319,-4.348159743720002,-11.23331879857832,-20.66576345643648,0.01680920838940883,107.56846948923675,19.616110156275152,-0.00020480763985534971,0.04496779408239328,18.252630100575665,-0.8294341110262589,1.3785143487106195,-6.007478321700837,-9.021850485839542,51.03524461873403,7.168232151882007,7.785468728784119,0.024444782948687273,86.17958406368449
qEG,2376.8425427870434,-2549.941697324338,-3145.352267624476,-673.960502012738,7101.785796859247,3261.3952574070063,-865.4222364870761,-2440.7283794809578,-91.8364007442988,-1754.4669357119449,-80.0008256442984,110.96128832079232,4.473140507567155,83.4751724332036,-88.4623088175336,87.51860765488311,192.12390100678655,133.91793933793426,290.9617242392163,-0.020115079827475568,-576.1471117032561,208.36390060086305,-0.002205687762659056,-0.171079774256318,-71.82889335232919,107.56841852355825,116.33279904930643,134.80224730708684,124.89235754049291,-215.6394146157711,39.72881875531568,-12.241519323065535,-0.09755850000346478,-345.92058356686323
qEF,3125.3559344624205,-3146.658607469398,-2613.0830990209897,-670.4557709616557,3261.3952574070063,5830.539881406757,-1803.1321695604997,-3030.3414393371604,-33.69830689962249,-88.78265800402681,-4.166991407996432,63.35798111680828,2.3394894108693407,44.52171251023511,-44.688295818539586,45.769787188227696,118.75926428099345,87.82287598564879,193.06544162776356,0.10144270988175252,-343.4399713011784,158.75370679932044,-0.0016068614802562066,-0.03603842632362886,-16.038375704799186,69.01438373113277,84.30733858793454,92.70020947892539,82.7532220271847,-52.359645826044165,47.59561163204757,8.865639970281606,-0.022333048007880052,-79.91784349499622
iG,-1075.0859684674203,1070.813370035053,540.4119825113634,143.65799955144553,-865.4222364870761,-1803.1321695604997,618.4631865162731,999.7711311950166,-0.9770178792808406,9.918594212324114,0.4652720128691298,-31.26897950997879,-1.2122914571177912,-22.703145248101233,24.253835314597566,-18.087264622849432,-58.16479987260768,-33.26797850625445,-76.40032788234066,-0.034906650065666914,98.64439604717234,-82.5031727304729,0.0008584219684466968,-0.0030892739027656526,-0.6650631986488272,-36.90653793525015,-44.03787403564343,-41.31833425496613,-33.483397200154144,1.678210307033887,-23.59638039847713,-8.223211726230828,-0.0005446411028355066,-1.427985527323921
iE,-2799.8003036755426,2642.1048615183267,840.0616321725302,194.87589065646966,-2440.7283794809578,-3030.3414393371604,999.7711311950166,2559.6095925274694,-30.084847576825933,-376.305450538645,-14.433633218245333,-41.67310981345227,-1.4014100148337931,-26.95369701801986,27.09100686731358,-22.67533980267119,-96.37047801256955,-56.8863625184881,-133.26505174015097,-0.14213101894482869,67.83917655468781,-196.38397287332944,0.002002710323123546,0.0073768173975372175,5.00943655555067,-54.45906369077527,-71.54871584152954,-65.22653805656167,-58.24260511293569,25.61315299568248,-50.83162088606836,-7.399180888959988,0.007907151094589768,29.56967499364006
Kd0,28.728323816813624,-22.099761728820937,135.0008083778555,35.995833492672915,-91.8364007442988,-33.69830689962249,-0.9770178792808406,-30.084847576825933,42.72151622055972,-2.921324269964835,-0.13433116893100594,-1.0783105926261822,0.014897937886116153,0.02569571476528454,-1.3839655503415416,-10.93701268200871,-4.424082808468906,-10.80269710739464,-19.424151614271903,0.04326926957298616,20.802099595888603,-24.950894144641325,0.00019302786011289092,-0.0006669060580364525,-0.27305691257699516,-0.033249891816610054,-0.06795148386380369,-0.23903918611688754,-0.25963806391310357,-0.784269205458692,-0.0917272060230582,-0.08735540061754003,-0.0003662056673432857,-1.2926926664347933
gammaG0,386.7780536711838,-306.3584222719927,-503.51070628775904,-49.5802168874936,-1754.4669357119449,-88.78265800402681,9.918594212324114,-376.305450538645,-2.921324269964835,2851.2313165316555,121.64538239172285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.496732453567937,-11.62693007767923,-20.034309300303438,-1.9914155984377833,-80.0008256442984,-4.166991407996432,0.4652720128691298,-14.433633218245333,-0.13433116893100594,121.64538239172285,5.317408831913755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,46.80334562327948,-214.00278250453465,-33.45345492659395,-4.730840311657554,110.96128832079232,63.35798111680828,-31.26897950997879,-41.67310981345227,-1.0783105926261822,0.0,0.0,162.57765368784374,8.938507382747133,159.82140473373485,-190.0395889544902,100.65707279256392,35.45196302369859,102.19390800996341,182.109788700472,-0.38509196281884694,-509.0600757627865,45.149032243871865,-0.00042573297700321564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-0.33870143312831047,-9.3112301059725,-1.3247363864388044,-0.1902803096368616,4.473140507567155,2.3394894108693407,-1.2122914571177912,-1.4014100148337931,0.014897937886116153,0.0,0.0,8.938507382747133,0.7325573502868563,12.594807186747282,-16.606860769636093,6.719908583126933,1.3705156600657522,6.491116786548921,11.224605655294548,-0.0279553107826018,-33.4112972824915,1.5934689310498977,-1.4177308554070725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
