analysis,direction,eigenvalue,relative_eigenvalue
global_current,1,-4.417901695062568e-15,-4.2804211288267854e-20
global_current,2,1.909297512223921e-14,1.8498821333379504e-19
global_current,3,1.7293159218817445e-08,1.6755013853549218e-13
global_current,4,0.00010841170586174861,1.050380448486216e-09
global_current,5,0.0008468452049109195,8.204922513322271e-09
global_current,6,0.03628687517614102,3.51576648653461e-07
global_current,7,0.24751026428468306,2.3980799890357335e-06
global_current,8,6.78706858090839,6.575861972887395e-05
global_current,9,10.670413055677614,0.0001033836075344922
global_current,10,11.608200190724512,0.00011246964915393987
global_current,11,15.706919971303995,0.00015218136743309508
global_current,12,23.134077327692253,0.00022414168585968097
global_current,13,24.920404226151494,0.00024144906824825234
global_current,14,42.747220773713074,0.00041416971138791574
global_current,15,63.71716897270609,0.0006173435607329308
global_current,16,104.99372147743622,0.0010172642463014512
global_current,17,149.01292717259258,0.001443757978251843
global_current,18,168.1871138169568,0.0016295330346147543
global_current,19,314.18384638454745,0.003044067675619568
global_current,20,331.37664671607087,0.0032106454559377665
global_current,21,415.7427937008025,0.0040280530467737986
global_current,22,422.35801005405875,0.004092146622875513
global_current,23,440.8670672795677,0.00427147736649816
global_current,24,938.4223296806649,0.009092195899734899
global_current,25,1275.7558859254732,0.01236055672185615
global_current,26,2243.0741131592463,0.021732719490389803
global_current,27,2468.638798721598,0.023918172931052174
global_current,28,4128.996567627481,0.04000506432426547
global_current,29,4848.993719929255,0.0469809801235055
global_current,30,9707.976375616947,0.09405874115031333
global_current,31,13227.385837050439,0.12815763166331165
global_current,32,44265.94988215043,0.4288843895619113
global_current,33,60025.57925268529,0.5815764483632813
global_current,34,103211.84673418954,1.0
