,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,7346797.29991323,-19666407.599073496,56591.97885468688,69081.74516911656,63622.697869588876,100485.54313039855,-3786593.7976006945,-9530137.9619005,-15530980.957600035,345230.56151150254,284273.00499595236,-1599.0382023972618,-12765.624910960445,-18120.237173228965,2424653.862370385,959306.8663674946,-272.48160216345167,2538.9723669567666,3020.7985126938906,-4323153.634976429,-1036866.8251983562,0.0,0.0,156328.0428667444,802057.9035276873,64374.85984274632,157572.18501101196,1654350.8224129975,3951028.6373714795,54876.16917095555,2912.6897465489064,490.877964482585,825081.7908222553,743546.7161083526
qN,-19666407.599073496,82310874.59031941,-44763.38743373635,-97302.35291230395,-310177.93984075374,-381860.3255650764,12914440.723314432,30020608.952602223,68202845.50108533,-913842.6045311027,-773523.5324667352,-55606.037869658416,-173398.64811391334,-234541.93869388048,19918125.676717665,-11401938.506770035,-10998.712060744358,-72146.12549066496,-56312.9025320915,38891872.65435226,22389555.53297541,0.0,0.0,-330320.2788156,-2188540.568184605,-264116.77283458685,-716267.1140205847,-22321115.23255783,-75224553.65218775,-88221.17162715124,-11890.668750165058,-1547.039660460802,-2517488.642279428,-2342911.339490804
betaG0,56591.97885468688,-44763.38743373635,36058.9526194436,37280.59835045118,-32243.916529996644,-10077.381806924779,28628.31554532833,-193607.48006177397,588381.3309341809,-17624.61623669963,-15632.210915071402,-145.49823982050916,-360.8792609890797,-493.50665670483505,36208.019774383334,-13125.016204279462,-51.22744572494074,-168.24072555413278,-101.90361824535833,28291.924203656847,44670.2139624109,0.0,0.0,7431.511349327048,31355.602053404924,-1519.8828696972066,-5185.794815631727,-79125.70310837401,-338546.9606217876,6041.403647718029,141.84375217210095,50.36406279101031,20019.005938621838,16424.73008659076
betaF0,69081.74516911656,-97302.35291230395,37280.59835045118,39606.28992159722,-32874.74221184577,-11111.51672174299,42255.62247874248,-241821.02493813648,627160.8934345832,-6337.2215010005775,-5605.619769060599,-85.20183763909334,-196.7481998678239,-267.5900415027042,15884.197020628668,-12503.156270857207,-32.830649563950686,-133.6401417079454,-80.68202609110445,38102.91276399806,34918.07378965416,0.0,0.0,7932.873213929519,33201.11106857561,-680.6142496215654,-3265.4550444060196,-45396.319743990905,-260518.27271358512,6496.518545235826,225.1327294839363,69.40310092274996,20905.803064542182,17064.91581966068
qEG,63622.697869588876,-310177.93984075374,-32243.916529996644,-32874.74221184577,40467.91201512983,11136.96399205717,-91034.22004336584,-97033.60434024967,-478112.98775715264,-70373.20514139095,-69744.08576500861,436.97491565082487,1170.513631380352,1617.6128301711522,-139030.08118948995,20593.39919731417,142.22649492942432,348.1640881079455,210.90056311667553,-10981.404261921154,-93954.27052269084,0.0,0.0,-6663.808459478707,-30127.885251164585,4055.0443776830352,11134.644535404597,217024.53352823888,787898.1254523665,-6114.210067157829,-62.645827643801134,-41.02267361553098,-18613.042498628387,-15402.192319057192
qEF,100485.54313039855,-381860.3255650764,-10077.381806924779,-11111.51672174299,11136.96399205717,10298.199738233792,-238575.49576019275,-260602.8416074503,-125380.70234621875,-4289.988482780766,-4318.292183525039,243.84111207879397,573.344120266666,809.649481017483,-66515.94336554728,-4612.157437001228,91.25990626072652,139.22527977581657,65.58269198555509,67360.61825679622,-32730.976803616246,0.0,0.0,-1217.3747269401845,-6168.958917465522,3210.429793788698,8569.070244974962,146907.15988894386,479676.14500309015,-1347.7663452871595,84.77509629163652,6.3071228743233245,-3759.4331293100677,-3189.23472098317
iG,-3786593.7976006945,12914440.723314432,28628.31554532833,42255.62247874248,-91034.22004336584,-238575.49576019275,7423110.057396533,9943525.655384673,-798355.8942177981,46815.63245913261,47100.5455568696,-10044.168963924985,-26221.66039686918,-36678.99182299723,3245903.9477005186,-70382.04293356516,-3286.4431324900165,-5499.139742803205,-3126.228970017383,-1410612.0291017992,1462936.3785669322,0.0,0.0,-22864.52098264262,-61710.27530922063,-107288.3886099004,-260350.60217153866,-5267527.464678351,-15966874.606179327,-7805.305541719583,-4867.711832368654,-818.7421247724534,-42524.801407826126,-30923.252529429414
iE,-9530137.9619005,30020608.952602223,-193607.48006177397,-241821.02493813648,-97033.60434024967,-260602.8416074503,9943525.655384673,25651110.933401536,-7081783.4538957,-884483.0361629059,-767462.1935013598,-9089.760370252463,-17478.372966973406,-25220.822391554426,1940766.5432200707,1059377.0132127728,-3878.9787261111596,-2723.427069937731,67.96330106138899,-6882323.439046142,303739.1787828089,0.0,0.0,-93001.15214341153,-274513.7444249084,-175282.89889552307,-465398.4972981691,-6892823.8337147515,-21624103.605363354,-38886.21068995097,-8919.446084018062,-1435.2986036368382,-196324.97234684142,-149674.4743558905
Kd0,-15530980.957600035,68202845.50108533,588381.3309341809,627160.8934345832,-478112.98775715264,-125380.70234621875,-798355.8942177981,-7081783.4538957,488671813.18503785,-276404.7384771548,-261525.67906847983,-2680.4466935719315,3570.3736906571207,13684.321208037802,-5910521.271349481,-10886491.798231272,-2661.579634630784,-53976.94943076481,-41558.99898454643,48728886.03401335,16663658.882581742,0.0,0.0,-380926.8383201591,-3322621.2141018054,-12479.096290286265,-49318.716381228754,-381875.73050896364,-1365014.797630963,-72817.81835640909,-805.9996552360756,-145.2429604901248,-4872026.394705874,-4664984.919197509
gammaG0,345230.56151150254,-913842.6045311027,-17624.61623669963,-6337.2215010005775,-70373.20514139095,-4289.988482780766,46815.63245913261,-884483.0361629059,-276404.7384771548,1762411.5365996885,1664106.4139030713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
