,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
mu0,46160.824531228944,670.5399727007208,-32601.089557232626,-218.63919954483984,42.63413265669823,27657.456347158077,7780.612140055524,15664.530271191004,3782.221722380513,-7177.5029284930215,1879.8823180190552,-7246.42721599756,-23968.65588712979,-626.2201780409272,-51.51000831882657,64.5538341761464,1005.504076071155,131.13282338007576,2947.535009127066,53.5426397903,1140.662198502976
sN,670.5399727007208,15.854035682981316,-368.8690628429193,1.810385793892443,2.873400013774531,250.91379870920653,93.77247089866665,128.14563392840435,39.595890978544396,39.76377938120186,73.20075797822622,-90.4197259797855,-279.2174471505482,-5.039223827923007,5.199988870975087,2.5173681675627937,35.62620555044563,5.651309458248619,116.3236962825574,2.261141301130228,43.88085079422827
qN,-32601.089557232626,-368.8690628429193,25487.574350534298,195.30822711863007,-38.645937913949155,-20510.273181559092,-5845.756400742105,-11899.757460193718,-3007.577443256755,6049.070400772213,-1718.192367864813,5479.515905677607,18390.207288231923,523.9732628635622,31.508178870827205,-38.893011138259126,-686.6492570377725,-74.58252134641239,-1912.9681704497298,-30.608060654917306,-744.2423545584994
qXG,-218.63919954483984,1.810385793892443,195.30822711863007,27.560648801254285,13.771644156296142,-769.1748710920075,-62.345819943516936,-455.76099241534206,-49.243219675000134,706.8922958321357,277.66706489599846,58.12579025262008,213.92556194601377,12.857031148208513,32.730721380735595,1.6157321583152124,20.364051115114385,2.7057508462898254,46.21185004025367,1.0621669868260186,16.393676020352167
qXF,42.63413265669823,2.873400013774531,-38.645937913949155,13.771644156296142,20.809885764153577,-417.10236131399813,-32.61260099563366,-268.36025965751867,7.437705958432918,362.87383484147165,339.4689000237129,-42.14321157816967,15.732405234809372,2.75199411864752,28.07398548026464,1.6024216054441305,21.057418834483894,2.6996559032657386,48.871613111776114,1.0644986057682497,17.584101901670444
betaG0,27657.456347158077,250.91379870920653,-20510.273181559092,-769.1748710920075,-417.10236131399813,35181.53414670561,5565.014090980373,20719.655763034385,2824.918705490185,-22369.668058954434,-8697.927752199485,-4644.974365713451,-16761.019729364118,-553.0107175206924,-1052.3452115633359,-36.42480557755729,-664.4169600763448,-69.77830162784117,-1822.7759395492865,-26.964133464734818,-661.0884582185424
sG,7780.612140055524,93.77247089866665,-5845.756400742105,-62.345819943516936,-32.61260099563366,5565.014090980373,1548.8570218818459,3355.183738438502,656.1999545037265,-1793.9226093493996,-395.33997829749677,-1180.0484400547746,-4442.414560147499,-109.80280171249633,-63.47272648098297,8.149679550655076,140.2515746476337,16.34739914073566,407.08085897491725,6.717978567728762,158.93022122063587
betaF0,15664.530271191004,128.14563392840435,-11899.757460193718,-455.76099241534206,-268.36025965751867,20719.655763034385,3355.183738438502,12571.449082438963,1666.9171157424128,-13413.675004696888,-5686.498347868571,-2574.3507272641905,-9901.332056589996,-347.1916319786549,-664.2033675500822,-19.17437070231124,-378.8427064330599,-37.17285705603429,-1055.3699029101622,-14.515844726107254,-389.21087957543307
sF,3782.221722380513,39.595890978544396,-3007.577443256755,-49.243219675000134,7.437705958432918,2824.918705490185,656.1999545037265,1666.9171157424128,481.470603194546,-1460.7325297006166,323.2193981190145,-742.2463310589143,-2382.1450493990346,-95.0838976736402,-12.814953180673873,5.597168224652176,111.18124806220895,11.298408940183457,324.2101122695957,4.603329362831289,125.44202359599923
qEG,-7177.5029284930215,39.76377938120186,6049.070400772213,706.8922958321357,362.87383484147165,-22369.668058954434,-1793.9226093493996,-13413.675004696888,-1460.7325297006166,20103.343029819956,8106.256663394353,1754.0082890643637,6298.675576520412,375.40659745961705,964.4103115902175,54.80286090256155,919.6025941286421,105.2732121083812,2533.566029652007,41.75829116908493,943.5744963313444
