,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
qEF,3598.907096836416,60.770950244064394,-3506.1073203688984,174.11318186302,338.8695864153382,-4496.932280086068,-86.28915207660506,-2713.5879162962697,569.8713768882606,4300.664420707897,5649.673160164063,-1347.9985151616775,-2047.6457717968258,-542.7260560833813,559.3279528401047,31.710517477310223,761.4501852970877,64.8447570938042,2221.942470601608,27.061824040401174,867.1816714459821
iG,-7927.459521912464,-65.18376598334883,6890.975809696172,7.772542127926895,-88.24985095279357,-3836.3313904775187,-1214.3437705345295,-1848.4335966569486,-607.0420049134489,272.7031023998138,-1347.9985151616775,1493.9120237283619,5331.503621819066,844.0177865782965,-91.95701928497166,-8.182864199043172,-172.52773319161935,-16.75680277398042,-506.0254172207908,-7.090217190563866,-200.72045801247936
iE,-34964.07832626244,-278.5435257373944,30202.78101513072,-15.484642842235372,-92.16218654666119,-17905.78911753301,-6249.058728630019,-9545.832360575454,-2243.4680652092484,-153.3765853857218,-2047.6457717968258,5331.503621819066,23700.150644940506,3723.669479883715,-158.75984446617377,-29.495755656505512,-634.0925164362901,-60.866791782074,-1874.862453890874,-25.843701681727563,-746.696757233027
Kd0,-5253.496373878821,-28.300452307115545,4807.27094745697,19.614877991867914,-15.82670506489301,-2511.1970136524287,-1039.1287778020082,-1575.5881884135308,-478.66206667313753,343.6939427886384,-542.7260560833813,844.0177865782965,3723.669479883715,1258.5317159162814,-33.010631255652015,-5.510562938483114,-155.5570617082147,-11.614511348883097,-466.94156552331884,-4.927975838539959,-185.40605747541844
m0,312.3044795389099,7.236992676134149,-301.8583767272646,27.457233379611257,32.01398022948023,-665.5871831730107,-1.9761548675408505,-361.28239124662986,37.78439044731006,685.221016106774,559.3279528401047,-91.95701928497166,-158.75984446617377,-33.010631255652015,63.52572995958251,3.9264441449625314,93.85846798758844,8.022494411092554,273.6123424548279,3.346098171861619,106.70945576217264
k_EA_growth,52.449616281545026,1.5294465328017643,-40.708887272988314,1.8041013559634786,1.6806760203872404,-31.251288833831683,6.7447271358730525,-13.990560211571518,3.4059223090326185,50.443404096128646,31.710517477310223,-8.182864199043172,-29.495755656505512,-5.510562938483114,3.9264441449625314,5.004881288273132,90.78976433796532,-8.257849563286424e-12,-1.0235831024768625e-10,-1.2176865098829218e-12,-4.1077564769630935e-11
k_EA_stationary,1079.625930894815,26.810155974550923,-906.104868857923,32.56815045334736,30.193947019358237,-774.445708342454,150.1544363372077,-360.64046885617205,83.10637076304018,1134.9794879180558,761.4501852970877,-172.52773319161935,-634.0925164362901,-155.5570617082147,93.85846798758844,90.78976433796532,2141.300495991603,2.569751301467548e-07,9.483083025809696e-06,1.0576741438747487e-07,3.6503591924531135e-06
k_IAA_growth,109.75993065696836,3.5458176426394,-82.33346137103298,3.2878228498554596,3.0427712470995663,-63.11799157907947,14.038898822600046,-28.246324239185626,7.093983604348355,102.16304918080777,64.8447570938042,-16.75680277398042,-60.866791782074,-11.614511348883097,8.022494411092554,-8.257849563286424e-12,2.569751301467548e-07,7.284630301535428,188.88707116061602,-5.4817549180715685e-12,-1.7654694763366083e-10
k_IAA_stationary,3229.9952701400525,89.84482945393998,-2631.7346312112813,84.13294960452546,77.5088776377953,-2229.1204224251373,447.7340842377322,-1037.1912199547073,247.31454175593692,3281.0936369121137,2221.942470601608,-506.0254172207908,-1874.862453890874,-466.94156552331884,273.6123424548279,-1.0235831024768625e-10,9.483083025809696e-06,188.88707116061602,6350.828631107578,-1.557059035548872e-11,-1.1650610843123627e-11
k_EO_growth,46.36509001549196,1.4655480537013665,-34.97574268686599,1.3802063978651171,1.2800533472065891,-25.912799515504034,5.974964844452291,-11.578562790056194,3.0013931332421504,42.561212889943164,27.061824040401174,-7.090217190563866,-25.843701681727563,-4.927975838539959,3.346098171861619,-1.2176865098829218e-12,1.0576741438747487e-07,-5.4817549180715685e-12,-1.557059035548872e-11,3.2612388186946544,79.35115603181124
k_EO_stationary,1280.4696548376937,34.80356236163236,-1047.0374662019503,32.87566845403152,30.374082431454603,-855.4823096748005,178.77618307260678,-397.5094982245643,98.00955144478833,1277.3258815159663,867.1816714459821,-200.72045801247936,-746.696757233027,-185.40605747541844,106.70945576217264,-4.1077564769630935e-11,3.6503591924531135e-06,-1.7654694763366083e-10,-1.1650610843123627e-11,79.35115603181124,2498.687249902089
