,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
mu0,52858.435032386195,471.6445840860795,-45042.35729022745,78.58356079963333,177.61127581669126,25567.68417423538,9118.695199996826,13461.25642703781,3261.2468044471093,1401.6821256073556,3598.907096836416,-7927.459521912464,-34964.07832626244,-5253.496373878821,312.3044795389099,52.449616281545026,1079.625930894815,109.75993065696836,3229.9952701400525,46.36509001549196,1280.4696548376937
sN,471.6445840860795,10.23856241340227,-330.45977921666724,4.13379393052781,3.5647762636102214,146.96792270180737,67.7697228034189,68.88177150348484,22.439052972143298,90.89933854659395,60.770950244064394,-65.18376598334883,-278.5435257373944,-28.300452307115545,7.236992676134149,1.5294465328017643,26.810155974550923,3.5458176426394,89.84482945393998,1.4655480537013665,34.80356236163236
qN,-45042.35729022745,-330.45977921666724,39582.6411524301,-61.06211824182549,-173.4126490173478,-21471.97938156504,-7913.31807539329,-11517.752234320536,-2914.232375211469,-1233.761163208685,-3506.1073203688984,6890.975809696172,30202.78101513072,4807.27094745697,-301.8583767272646,-40.708887272988314,-906.104868857923,-82.33346137103298,-2631.7346312112813,-34.97574268686599,-1047.0374662019503
qXG,78.58356079963333,4.13379393052781,-61.06211824182549,24.379167909202614,10.990462389748735,-415.3675839350087,1.5926247874696227,-199.18177733152322,-6.884039677434283,481.74509505714377,174.11318186302,7.772542127926895,-15.484642842235372,19.614877991867914,27.457233379611257,1.8041013559634786,32.56815045334736,3.2878228498554596,84.13294960452546,1.3802063978651171,32.87566845403152
qXF,177.61127581669126,3.5647762636102214,-173.4126490173478,10.990462389748735,27.66183071386249,-266.9816375484442,-18.001492185042057,-163.40714911318028,30.393051299832404,228.6050669112661,338.8695864153382,-88.24985095279357,-92.16218654666119,-15.82670506489301,32.01398022948023,1.6806760203872404,30.193947019358237,3.0427712470995663,77.5088776377953,1.2800533472065891,30.374082431454603
betaG0,25567.68417423538,146.96792270180737,-21471.97938156504,-415.3675839350087,-266.9816375484442,24875.41656496916,4872.139739132191,12663.961993331986,1543.122165386187,-10505.508494059115,-4496.932280086068,-3836.3313904775187,-17905.78911753301,-2511.1970136524287,-665.5871831730107,-31.251288833831683,-774.445708342454,-63.11799157907947,-2229.1204224251373,-25.912799515504034,-855.4823096748005
sG,9118.695199996826,67.7697228034189,-7913.31807539329,1.5926247874696227,-18.001492185042057,4872.139739132191,1803.4736530210782,2784.752833954994,535.0787839573611,116.44203367784425,-86.28915207660506,-1214.3437705345295,-6249.058728630019,-1039.1287778020082,-1.9761548675408505,6.7447271358730525,150.1544363372077,14.038898822600046,447.7340842377322,5.974964844452291,178.77618307260678
betaF0,13461.25642703781,68.88177150348484,-11517.752234320536,-199.18177733152322,-163.40714911318028,12663.961993331986,2784.752833954994,6806.832524168924,810.1604114705731,-5029.488373809216,-2713.5879162962697,-1848.4335966569486,-9545.832360575454,-1575.5881884135308,-361.28239124662986,-13.990560211571518,-360.64046885617205,-28.246324239185626,-1037.1912199547073,-11.578562790056194,-397.5094982245643
sF,3261.2468044471093,22.439052972143298,-2914.232375211469,-6.884039677434283,30.393051299832404,1543.122165386187,535.0787839573611,810.1604114705731,281.4551558378727,-177.18412636078406,569.8713768882606,-607.0420049134489,-2243.4680652092484,-478.66206667313753,37.78439044731006,3.4059223090326185,83.10637076304018,7.093983604348355,247.31454175593692,3.0013931332421504,98.00955144478833
qEG,1401.6821256073556,90.89933854659395,-1233.761163208685,481.74509505714377,228.6050669112661,-10505.508494059115,116.44203367784425,-5029.488373809216,-177.18412636078406,11688.707236015753,4300.664420707897,272.7031023998138,-153.3765853857218,343.6939427886384,685.221016106774,50.443404096128646,1134.9794879180558,102.16304918080777,3281.0936369121137,42.561212889943164,1277.3258815159663
