,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
qEF,363.58157747743246,10.438554328875915,-395.69934419938573,11.557043048835931,26.62497767377827,-1298.906395430346,119.5258692772263,-632.914702448034,222.10175333480726,1779.9993906935124,2219.765643361616,-917.4072576746619,-1331.3797796284566,-3.4004099660465004,168.42103591518696,1.0469900453557792,368.40516725561474,2.133629055909255,1074.96564809633,0.8765634537047112,415.5434770542055
iG,-1003.7609447165356,-10.118702926632805,1012.137275707902,-3.196474975197985,-11.10046527421804,-3232.3181190876753,-874.9203838174138,-1275.3045026516368,-308.2878377039646,-431.6365208037242,-917.4072576746619,1265.3142621196375,3864.7859199539475,7.419188195764597,-62.094525644127536,-0.41539875151240946,-140.70928318240232,-0.8504720559544848,-412.8836546490717,-0.3511553973861158,-160.52270126524039
iE,-3937.440174658729,-36.05100873683013,3952.886777728525,-21.74734750786353,-14.571142839838554,-12622.977855742212,-3849.4368025199133,-5419.861639141386,-956.5516550548963,-3410.360141316739,-1331.3797796284566,3864.7859199539475,15195.487812304265,29.012807975165114,-156.28332984102593,-1.2506555700909028,-433.22211612809787,-2.5662412239790298,-1274.4093593272767,-1.061609454172551,-496.59551463883724
Kd0,-8.326096853015096,-0.050641495968833175,8.357098822877006,-0.03131667947717019,-0.027062814975414528,-20.279229428674522,-7.794051772019556,-10.579322996825837,-2.03701507435917,-6.356357713058668,-3.4004099660465004,7.419188195764597,29.012807975165114,0.30655149739208676,-0.36826164671945216,-0.0021473836282476576,-0.9907596223321802,-0.00443813706094484,-2.933790948047093,-0.0018464829780019069,-1.1498036012353452
m0,42.182383298366624,1.120128440486733,-45.271406860482635,1.7785012916501606,1.9572989264172271,-159.04842002114202,30.937222275388905,-59.96894935021688,15.315665688870341,287.3429888713453,168.42103591518696,-62.094525644127536,-156.28332984102593,-0.36826164671945216,16.42016987068931,0.1094456146474853,39.072739047738835,0.22313399190848965,114.06545231838683,0.09170977824680127,44.117610445019224
k_EA_growth,0.32324158831280186,0.017919346293629467,-0.3408442069538126,0.014769021922106948,0.013766326769320358,-0.999712136724926,0.2827881927091724,-0.3387753503390632,0.098048038922284,2.2319562307939784,1.0469900453557792,-0.41539875151240946,-1.2506555700909028,-0.0021473836282476576,0.1094456146474853,0.011364284352130983,3.3910102222039913,-4.297517362885124e-07,-7.992623902718836e-05,-6.508219187480272e-08,-3.062473523165776e-05
k_EA_stationary,113.94385511935583,5.342319407961971,-119.62677935221065,4.575289539156194,4.228773578864561,-360.00459814505,98.51491873389733,-123.22701066605671,34.59527601306635,767.3369313700126,368.40516725561474,-140.70928318240232,-433.22211612809787,-0.9907596223321802,39.072739047738835,3.3910102222039913,1176.882642485887,-9.588009693726611e-05,-0.0009925057307739705,-8.071028212559145e-07,-0.00037843316736490087
k_IAA_growth,0.6589996881321022,0.0417652542593256,-0.6909595764088561,0.029738965562880335,0.02769296327121249,-2.018096995395051,0.5807703235826139,-0.6828757869316133,0.20093302978305305,4.545798333105723,2.133629055909255,-0.8504720559544848,-2.5662412239790298,-0.00443813706094484,0.22313399190848965,-4.297517362885124e-07,-9.588009693726611e-05,0.0162581893446246,6.946060680260036,-3.6403520944738624e-07,-8.210243211615507e-05
k_IAA_stationary,333.3370119997874,17.858382034540334,-348.26021721932557,13.183012701832968,12.17062654586412,-1039.257751346552,290.1219471160454,-355.1045592635053,101.61506543665168,2237.370844566013,1074.96564809633,-412.8836546490717,-1274.4093593272767,-2.933790948047093,114.06545231838683,-7.992623902718836e-05,-0.0009925057307739705,6.946060680260036,3453.264852685185,-9.417100531879612e-05,1.486628732699707e-12
k_EO_growth,0.2729220332745188,0.016871329612844377,-0.2861769755076576,0.012188338531311373,0.011346332913937456,-0.8204694576424612,0.2404854813405738,-0.2773418438110152,0.08301131810691074,1.8665759941357711,0.8765634537047112,-0.3511553973861158,-1.061609454172551,-0.0018464829780019069,0.09170977824680127,-6.508219187480272e-08,-8.071028212559145e-07,-3.6403520944738624e-07,-9.417100531879612e-05,0.007137054824247264,2.8678059074596556
k_EO_stationary,130.01594658111034,6.784377899985144,-135.81726149012638,5.075038378198914,4.683052633631805,-397.1332249884491,113.17914358792272,-135.53907020053646,39.53561364439558,864.2101142136345,415.5434770542055,-160.52270126524039,-496.59551463883724,-1.1498036012353452,44.117610445019224,-3.062473523165776e-05,-0.00037843316736490087,-8.210243211615507e-05,1.486628732699707e-12,2.8678059074596556,1342.3321929127133
