candidate,family,horizon_h,temperature_c,status,error,score,new_logdet,new_min_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace,new_trace_inv,new_var_mu0,new_var_sN,new_var_qN,new_var_qXG,new_var_qXF,new_var_betaG0,new_var_sG,new_var_betaF0,new_var_sF,new_var_qEG,new_var_qEF,new_var_iG,new_var_iE,new_var_Kd0,new_var_m0,new_var_k_EA_growth,new_var_k_EA_stationary,new_var_k_IAA_growth,new_var_k_IAA_stationary,new_var_k_EO_growth,new_var_k_EO_stationary,combined_logdet,combined_min_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace,combined_trace_inv,combined_var_mu0,combined_var_sN,combined_var_qN,combined_var_qXG,combined_var_qXF,combined_var_betaG0,combined_var_sG,combined_var_betaF0,combined_var_sF,combined_var_qEG,combined_var_qEF,combined_var_iG,combined_var_iE,combined_var_Kd0,combined_var_m0,combined_var_k_EA_growth,combined_var_k_EA_stationary,combined_var_k_IAA_growth,combined_var_k_IAA_stationary,combined_var_k_EO_growth,combined_var_k_EO_stationary,var_ratio_mu0,var_reduction_mu0,var_ratio_sN,var_reduction_sN,var_ratio_qN,var_reduction_qN,var_ratio_qXG,var_reduction_qXG,var_ratio_qXF,var_reduction_qXF,var_ratio_betaG0,var_reduction_betaG0,var_ratio_sG,var_reduction_sG,var_ratio_betaF0,var_reduction_betaF0,var_ratio_sF,var_reduction_sF,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_m0,var_reduction_m0,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,mean_var_reduction,worst_var_reduction,solve_ok
fructose_rich_iG_probe,sugar_initial,192.0,"18, 20, 24, 22",ok,,105.57574530995115,92.40055656922239,0.16980853285274639,9.854250021394773e-07,1014790.5703923469,253478.08361214492,11.97636613758094,0.007222222770735753,4.976471538528187,0.007016661792877537,0.7111443187361712,0.6502448736056229,0.048787711354257045,0.05839466805886069,0.010162661965313086,0.19264492156280022,0.03942443026970952,0.023828126590940257,0.2725782646969614,0.01394346337393939,0.01695001927736396,3.876826507971693,0.29514886146060165,0.0014767000900701864,0.279721725417339,0.0006405140591793175,0.49242591694723487,0.0013120290510824741,115.98362911503429,1.2891006739010225,3.974641592063541e-06,251595.01223878234,477806.8911964234,2.1949885766733512,0.000550044890357556,0.11639351042685149,0.0005653245335202895,0.23475925270492892,0.3270567583593105,0.0022169720180416,0.010692936038616301,0.0018610420855711266,0.024916834749998406,0.0032023069766313754,0.003490668896175121,0.017692811203515263,0.004688574775356326,0.01094816619828167,0.6269234779283616,0.2455441581056251,0.001312215393204696,0.18248707818913573,0.0005088584516040085,0.378061183456581,0.0011164012916831032,0.2768205817980558,0.7231794182019442,0.69764980693609,0.30235019306391,0.3516517358533958,0.6483482641466042,0.1752575476215019,0.8247424523784981,0.2218932671206752,0.7781067328793247,0.1396805641690939,0.8603194358309061,0.19189245319459036,0.8081075468054096,0.025638627881803194,0.9743613721181968,0.3444404499731954,0.6555595500268045,0.22335216541636418,0.7766478345836358,0.027421611218044355,0.9725783887819557,0.040378102436903436,0.9596218975630966,0.1937329361337955,0.8062670638662045,0.03076429189480202,0.969235708105198,0.1830047280136253,0.8169952719863747,0.061388662508701376,0.9386113374912987,0.000328067865811386,0.9996719321341886,0.04562371893341011,0.9543762810665899,0.00012722004869193914,0.9998727799513081,0.09451933443626329,0.9054806655637367,0.00027911224868127813,0.9997208877513187,0.8416264292522144,0.30235019306391,True
cold_synthesis_hot_stripping,aroma_partition,192.0,"15, 16, 24, 25",ok,,103.74376066693192,83.6874899795823,0.005849889066524543,2.985820132195589e-08,33491635.655382276,260254.2459336457,191.1281048380603,0.0032705845028310546,1.8984297343904553,0.003112842841406084,1.5963412805485735,1.3475133398274106,0.10967050958244348,4.113356148583748,3.6957689818941737,8.929688192458075,0.05032230338187531,5.870813745520515,9.257809928965179,0.09952202244301903,0.01049443016798144,153.2246659891962,0.2616891676361006,0.001640860528215229,0.22770542077421432,0.000709906238985707,0.4241273786369541,0.001452069941838614,113.26803114303645,0.9054472921606603,2.65967799174299e-06,375985.36480901635,484583.05351792416,2.5053394703614824,0.0006570843054441047,0.10050226613629677,0.0006071134582151669,0.28948800939056396,0.220251873618143,0.0020592740778404323,0.009613498136843536,0.012236202029650105,0.037631402710333994,0.0034069511382888583,0.020571575345614292,0.032084073390869654,0.003556556724849427,0.004389799471276447,1.0108569804395153,0.22958033637485958,0.0015120410026521409,0.17352124551840886,0.0006239055346122373,0.35089063274560234,0.0012986488116022324,0.3306902089485246,0.6693097910514754,0.6023994491573618,0.39760055084263823,0.3776459162525613,0.6223540837474387,0.21611484108526188,0.7838851589147381,0.14943096749246101,0.850569032507539,0.12974478822048208,0.8702552117795179,0.17252116112902957,0.8274788388709704,0.16857191621676204,0.831428083783238,0.5202015991485754,0.47979840085142456,0.23762553676382223,0.7623744632361777,0.16160390975158287,0.8383960902484171,0.073221490189884,0.926778509810116,0.14695770246708073,0.8530422975329193,0.012335314412306998,0.987664685587693,0.29507844781520054,0.7049215521847995,0.05739753654529126,0.9426024634547088,0.0003780264027751849,0.9996219735972248,0.04338216498979734,0.9566178350102027,0.00015598304841423193,0.9998440169515858,0.08772640651388802,0.9122735934861119,0.0003246760754881475,0.9996753239245119,0.8198329503511166,0.39760055084263823,True
glucose_rich_growth_yield,sugar_initial,168.0,"18, 22, 24, 20",ok,,103.44006991192077,82.42757054583596,0.013589466569572582,6.718045969276438e-08,14885280.698781885,265599.2069333661,82.79027993283098,0.005564763414757043,3.7248468235921153,0.005472624089594569,1.5096911098193462,0.5962655726002402,0.012550310022314323,1.4060832197556665,0.2645086955345889,2.7058058407789676,0.06285501280812003,1.824510544164649,1.4886082663241602,0.05128835943932178,0.022383240565346355,67.65993214946918,0.40168631121718196,0.002004837587971397,0.37615870377023436,0.0008947232894185575,0.6673931366234392,0.0017756879643475265,113.70874112817563,1.038639252990348,3.0020169633772126e-06,333109.3768620877,489928.0145176446,2.5879232665176706,0.0005178321683106375,0.11020922309185988,0.0005545453444143947,0.32229089411359335,0.18401967727384966,0.0015592704741481294,0.009502254061256878,0.005780715600130386,0.018974782667236453,0.0044680235395978445,0.012291460176776714,0.02772086276443125,0.004041444405399203,0.01025571930027317,0.7901445876938301,0.3305376514715973,0.001778554421453922,0.2491167107937734,0.0007372997237128938,0.5019180558941402,0.0015037015378848901,0.2606089150511282,0.7393910849488718,0.6605818737715029,0.3394181262284971,0.34494670124862414,0.6550532987513759,0.2406035590600753,0.7593964409399248,0.12484905558785975,0.8751509444121403,0.0982420065516291,0.9017579934483709,0.17052480591932884,0.8294751940806712,0.07963797128037232,0.9203620287196277,0.2622998765943548,0.7377001234056453,0.3116324387333532,0.6883675612666468,0.09655789543344202,0.9034421045665579,0.06326387725875682,0.9367361227412432,0.1669933675783138,0.8330066324216863,0.02881851959776408,0.971181480402236,0.23065047083604504,0.7693495291639549,0.08263794377824296,0.917362056221757,0.0004446576044583656,0.9995553423955417,0.06228183884390438,0.9377181611560956,0.0001843328070028831,0.9998156671929971,0.12548487562491523,0.8745151243750848,0.00037594144749850616,0.9996240585525015,0.8375418607329251,0.3394181262284971,True
combined_stress_long_horizon,integrated,240.0,"15, 22, 25, 18",ok,,100.37580941679686,75.72542057584931,0.006639139393369184,3.3101083870352826e-08,30210491.110100947,280713.31214625423,213.48719780053983,0.015157299594957785,5.9909853610741335,0.01425348296570912,1.4385062172896548,1.3011302433163607,0.0621662130710919,1.861787121658539,3.5534149754611963,43.625237528335575,0.07641646016945117,4.839844754441652,4.268345090996227,0.43417435789282355,0.0030053178938482658,143.7500314949925,0.6546205839361365,0.001628501340871997,0.5507829596865959,0.0007508877517988394,1.0434916649373958,0.001467283733344233,114.29421880484274,1.2292372497267356,3.6161336501776832e-06,276538.4514897185,505042.1197305328,3.157689299685218,0.00104319726357663,0.13975700136521418,0.0008678009719532766,0.2598830846411566,0.24716108804378167,0.002237805837841451,0.006781030002890839,0.013591289266135058,0.037886228473189926,0.003009013876963015,0.01564897250429082,0.027144360620787986,0.0037688626940457137,0.0008288473802527382,0.6949304787422383,0.5304421124523233,0.0013527772759970578,0.4001036732318636,0.0005654891645385069,0.7695525916723149,0.001133594203861823,0.525008919264212,0.474991080735788,0.8376879833148788,0.16231201668512119,0.5398027151985991,0.4601972848014009,0.194013533258977,0.805986466741023,0.16768765643694064,0.8323123435630594,0.14099320126137938,0.8590067987386206,0.12169047656711003,0.8783095234328899,0.18724026212520867,0.8127597378747913,0.5237242095163657,0.47627579048363433,0.20987049964040408,0.790129500359596,0.12293346998471684,0.8770665300152831,0.06194819811973468,0.9380518018802653,0.1557302315919899,0.84426976840801,0.002329056965388349,0.9976709430346117,0.2028565969021407,0.7971434030978592,0.13261619446767983,0.8673838055323202,0.00033820876980465735,0.9996617912301954,0.10003019234510523,0.8999698076548948,0.00014137833187319733,0.9998586216681268,0.19239636852832936,0.8076036314716706,0.0002834106603862194,0.9997165893396138,0.7895560588927988,0.16231201668512119,True
ethanol_partition_late_pulse,aroma_partition,216.0,"18, 20, 24, 22",ok,,94.56072052354627,74.10629250372665,0.013073835785081405,8.068490237169308e-08,12393892.421078678,220677.24574730656,101.66424754071062,0.013423822757112023,4.175369090453923,0.012418715447405717,1.1072115809235736,1.025813259992704,0.1687678613270881,3.8250312565763083,3.204681483516462,10.93299276575443,0.05117469218338883,5.2142759951236854,9.787144706815047,0.10951538240597726,0.007132072601406699,59.20273345539522,0.792738535578841,0.0021247166381577775,0.7275408000117239,0.0009160685532016158,1.3013675144597248,0.0018737641952293834,109.43487665229992,0.9004087840105224,2.925044541656154e-06,341875.1358342742,445006.053331585,3.7716327889456585,0.0013743423985769592,0.1414473875831221,0.0011429461254551588,0.3168766719360622,0.26714970051033093,0.0024152790823951443,0.010602076144923948,0.011682154603813732,0.03741036070890785,0.0039196497654272345,0.01971270737912516,0.024592531026916928,0.0038270921789197343,0.0020621907265806366,0.9807819669287466,0.6036810947655764,0.0017828046280049055,0.46088576704337947,0.0007417119308843424,0.8780747279080506,0.0014696255704578502,0.6916640242153703,0.3083359757846297,0.8478199710369264,0.1521800289630736,0.7109526743876838,0.28904732561231616,0.23656161698461337,0.7634383830153866,0.18124902892672398,0.818750971073276,0.15217492242089034,0.8478250775791096,0.1902619068381304,0.8097380931618696,0.16093908733555465,0.8390609126644454,0.517146002111548,0.48285399788845196,0.27338486571416953,0.7266151342858305,0.15485690963063076,0.8451430903693693,0.056124474825701265,0.9438755251742987,0.15813628665449983,0.8418637133455001,0.005794745558871572,0.9942052544411284,0.28629927481990675,0.7137007251800933,0.1509267224085441,0.8490732775914559,0.0004457202014981957,0.9995542797985018,0.11522636509201407,0.8847736349079859,0.00018543590592837256,0.9998145640940717,0.21952806185590223,0.7804719381440978,0.0003674220916312157,0.9996325779083688,0.7566644990944409,0.1521800289630736,True
low_temp_growth_separation_plus_co2,legacy_plus,168.0,"15, 17, 20, 22",ok,,92.78611037851462,84.118728292464,0.2007378100088897,2.025304863925101e-06,493752.8259631838,154350.45891981467,11.964579490786466,0.0031458715982597015,1.238971475975776,0.0031072725472956657,2.163513149883373,1.6105602216647725,0.018759789321545907,0.3465352105587888,0.4624178348586075,0.2538514835137076,0.04437677467124631,0.22565101870618445,0.9573784320179441,0.06747183574171223,0.14854611533392575,3.4745987029416106,0.27757138613367716,0.003407244412596715,0.21552848157048596,0.0014273482362988155,0.4447484288957229,0.0030114122029383027,103.08143348345766,0.831719966767146,3.1567053597552225e-06,316785.97969547025,378679.2665040932,3.2640967841385526,0.0005110220283845628,0.09456247005803173,0.0005167695401924109,0.4626630182629677,0.494960393154765,0.006579953611225261,0.031094252363735978,0.043044067774054666,0.03410665749524818,0.0073777522322529395,0.04684133322802368,0.19006707615569976,0.014361315509231773,0.089293656462842,0.9152045718109267,0.2513748140481687,0.0029731446024342054,0.18797012897193896,0.0010974120731908957,0.38697869485855924,0.002518279896678306,0.25718158224700616,0.7428184177529938,0.5667969694998243,0.4332030305001757,0.32144882287918686,0.6785511771208131,0.3453971889144092,0.6546028110855908,0.3358083143837231,0.6641916856162768,0.4145706960407675,0.5854293039592324,0.5580087961604513,0.4419912038395487,0.5929961738825634,0.4070038261174366,0.47147691802008246,0.5285230819799176,0.5145780679379243,0.48542193206207573,0.36797097258957234,0.6320290274104277,0.4337664480007998,0.5662335519992002,0.5934127008000715,0.40658729919992853,0.2509147250804615,0.7490852749195385,0.26715663017524405,0.732843369824756,0.06284638877929417,0.9371536112207058,0.0007433179107030008,0.999256682089297,0.04699454020083682,0.9530054597991632,0.00027436474120923855,0.9997256352587908,0.09674880754650543,0.9032511924534946,0.0006295968752517853,0.9993704031247482,0.6904894274921006,0.40658729919992853,True
ethanol_initial_challenge,ethanol,192.0,"18, 22, 25, 22",ok,,91.74900002643258,71.26662880512193,0.001165133513214625,8.505928926654847e-09,117565054.75449266,181131.4012819841,909.7966701485457,0.009257439569919859,1.7378256173495525,0.008558729870913048,0.9002914329746253,0.9961252029090589,0.5838211182311687,2.1748827890395033,14.555192324023023,21.559788780797945,0.5952424798601283,9.770548797700027,9.611745650110871,2.976042986594537,0.007282390950772566,841.1378613775976,0.93792452916007,0.0023464597380468276,0.749224581127522,0.001013824307883526,1.479607596923485,0.0020860397089080248,107.06409178984704,0.9527854943362888,3.321121366649837e-06,301103.1183749676,405460.2088662627,3.809209028781049,0.001332367067048686,0.1457007261712983,0.001138530116307683,0.34522757546924127,0.3088786076352503,0.0039348173542818315,0.012743830699397368,0.01611681369056988,0.039863056115822436,0.005180271589495163,0.018446992979847202,0.07258738276973332,0.002994757166217713,0.0016769799272690793,0.498238096579817,0.7327753775792903,0.0019438817518501596,0.5622964086786075,0.0008276107979640605,1.0356972735295078,0.0016076711122327584,0.6705391380496802,0.32946086195031976,0.8733140113317228,0.12668598866827718,0.7082057614373747,0.2917942385626253,0.2577267458084129,0.7422732541915871,0.20956021130917482,0.7904397886908252,0.24791359722886427,0.7520864027711357,0.22869723780002535,0.7713027621999746,0.22203312437508008,0.77796687562492,0.5510510915051718,0.44894890849482816,0.36130979490783627,0.6386902050921637,0.14491385023358747,0.8550861497664125,0.16565715551865964,0.8343428444813403,0.12374402171606388,0.8762559782839361,0.004712305152284509,0.9952876948477155,0.14544028188562258,0.8545597181143774,0.18320167213895017,0.8167983278610498,0.0004859912031375626,0.9995140087968625,0.1405801088021694,0.8594198911978306,0.00020691154029784612,0.9997930884597022,0.2589353820363955,0.7410646179636045,0.0004019349517221703,0.9995980650482779,0.7381604605270364,0.12668598866827718,True
viable_biomass_step,biomass_input,168.0,"18, 22, 22, 18",ok,,87.62655170322714,78.22576716817228,0.004159328487264315,3.410905585240937e-08,29317727.36035327,176528.3655564069,254.7263905292008,0.010840931901094907,6.377949267991737,0.01014722713032092,1.5986912818286372,1.4152787018896629,0.08269580376966928,1.2238087330439578,2.4915555175311295,2.1413215788493623,0.025762307291954327,0.7148640577090509,1.242897939749287,0.12390561067453075,0.06247120704377393,235.04760537583067,0.5857908973446989,0.002140784544412238,0.5818376720252985,0.0009820167394439382,0.9839300219233733,0.001913594388718174,101.87190573485732,0.4701162589375679,1.6428994881747914e-06,608679.9631978509,400857.1731406854,5.012407999778833,0.0006896461447879221,0.10707792428499002,0.0006485317209815921,0.570902761929988,0.5106790773962,0.005115145408887164,0.028073426306738026,0.04915689663181862,0.044456613036057135,0.006867273013494328,0.06815520801222183,0.1634316857592698,0.017038779775025933,0.034988116803183165,1.9440190898035559,0.44906835360409236,0.001763595331636705,0.33833465070018404,0.0006969533604919878,0.6697738363240809,0.0014704344311461308,0.34707757563365266,0.6529224243663474,0.6418132156215722,0.35818678437842777,0.40340953190028506,0.5965904680997149,0.4262026601011203,0.5737973398988797,0.3464727330573114,0.6535272669426886,0.32228029524317736,0.6777197047568226,0.5037978927511301,0.49620210724886993,0.6772095001713462,0.3227904998286538,0.6145506021154924,0.3854493978845076,0.4789735366603738,0.5210264633396262,0.535406156293985,0.464593843706015,0.37297980932009756,0.6270201906799024,0.704046110409327,0.29595388959067304,0.09831643205704114,0.9016835679429589,0.5674770483287728,0.43252295167122723,0.11227188549475108,0.8877281145052489,0.00044091767220621466,0.9995590823277938,0.08458727687546296,0.915412723124537,0.00017424578520472555,0.9998257542147952,0.16745061382226087,0.8325493861777391,0.0003676243154437979,0.9996323756845562,0.6473663969699993,0.29595388959067304,True
glucose_pulse_after_N_depletion,pulse_separation,192.0,"17, 20, 24, 22",ok,,71.34125733407377,27.929541025336654,-3.048423789733641e-17,-4.984155219149128e-22,999999999999.9999,82716.42135067737,254013.02073499296,0.9145187107564364,43.849119705406096,0.8921599493663139,9.725573171490595,7.44241908198492,0.2697644902252075,3.737395638385955,1.3213250466888316,7.149692033553555,0.296542245102403,1.072219908728276,6.3911419119390045,0.10435478290198114,253879.45533804974,29.13068656139735,5.7243818418841395,0.004422192077315545,5.8662640599137434,0.001924263596932665,9.66757315047158,0.003918197348451679,92.23147017014074,0.3565351986444461,1.6357272354270476e-06,611348.8718300426,307045.2289349558,10.246302261592614,0.0017292333797136058,0.15574524090072056,0.0015868819831818832,0.34604121736670124,0.33631015483005244,0.006705698102643851,0.025490856121897637,0.01463683009924498,0.05095420759054256,0.003154492228219079,0.05450916592489689,0.1561418273733289,0.004136611692822878,0.3344737128192847,2.0416742359147197,2.186337338197012,0.002400731010549928,1.887370680336313,0.0010321013340498712,2.6340418035316353,0.0018292408550826926,0.870269679127041,0.129730320872959,0.9335197198463062,0.06648028015369378,0.9870963860448854,0.012903613955114634,0.2583341633306103,0.7416658366693897,0.22817127949123783,0.7718287205087622,0.42249324145837724,0.5775067585416227,0.4574518072114322,0.5425481927885678,0.20164414506969855,0.7983558549303015,0.7043707744827103,0.29562922551728965,0.22001721730718596,0.7799827826928141,0.42820708588266104,0.571792914117339,0.3563430722141503,0.6436569277858497,0.17092570072854624,0.8290742992714537,0.9398694489973731,0.060130551002626875,0.5959834834558467,0.40401651654415327,0.5466076897134461,0.4533923102865539,0.0006002083980243833,0.9993997916019756,0.4718628315895158,0.5281371684104842,0.0002580363587534951,0.9997419636412465,0.6585385885713333,0.3414614114286667,0.0004573297543144734,0.9995426702456855,0.5498561005222167,0.012903613955114634,True
high_biomass_low_N_maintenance,maintenance,168.0,"16, 18, 20, 18",ok,,70.78292365480472,6.054041522220567,0.00010334478011508584,2.9502709148979284e-09,338951923.0082629,55781.32311096062,12247.540107888848,1313.9311860381779,134.86919174899,1312.1657952436494,1403.973368330909,1314.7184016704261,0.3191803578212311,5.912341306049657,1.4725471311901273,51.73187571163482,0.21876765311664642,6.07463409917078,7.209115034530117,0.9525076084311509,13.428397252140655,236.0506531718626,1362.7771624459158,0.007370872221299545,2423.4544412470646,0.0035247969358603837,2658.262958048864,0.006688119747356767,92.96094365961123,0.2510019666187746,1.3102157464363616e-06,763233.0802922242,280110.1306952391,15.276048355578844,0.0016564017740449068,0.16406306533996057,0.0015560098246322255,0.2688019205150831,0.334127706600456,0.0031635725359647443,0.029016235733083623,0.03302614796322781,0.05094627261772824,0.003641074670876121,0.06166760337908619,0.0637827366294587,0.01069953665864648,0.30760238559879566,2.0176633888619584,3.974540808723111,0.0009980178876240087,3.964036382976242,0.0004208020228623413,3.983761554654459,0.0008767306115422758,0.8336157844942047,0.1663842155057953,0.9833758380515475,0.01662416194845251,0.9678928180059639,0.03210718199403606,0.2006718152431495,0.7993281847568505,0.22669058675027065,0.7733094132497293,0.19932123320336595,0.8006787667966341,0.5207172882345666,0.47928271176543336,0.4549844007094104,0.5450155992905896,0.7042610845628584,0.2957389154371416,0.25395501371899587,0.7460449862810041,0.48444154828399516,0.5155584517160048,0.14556340672524798,0.854436593274752,0.44210719706250773,0.5578928029374923,0.8643611548008883,0.13563884519911173,0.5889744964120253,0.41102550358797474,0.993677659514126,0.0063223404858739896,0.0002495151330566059,0.9997504848669434,0.9910514408657277,0.008948559134272283,0.00010520500085920522,0.9998947949991408,0.9959829444959603,0.004017055504039746,0.0002191920184061718,0.9997808079815939,0.483227636986327,0.004017055504039746,True
