,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress
kPyrS_N,2562.9404076582478,1730.4879121390318,-1781.3611800118929,3.8566347289131544,-0.012351386428920898,-1.5599456766709217,0.006790842089775662
kPyrO2,1730.4879121390318,1939.5835938662522,-2402.6366148718735,3.10319104269583,-0.014741059027472884,-1.7305132114240334,0.0037449230764477455
kPyrDrain,-1781.3611800118929,-2402.6366148718735,3379.116800552954,-3.4468038227214786,0.019368965161563098,2.0625966221586407,-0.002128896886897216
kAldS_N,3.8566347289131544,3.10319104269583,-3.4468038227214786,12167.457284734186,-23.231669731138563,-3491.586458216819,33.531007887969494
kAldRed,-0.012351386428920898,-0.014741059027472884,0.019368965161563098,-23.231669731138563,0.1315827113297957,13.336736925142652,-0.009803603445019678
kAcAld,-1.5599456766709217,-1.7305132114240334,2.0625966221586407,-3491.586458216819,13.336736925142652,1923.2177246746758,31.20047033027017
kAcStress,0.006790842089775662,0.0037449230764477455,-0.002128896886897216,33.531007887969494,-0.009803603445019678,31.20047033027017,1001.5085155385198
