direction,eigenvalue,relative_eigenvalue
1,0.038872370991647164,2.9350014082050352e-06
2,70.39878212125365,0.005315356881786223
3,836.8319801177847,0.06318377236635424
4,1011.0373122684914,0.07633689069013788
5,1156.3150737098617,0.08730587517793563
6,6654.920825843532,0.5024700448434399
7,13244.413063304259,1.0
