independent_seed,candidate_id,canonical_policy_hash,full_ensemble_robust_score,completion_probability,action_margin_probability,feasible
20260717,192fc13f9683fcfc,192fc13f9683fcfc32591e9cb33cb34f7cc7447955381d3c8a0f4b30a14fae7d,20.369361292582255,1.0,1.0,True
20260731,a498aca1912716e4,a498aca1912716e4a1071f6ee18aaac41a0bc1b2616076981226a0af67ee5602,20.382630008427896,1.0,1.0,True
20260747,434f2a3eff3ac432,434f2a3eff3ac43254feda3f488c69280863fd1920af339b057690229e4ad904,20.225827013680767,1.0,1.0,True
20260761,122399fbe4093781,122399fbe409378177f24f410648d521485ee01050c4139ed9036aa6d0f29957,20.436639331453637,1.0,1.0,True
20260779,e51dbf0ab025ff01,e51dbf0ab025ff011e6765a1b1f63c393da7d5b3838f23752906663083427602,20.214282903541626,1.0,1.0,True
