experiment_id,first_temperature_timestamp,last_temperature_timestamp,temperature_rows_in_sampling_window,mean_absolute_setpoint_error_c,p95_absolute_setpoint_error_c,active_end,active_end_source
26134,2026-03-25 16:10:48,2026-04-02 07:55:44,1148,0.6210801393728224,1.5,2026-04-02 08:00:00,last_primary_sample
26135,2026-03-25 16:10:48,2026-04-02 07:55:44,1098,0.5908925318761385,1.5,2026-04-02 08:00:00,last_primary_sample
26136,2026-03-25 16:10:48,2026-04-02 07:55:44,858,0.5186480186480188,0.8999999999999986,2026-04-02 08:00:00,last_primary_sample
26157,2026-04-06 13:10:42,2026-04-14 14:55:38,1646,0.7817132442284326,1.8000000000000007,2026-04-13 16:22:18,IMPOSTA_CTA_mode2_9_to_11C
26158,2026-04-06 13:10:42,2026-04-14 14:55:38,1666,0.8015606242496998,1.8000000000000007,2026-04-13 16:24:31,IMPOSTA_CTA_mode2_9_to_11C
26159,2026-04-06 13:10:42,2026-04-15 07:55:37,956,0.36924686192468625,0.8000000000000007,2026-04-15 08:00:00,last_primary_sample
26210,2026-04-17 16:08:24,2026-04-25 10:53:20,1810,0.7660220994475138,1.8999999999999986,2026-04-24 16:15:35,IMPOSTA_CTA_mode2_9_to_11C
26211,2026-04-17 16:08:24,2026-04-25 10:53:20,1597,0.7656856606136507,1.8000000000000007,2026-04-25 11:00:00,last_primary_sample
26212,2026-04-17 16:06:32,2026-04-25 10:53:20,796,0.5472361809045228,1.0,2026-04-24 16:16:12,IMPOSTA_CTA_mode2_9_to_11C
