experiment_id,mix_id,paired_wine_sample_id,timestamp,capture_interval_start,capture_interval_end,capture_interval_h,time_h,volume_a_ml,volume_b_ml,total_condensate_ml,fraction_a,fraction_b,lab_sample_id,paired_wine_gc_lab_sample_id,wine_pair_available,mix_id_result,analyte,mix_result_status,mix_model_observation_type,mix_vial_concentration_ug_l,mix_concentration_ug_l,mix_loq_ug_l,captured_mass_ug,captured_mass_upper_bound_ug,wine_sample_id_result,wine_result_status,wine_model_observation_type,wine_concentration_ug_l,wine_loq_ug_l
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Decanoato de Etilo,below_loq,left_censored,0.00242142369966268,2.42142369966268,12.5,0.05327132139257896,0.275,26159-P-09,quantified,observed,10.0307434424595,0.0125
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Feniletil Acetato,NQ,left_censored,,,5000.0,,110.0,26159-P-09,quantified,observed,81.5774261535472,5.0
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Etil Acetato,NQ,left_censored,,,187500.0,,2268.75,26159-P-11,quantified,observed,11552.9330030973,187.5
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Isoamil Acetato,NQ,left_censored,,,5000.0,,60.5,26159-P-11,quantified,observed,1145.18146160337,5.0
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Hexil Acetato,quantified,observed,0.0394851376601934,39.4851376601934,12.5,0.4777701656883402,,26159-P-11,quantified,observed,187.85122941154,0.0125
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Octanoato de Etilo,below_loq,left_censored,0.118813040169594,118.813040169594,500.0,1.4376377860520875,6.05,26159-P-11,quantified,observed,67.2430559968067,0.5
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Decanoato de Etilo,below_loq,left_censored,0.00320391872297413,3.2039187229741297,12.5,0.03876741654798697,0.15125,26159-P-11,quantified,observed,11.2754217931928,0.0125
26159,26159-MIX-03,26159-P-11,2026-04-12 08:00:00,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,139.0,12.0,0.1,12.1,0.9917355371900827,0.008264462809917356,Lab-26-2060,Lab-26-2061,True,26159-MIX-03,Feniletil Acetato,NQ,left_censored,,,5000.0,,60.5,26159-P-11,quantified,observed,83.2207449384892,5.0
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Etil Acetato,NQ,left_censored,,,187500.0,,843.75,26159-P-12,quantified,observed,12029.7015225945,187.5
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Isoamil Acetato,NQ,left_censored,,,5000.0,,22.5,26159-P-12,quantified,observed,1214.23807005452,5.0
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Hexil Acetato,quantified,observed,0.0547454656089597,54.745465608959705,12.5,0.24635459524031866,,26159-P-12,quantified,observed,202.738290021068,0.0125
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Octanoato de Etilo,below_loq,left_censored,0.114648266791295,114.648266791295,500.0,0.5159172005608275,2.25,26159-P-12,quantified,observed,82.6697466412229,0.5
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Decanoato de Etilo,below_loq,left_censored,0.00236897526959119,2.3689752695911896,12.5,0.010660388713160353,0.05625,26159-P-12,quantified,observed,15.8204993265372,0.0125
26159,26159-MIX-04,26159-P-12,2026-04-12 15:00:00,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,146.0,2.0,2.5,4.5,0.4444444444444444,0.5555555555555556,Lab-26-2062,Lab-26-2063,True,26159-MIX-04,Feniletil Acetato,NQ,left_censored,,,5000.0,,22.5,26159-P-12,quantified,observed,85.9653127794023,5.0
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Etil Acetato,NQ,left_censored,,,187500.0,,5437.5,26159-P-15,quantified,observed,12083.5436704646,187.5
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Isoamil Acetato,NQ,left_censored,,,5000.0,,145.0,26159-P-15,quantified,observed,1159.95513391424,5.0
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Hexil Acetato,quantified,observed,0.600017909045545,600.017909045545,12.5,17.400519362320807,,26159-P-15,quantified,observed,163.303295175835,0.0125
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Octanoato de Etilo,below_loq,left_censored,0.168148452884775,168.148452884775,500.0,4.876305133658475,14.5,26159-P-15,quantified,observed,84.6982863113911,0.5
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Decanoato de Etilo,below_loq,left_censored,0.00331402418038423,3.31402418038423,12.5,0.09610670123114266,0.3625,26159-P-15,quantified,observed,13.0357075497305,0.0125
26159,26159-MIX-05,26159-P-15,2026-04-15 08:00:00,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,211.0,15.0,14.0,29.0,0.5172413793103449,0.4827586206896552,Lab-26-2064,Lab-26-2065,True,26159-MIX-05,Feniletil Acetato,NQ,left_censored,,,5000.0,,145.0,26159-P-15,quantified,observed,90.2237817269383,5.0
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Etil Acetato,NQ,left_censored,,,187500.0,,1331.25,26210-P-05,quantified,observed,6858.48756275082,187.5
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Isoamil Acetato,NQ,left_censored,,,5000.0,,35.5,26210-P-05,quantified,observed,531.2372339948845,5.0
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Hexil Acetato,NQ,left_censored,,,12.5,,0.08875,26210-P-05,quantified,observed,128.39563964894052,0.0125
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Octanoato de Etilo,below_loq,left_censored,0.118809684478202,118.809684478202,500.0,0.8435487597952342,3.55,26210-P-05,quantified,observed,65.14731614231954,0.5
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Decanoato de Etilo,below_loq,left_censored,0.00217280905798692,2.1728090579869197,12.5,0.015426944311707129,0.08875,26210-P-05,quantified,observed,17.047311155541998,0.0125
26210,26210-MIX-01,26210-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,7.0,0.1,7.1,0.9859154929577465,0.014084507042253523,Lab-26-2067,Lab-26-2068,True,26210-MIX-01,Feniletil Acetato,NQ,left_censored,,,5000.0,,35.5,26210-P-05,quantified,observed,46.415320461434746,5.0
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Etil Acetato,NQ,left_censored,,,187500.0,,6093.75,26210-P-08,quantified,observed,9414.920848812,187.5
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Isoamil Acetato,NQ,left_censored,,,5000.0,,162.5,26210-P-08,quantified,observed,880.484465501079,5.0
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Hexil Acetato,quantified,observed,4.93012573773481,4930.12573773481,12.5,160.22908647638135,,26210-P-08,quantified,observed,164.974932438879,0.0125
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Octanoato de Etilo,quantified,observed,0.667455767045535,667.455767045535,500.0,21.692312428979886,,26210-P-08,quantified,observed,67.3989392409632,0.5
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Decanoato de Etilo,below_loq,left_censored,0.00470383132591399,4.70383132591399,12.5,0.15287451809220468,0.40625,26210-P-08,quantified,observed,14.2178935473915,0.0125
26210,26210-MIX-02,26210-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,22.5,10.0,32.5,0.6923076923076923,0.3076923076923077,Lab-26-2069,Lab-26-2070,True,26210-MIX-02,Feniletil Acetato,NQ,left_censored,,,5000.0,,162.5,26210-P-08,quantified,observed,51.2150985775468,5.0
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Etil Acetato,NQ,left_censored,,,187500.0,,6937.5,26210-P-10,quantified,observed,9005.87846240339,187.5
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Isoamil Acetato,quantified,observed,11.721416219705,11721.416219705001,5000.0,433.69240012908506,,26210-P-10,quantified,observed,874.53283000302,5.0
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Hexil Acetato,quantified,observed,18.6628101110027,18662.8101110027,12.5,690.5239741070998,,26210-P-10,quantified,observed,144.174193597204,0.0125
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Octanoato de Etilo,quantified,observed,5.01415311976406,5014.153119764061,500.0,185.52366543127022,,26210-P-10,quantified,observed,61.1306531744098,0.5
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Decanoato de Etilo,quantified,observed,0.0174295039869564,17.4295039869564,12.5,0.6448916475173869,,26210-P-10,quantified,observed,12.4063624569635,0.0125
26210,26210-MIX-03,26210-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,16.0,37.0,0.5675675675675675,0.43243243243243246,Lab-26-2071,Lab-26-2072,True,26210-MIX-03,Feniletil Acetato,NQ,left_censored,,,5000.0,,185.0,26210-P-10,quantified,observed,68.7185584177481,5.0
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Etil Acetato,NQ,left_censored,,,187500.0,,8625.0,26210-P-12,quantified,observed,10051.8761648533,187.5
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Isoamil Acetato,quantified,observed,44.1435950242426,44143.5950242426,5000.0,2030.6053711151594,,26210-P-12,quantified,observed,855.280434442299,5.0
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Hexil Acetato,quantified,observed,30.349346235508,30349.346235508,12.5,1396.069926833368,,26210-P-12,quantified,observed,120.103337325442,0.0125
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Octanoato de Etilo,quantified,observed,18.3376165462985,18337.616546298497,500.0,843.5303611297309,,26210-P-12,quantified,observed,72.8728334946287,0.5
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Decanoato de Etilo,quantified,observed,0.138142687937933,138.142687937933,12.5,6.354563645144919,,26210-P-12,quantified,observed,15.6559297887723,0.0125
26210,26210-MIX-04,26210-P-12,2026-04-23 15:00:00,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,143.0,18.0,28.0,46.0,0.391304347826087,0.6086956521739131,Lab-26-2073,Lab-26-2074,True,26210-MIX-04,Feniletil Acetato,NQ,left_censored,,,5000.0,,230.0,26210-P-12,quantified,observed,83.3105836945066,5.0
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Etil Acetato,NQ,left_censored,,,187500.0,,2437.5,26210-P-13,quantified,observed,11336.3165712386,187.5
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Isoamil Acetato,quantified,observed,57.3691236555287,57369.1236555287,5000.0,745.7986075218732,,26210-P-13,quantified,observed,1002.6188022278254,5.0
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Hexil Acetato,quantified,observed,37.9185608883089,37918.5608883089,12.5,492.9412915480157,,26210-P-13,quantified,observed,145.470287415261,0.0125
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Octanoato de Etilo,quantified,observed,21.3550361387975,21355.036138797503,500.0,277.61546980436754,,26210-P-13,quantified,observed,90.02865364968075,0.5
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Decanoato de Etilo,quantified,observed,0.202823463716612,202.823463716612,12.5,2.636705028315956,,26210-P-13,quantified,observed,17.318711997995152,0.0125
26210,26210-MIX-05,26210-P-13,2026-04-24 08:00:00,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,160.0,4.0,9.0,13.0,0.3076923076923077,0.6923076923076923,Lab-26-2075,Lab-26-2076,True,26210-MIX-05,Feniletil Acetato,NQ,left_censored,,,5000.0,,65.0,26210-P-13,quantified,observed,83.2535893660698,5.0
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Etil Acetato,NQ,left_censored,,,187500.0,,1875.0,26210-P-14,quantified,observed,9978.24529790257,187.5
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Isoamil Acetato,quantified,observed,27.4798676278422,27479.8676278422,5000.0,274.798676278422,,26210-P-14,quantified,observed,913.78459643876,5.0
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Hexil Acetato,quantified,observed,22.6247171553314,22624.7171553314,12.5,226.247171553314,,26210-P-14,quantified,observed,129.273067124422,0.0125
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Octanoato de Etilo,quantified,observed,10.4813813447261,10481.3813447261,500.0,104.813813447261,,26210-P-14,quantified,observed,71.7735233193559,0.5
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Decanoato de Etilo,quantified,observed,0.0577746688218937,57.7746688218937,12.5,0.5777466882189369,,26210-P-14,quantified,observed,13.516868105276,0.0125
26210,26210-MIX-06,26210-P-14,2026-04-25 11:00:00,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,187.0,5.0,5.0,10.0,0.5,0.5,Lab-26-2077,Lab-26-2078,True,26210-MIX-06,Feniletil Acetato,NQ,left_censored,,,5000.0,,50.0,26210-P-14,quantified,observed,66.5506234552367,5.0
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Etil Acetato,NQ,left_censored,,,187500.0,,581.25,26211-P-05,quantified,observed,2789.95837276647,187.5
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Isoamil Acetato,NQ,left_censored,,,5000.0,,15.5,26211-P-05,quantified,observed,137.58033128115,5.0
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Hexil Acetato,NQ,left_censored,,,12.5,,0.03875,26211-P-05,quantified,observed,71.492280510467,0.0125
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Octanoato de Etilo,below_loq,left_censored,0.117813388577491,117.81338857749101,500.0,0.3652215045902221,1.55,26211-P-05,quantified,observed,25.7759774092403,0.5
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Decanoato de Etilo,below_loq,left_censored,0.00272367987967719,2.72367987967719,12.5,0.00844340762699929,0.03875,26211-P-05,quantified,observed,6.10802676399756,0.0125
26211,26211-MIX-01,26211-P-05,2026-04-19 15:00:00,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,47.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2080,Lab-26-2081,True,26211-MIX-01,Feniletil Acetato,NQ,left_censored,,,5000.0,,15.5,26211-P-05,NQ,left_censored,,5.0
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Etil Acetato,NQ,left_censored,,,187500.0,,4875.0,26211-P-08,quantified,observed,6618.37947530073,187.5
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Isoamil Acetato,NQ,left_censored,,,5000.0,,130.0,26211-P-08,quantified,observed,557.340500398434,5.0
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Hexil Acetato,quantified,observed,1.97216503491702,1972.1650349170202,12.5,51.27629090784252,,26211-P-08,quantified,observed,108.521393619773,0.0125
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Octanoato de Etilo,below_loq,left_censored,0.217877629562182,217.87762956218202,500.0,5.664818368616732,13.0,26211-P-08,quantified,observed,51.7458370768133,0.5
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Decanoato de Etilo,below_loq,left_censored,0.00256121674121395,2.5612167412139497,12.5,0.0665916352715627,0.325,26211-P-08,quantified,observed,11.6225548272177,0.0125
26211,26211-MIX-02,26211-P-08,2026-04-21 08:00:00,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,88.0,23.0,3.0,26.0,0.8846153846153846,0.11538461538461539,Lab-26-2082,Lab-26-2083,True,26211-MIX-02,Feniletil Acetato,NQ,left_censored,,,5000.0,,130.0,26211-P-08,quantified,observed,39.4902651494496,5.0
26211,26211-MIX-03,26211-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,12.0,33.0,0.6363636363636364,0.36363636363636365,Lab-26-2084,Lab-26-2085,True,26211-MIX-03,Etil Acetato,NQ,left_censored,,,187500.0,,6187.5,26211-P-10,quantified,observed,6235.95601385183,187.5
26211,26211-MIX-03,26211-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,12.0,33.0,0.6363636363636364,0.36363636363636365,Lab-26-2084,Lab-26-2085,True,26211-MIX-03,Isoamil Acetato,quantified,observed,14.5057697084356,14505.7697084356,5000.0,478.6904003783748,,26211-P-10,quantified,observed,543.460428103363,5.0
26211,26211-MIX-03,26211-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,12.0,33.0,0.6363636363636364,0.36363636363636365,Lab-26-2084,Lab-26-2085,True,26211-MIX-03,Hexil Acetato,quantified,observed,20.8392312653665,20839.2312653665,12.5,687.6946317570945,,26211-P-10,quantified,observed,88.1082416387588,0.0125
26211,26211-MIX-03,26211-P-10,2026-04-22 08:00:00,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,112.0,21.0,12.0,33.0,0.6363636363636364,0.36363636363636365,Lab-26-2084,Lab-26-2085,True,26211-MIX-03,Octanoato de Etilo,quantified,observed,6.46556792175971,6465.567921759711,500.0,213.36374141807045,,26211-P-10,quantified,observed,42.6375915640932,0.5
