,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,71444.10883688601,496.8111322839591,-63514.81188568961,365.8677308682749,152.70338595055034,43627.72199709391,9385.683561725213,14566.300422778619,1877.037457696276,11421.88560515048,2261.760485831383,-10757.917333263593,-48013.556374806925,-9331.008359687436,482.1811916090271
sN,496.8111322839591,8.143000306091624,-375.1011084006126,3.0200315666991613,1.0984291793637748,305.9497429665101,57.355384702371175,92.51443716119431,10.84465125431933,72.16724489440162,11.405329072005943,-69.25311817694417,-301.43247161980594,-36.54183589083325,2.6438827344610063
qN,-63514.81188568961,-375.1011084006126,57557.03250003498,-337.14961983535386,-160.81993595227948,-37923.80231160459,-8450.799572776916,-12852.244621195376,-1715.146474193441,-10899.275218959618,-2409.2146046852135,9708.226520300554,43173.132544193344,8785.552877918102,-482.81958386769224
qXG,365.8677308682749,3.0200315666991613,-337.14961983535386,19.447424550266916,4.190547124969489,-262.3670547033091,56.770512439512345,-55.70944070688616,1.0530535777569947,607.7524410212518,61.082104308303464,-1.6383331117572053,-232.05042294731055,-46.39206907219332,20.970381415422946
qXF,152.70338595055034,1.0984291793637748,-160.81993595227948,4.190547124969489,22.45615415945286,-169.4152706469517,-10.177266706706844,-72.11258172547748,21.81352295343918,107.13633289815208,278.0181301614677,-135.7164882619592,-90.48491852681533,-25.067874221776243,24.58716666667531
betaG0,43627.72199709391,305.9497429665101,-37923.80231160459,-262.3670547033091,-169.4152706469517,44182.421046324256,5659.811075476275,13811.514979988835,1246.596262345267,-10401.088179011984,-2500.1164222969032,-7301.7452490916585,-29809.513543488145,-5093.670442698918,-493.2005850337474
sG,9385.683561725213,57.355384702371175,-8450.799572776916,56.770512439512345,-10.177266706706844,5659.811075476275,1343.3437827916678,2005.7655571173402,212.02607195574274,2001.4737746061517,-145.78240425761868,-1170.2630219937043,-6468.889188321703,-1392.4072100824028,42.65720547554569
betaF0,14566.300422778619,92.51443716119431,-12852.244621195376,-55.70944070688616,-72.11258172547748,13811.514979988835,2005.7655571173402,4491.9198842993665,383.87975933474627,-2229.7518062661525,-1074.0838675311445,-2175.2795504728256,-10101.905764447725,-2002.3996467405266,-149.48938627833826
sF,1877.037457696276,10.84465125431933,-1715.146474193441,1.0530535777569947,21.81352295343918,1246.596262345267,212.02607195574274,383.87975933474627,79.72093364062538,-50.183915137705426,329.74938221913834,-455.23576368010833,-1293.2842861793624,-292.6200422900106,24.684459800666616
qEG,11421.88560515048,72.16724489440162,-10899.275218959618,607.7524410212518,107.13633289815208,-10401.088179011984,2001.4737746061517,-2229.7518062661525,-50.183915137705426,21861.243672906592,1615.4833697449526,468.363187533404,-7468.972266652192,-1824.022330897224,727.928607408792
qEF,2261.760485831383,11.405329072005943,-2409.2146046852135,61.082104308303464,278.0181301614677,-2500.1164222969032,-145.78240425761868,-1074.0838675311445,329.74938221913834,1615.4833697449526,4094.4225160561336,-1953.9098172207737,-1392.8592522623408,-461.3588628807214,370.4441758725473
iG,-10757.917333263593,-69.25311817694417,9708.226520300554,-1.6383331117572053,-135.7164882619592,-7301.7452490916585,-1170.2630219937043,-2175.2795504728256,-455.23576368010833,468.363187533404,-1953.9098172207737,2659.3529227880094,7300.763697682647,1477.0927117751846,-140.5059606455281
iE,-48013.556374806925,-301.43247161980594,43173.132544193344,-232.05042294731055,-90.48491852681533,-29809.513543488145,-6468.889188321703,-10101.905764447725,-1293.2842861793624,-7468.972266652192,-1392.8592522623408,7300.763697682647,32898.709945681236,6854.837078299161,-310.56071162435677
Kd0,-9331.008359687436,-36.54183589083325,8785.552877918102,-46.39206907219332,-25.067874221776243,-5093.670442698918,-1392.4072100824028,-2002.3996467405266,-292.6200422900106,-1824.022330897224,-461.3588628807214,1477.0927117751846,6854.837078299161,2751.907788949885,-90.2679174241494
m0,482.1811916090271,2.6438827344610063,-482.81958386769224,20.970381415422946,24.58716666667531,-493.2005850337474,42.65720547554569,-149.48938627833826,24.684459800666616,727.928607408792,370.4441758725473,-140.5059606455281,-310.56071162435677,-90.2679174241494,49.71401820107916
