,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,6864.497279601789,36.152534700109264,-6835.421846944785,26.503060242664624,16.021198677543417,11421.258520002344,3097.825058583019,4779.704192215892,850.9393461168844,1168.7639884258645,553.5588877198613,-2986.969746431053,-14118.211607894273,-424.2778144474204,72.0326753848714
sN,36.152534700109264,0.2790467319167565,-35.8868218717415,0.2207368831694265,0.1165701890253404,66.51650270936591,16.892362085583823,26.020661299614932,4.421577070503196,8.840171029530076,3.0993667937949807,-17.080743380699026,-78.52184546535142,-1.4447385472309475,0.44207479305755354
qN,-6835.421846944785,-35.8868218717415,6816.893223406895,-30.95142799965021,-21.436353361865045,-11103.669403866188,-3072.8395327705816,-4652.4239934643065,-852.1875637756915,-1382.2645393218208,-688.679727130657,2991.6468777633763,14044.157431035754,422.7702255783072,-87.13675655874326
qXG,26.503060242664624,0.2207368831694265,-30.95142799965021,3.661571792866108,1.2492728645423428,-103.61991389154575,14.911556208267019,-33.76320019426684,0.07010250699333252,175.93474515346705,34.16461390524106,-0.3513807430000189,-53.83083183577318,-0.353514811689986,7.373924893606002
qXF,16.021198677543417,0.1165701890253404,-21.436353361865045,1.2492728645423428,4.427318041646746,-77.8180893812712,-6.0399314217856235,-41.067432525613505,10.010443051014404,55.510239650128845,107.59828603836048,-39.27898059163329,-29.790086484796383,-0.8153745436754242,8.631889677435549
betaG0,11421.258520002344,66.51650270936591,-11103.669403866188,-103.61991389154575,-77.8180893812712,27884.964688476146,5367.567012469575,11173.834766926635,1449.165319059596,-5635.630113942027,-1952.491634863376,-5238.746106945895,-24506.382995468433,-629.342587148963,-298.250488630821
sG,3097.825058583019,16.892362085583823,-3072.8395327705816,14.911556208267019,-6.0399314217856235,5367.567012469575,1500.194481008367,2310.986787221247,351.0783881256848,720.7130622598048,-114.63283404157669,-1226.518933589245,-6531.477034506184,-187.53774143839644,13.701569554548405
betaF0,4779.704192215892,26.020661299614932,-4652.4239934643065,-33.76320019426684,-41.067432525613505,11173.834766926635,2310.986787221247,4628.297999651951,570.2192182928744,-1841.9042428055473,-1052.5409689065975,-1999.9020824692159,-10176.427587800961,-294.09565804522356,-125.50674546898784
sF,850.9393461168844,4.421577070503196,-852.1875637756915,0.07010250699333252,10.010443051014404,1449.165319059596,351.0783881256848,570.2192182928744,136.19505562528371,-45.237211636725746,284.56987268195184,-478.1773408679934,-1777.3680978142647,-56.97959519074839,17.69116570794592
qEG,1168.7639884258645,8.840171029530076,-1382.2645393218208,175.93474515346705,55.510239650128845,-5635.630113942027,720.7130622598048,-1841.9042428055473,-45.237211636725746,8991.552821695303,1555.4861669963127,154.45043505087625,-2317.585624861753,-17.126471191150312,369.2878678914251
qEF,553.5588877198613,3.0993667937949807,-688.679727130657,34.16461390524106,107.59828603836048,-1952.491634863376,-114.63283404157669,-1052.5409689065975,284.56987268195184,1555.4861669963127,2888.949358494284,-1053.451387782028,-1026.4309287622577,-40.08702334354966,238.8665392218357
iG,-2986.969746431053,-17.080743380699026,2991.6468777633763,-0.3513807430000189,-39.27898059163329,-5238.746106945895,-1226.518933589245,-1999.9020824692159,-478.1773408679934,154.45043505087625,-1053.451387782028,1738.3956777118779,6307.213630380876,172.2649116140571,-64.78362734196116
iE,-14118.211607894273,-78.52184546535142,14044.157431035754,-53.83083183577318,-29.790086484796383,-24506.382995468433,-6531.477034506184,-10176.427587800961,-1777.3680978142647,-2317.585624861753,-1026.4309287622577,6307.213630380876,29794.408583189845,820.6890189764197,-136.6211490713186
Kd0,-424.2778144474204,-1.4447385472309475,422.7702255783072,-0.353514811689986,-0.8153745436754242,-629.342587148963,-187.53774143839644,-294.09565804522356,-56.97959519074839,-17.126471191150312,-40.08702334354966,172.2649116140571,820.6890189764197,59.481776690198636,-3.5613298816741095
m0,72.0326753848714,0.44207479305755354,-87.13675655874326,7.373924893606002,8.631889677435549,-298.250488630821,13.701569554548405,-125.50674546898784,17.69116570794592,369.2878678914251,238.8665392218357,-64.78362734196116,-136.6211490713186,-3.5613298816741095,27.03446513217236
