,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,73285.75101626315,841.7199029882025,-54334.998705906815,-1071.5584236025384,514.7263962129529,22683.37557940239,8639.939150956854,30040.243565865938,3923.62339483007,-6966.857780587691,10863.685810263663,-8502.411782436899,-39197.605058477166,-2962.3975204404596,562.8571998864961
sN,841.7199029882025,18.395712264674657,-366.21179483144556,-10.056126417839769,7.168683827544316,182.9657070811641,70.77524917142294,264.20059969040085,34.60406659868551,-66.03424623726839,130.18861584950025,-76.33574738885038,-320.9913601435113,-17.12129492187094,6.470764866979403
qN,-54334.998705906815,-366.21179483144556,48342.13804049822,789.2812379256376,-383.95479226357986,-18615.809835786462,-7244.912195084311,-23734.174993096916,-3249.1662611081065,5016.269997861567,-8794.40520725876,6999.068206358229,33155.37172941145,2845.300583970173,-476.1362684146668
qXG,-1071.5584236025384,-10.056126417839769,789.2812379256376,53.67495264318504,21.04485309095953,-734.6795463863122,-173.02919674101264,-1004.4842843550897,-51.42051889185382,420.0131317104391,436.00490665865703,108.18171362153988,627.8340005566645,37.70459953359201,29.130723983725346
qXF,514.7263962129529,7.168683827544316,-383.95479226357986,21.04485309095953,34.5755942863084,-189.44284779392285,-6.355995684313399,-261.90208722747155,37.128749830619256,170.35614239684443,668.367304355801,-80.61274960059484,-210.23052685226713,-11.021197812291085,38.66526003320783
betaG0,22683.37557940239,182.9657070811641,-18615.809835786462,-734.6795463863122,-189.44284779392285,13344.050346844599,3548.6388197442275,16690.166116028908,1256.1872183872101,-6696.82954819185,-4074.5139069212464,-2733.502642980314,-14141.727177943309,-1178.1206582505715,-322.4687221046247
sG,8639.939150956854,70.77524917142294,-7244.912195084311,-173.02919674101264,-6.355995684313399,3548.6388197442275,1400.01033540719,4681.22783039329,461.64313350168663,-946.666221224063,-86.86203902850522,-1009.9558114548973,-5329.603235015065,-484.2362381443288,-7.580994245381104
betaF0,30040.243565865938,264.20059969040085,-23734.174993096916,-1004.4842843550897,-261.90208722747155,16690.166116028908,4681.22783039329,22007.395618689843,1577.217702155655,-8092.422778571912,-5619.497256622467,-3376.4333872710104,-18055.495892601106,-1385.3364348451823,-413.79932108194737
sF,3923.62339483007,34.60406659868551,-3249.1662611081065,-51.42051889185382,37.128749830619256,1256.1872183872101,461.64313350168663,1577.217702155655,241.63262228388822,-416.66387384580565,850.1766763422671,-515.9913003008592,-2294.325064694417,-197.9489716021394,44.8719916718035
qEG,-6966.857780587691,-66.03424623726839,5016.269997861567,420.0131317104391,170.35614239684443,-6696.82954819185,-946.666221224063,-8092.422778571912,-416.66387384580565,5076.639487263642,3769.0291984558917,870.0959677476981,4164.996240285065,325.017903032523,303.54883681112176
qEF,10863.685810263663,130.18861584950025,-8794.40520725876,436.00490665865703,668.367304355801,-4074.5139069212464,-86.86203902850522,-5619.497256622467,850.1766763422671,3769.0291984558917,14423.075117574863,-1823.46369461733,-4887.267851510072,-337.60314157589505,871.4582679770713
iG,-8502.411782436899,-76.33574738885038,6999.068206358229,108.18171362153988,-80.61274960059484,-2733.502642980314,-1009.9558114548973,-3376.4333872710104,-515.9913003008592,870.0959677476981,-1823.46369461733,1124.001687925463,4951.461175496866,410.7810309982661,-96.4776234230925
iE,-39197.605058477166,-320.9913601435113,33155.37172941145,627.8340005566645,-210.23052685226713,-14141.727177943309,-5329.603235015065,-18055.495892601106,-2294.325064694417,4164.996240285065,-4887.267851510072,4951.461175496866,23748.914430429835,2027.3836318634944,-253.19817665196808
Kd0,-2962.3975204404596,-17.12129492187094,2845.300583970173,37.70459953359201,-11.021197812291085,-1178.1206582505715,-484.2362381443288,-1385.3364348451823,-197.9489716021394,325.017903032523,-337.60314157589505,410.7810309982661,2027.3836318634944,366.39849280747217,-18.054141414765528
m0,562.8571998864961,6.470764866979403,-476.1362684146668,29.130723983725346,38.66526003320783,-322.4687221046247,-7.580994245381104,-413.79932108194737,44.8719916718035,303.54883681112176,871.4582679770713,-96.4776234230925,-253.19817665196808,-18.054141414765528,55.25386348504321
