species,start_index,success,nfev,initial_objective,final_objective,estimate__formation_growth_ug_per_g_sugar,estimate__formation_stationary_ug_per_g_sugar,estimate__effective_loss_scale,forcing_source,fit_scope
ethyl_acetate,2,True,24,1253.3767081408691,72.29149672641995,42.358114114624385,72.60863187183743,0.00695526360148129,released_co2_model,all_data
ethyl_acetate,11,True,24,579.5583834253247,72.62213469436801,42.59577345148396,72.5514924365312,0.0030209680827689035,released_co2_model,all_data
ethyl_acetate,9,True,16,489.1759092717611,72.68042943447483,42.74223092926196,72.49635666714612,0.0027393011485500464,released_co2_model,all_data
ethyl_acetate,0,True,17,4370.725418003514,72.90784957626096,41.26038981724361,72.63361802257411,0.013338070077688877,released_co2_model,all_data
ethyl_acetate,5,True,25,3407.564466598888,75.44242448484178,42.84193373341967,72.43722690097078,0.00019724385509135986,released_co2_model,all_data
ethyl_acetate,1,True,24,20435738.309794467,80.12929461689802,38.422230730039,71.85246931310994,0.022633357462784366,released_co2_model,all_data
ethyl_acetate,8,True,19,666.4369814781597,85.77228449678191,37.89266257826364,71.01463562003667,0.025976714348188303,released_co2_model,all_data
ethyl_acetate,4,True,23,7141.7004015059565,109.49646556532358,31.067845663217653,70.20536773223832,0.034687941975618246,released_co2_model,all_data
ethyl_acetate,10,True,29,62771144.22654625,196.581193396917,10.94584690631812,59.00648234424412,0.05431671143482677,released_co2_model,all_data
ethyl_acetate,6,True,21,1134.6803518040838,440.57321124780276,10.422416488665082,31.238078327347417,0.09914999964410191,released_co2_model,all_data
ethyl_octanoate,3,True,22,3358629.310194038,384.67911571981614,0.15111461771153464,0.5515849888108095,0.009259666753301804,released_co2_model,all_data
ethyl_octanoate,8,True,25,1006.3327991603891,384.7127028393397,0.1612124316501322,0.5487515057310255,0.00943278074227521,released_co2_model,all_data
ethyl_octanoate,0,True,20,20070.45706215297,384.7162921283414,0.17892500060342972,0.5457285234922233,0.009192430544781853,released_co2_model,all_data
ethyl_octanoate,1,True,30,1864812603627.5762,384.9416449143357,0.16319942552372452,0.5468800829810202,0.009865919904772105,released_co2_model,all_data
ethyl_octanoate,6,True,27,120160.5368894186,385.4321073024955,0.14932988651769008,0.5475312230153678,0.010349316703286699,released_co2_model,all_data
ethyl_octanoate,4,True,37,7123.411071380031,386.13522030424986,0.22397513850496784,0.5306779931546963,0.010580618230978833,released_co2_model,all_data
ethyl_octanoate,9,True,21,212230.8405640741,388.58491778945245,0.17301515837846917,0.5555723601768063,0.006589438150172778,released_co2_model,all_data
ethyl_octanoate,7,True,25,3812817072.7003527,388.67800431189335,0.15977140684833388,0.5584010561895301,0.006556563684515675,released_co2_model,all_data
ethyl_octanoate,2,True,25,61906393.568920515,417.10645535418735,0.14555874722827328,0.5542994203038275,0.0007679431064390014,released_co2_model,all_data
ethyl_octanoate,5,True,25,132416522.20365594,426.31473145450934,0.13860228842427538,0.5540800250029965,2.9939172562937907e-05,released_co2_model,all_data
ethyl_octanoate,11,True,26,44694480.99305608,427.90187137476914,0.13907938336339953,0.554221626821219,1.507797740709659e-05,released_co2_model,all_data
ethyl_octanoate,10,True,67,6997215734220.916,484.3979565581962,0.10677353784933447,0.41975472832358107,0.023821452182554527,released_co2_model,all_data
isoamyl_acetate,8,True,45,1041.2718561493161,369.2796632495973,0.4020495521806448,7.082579751389536,0.007336373695253944,released_co2_model,all_data
isoamyl_acetate,7,True,19,26838871.857735246,369.31431503711144,0.4235862863838502,7.100980008832907,0.006789066527885973,released_co2_model,all_data
isoamyl_acetate,9,True,30,626.3269235584523,369.39772349773534,0.4300048280109166,7.104397103130614,0.006600997437687781,released_co2_model,all_data
isoamyl_acetate,2,True,60,690964.210981416,369.4263502580462,0.417097655777014,7.106334124430401,0.006550432158175759,released_co2_model,all_data
isoamyl_acetate,4,True,50,1054.143952107288,370.576391586933,0.4143827950223276,6.993077696741625,0.008672729750465803,released_co2_model,all_data
isoamyl_acetate,10,True,51,90890636536.14569,371.99986589647335,0.5517850943619015,6.918485691625545,0.009324277967311124,released_co2_model,all_data
isoamyl_acetate,3,True,17,20091.551922218587,372.5336810837322,0.510222120685365,6.917079322972291,0.009534291584942114,released_co2_model,all_data
isoamyl_acetate,0,True,39,1581.429226448708,374.8890316121257,0.38798927072275025,6.8676975423050575,0.010271510555651854,released_co2_model,all_data
isoamyl_acetate,1,True,44,23024768125.61789,375.2777872251739,0.35057074747669364,6.911121378794491,0.010369772000294058,released_co2_model,all_data
isoamyl_acetate,5,True,34,1494699.2172544133,386.2917628810873,0.3967175533394332,7.091533790174543,0.0002539727549036312,released_co2_model,all_data
isoamyl_acetate,11,True,19,282026.6924229271,392.207739676032,0.4184665431950704,7.089718788476437,1.492292316592832e-05,released_co2_model,all_data
isoamyl_acetate,6,True,26,1639.6387854052646,816.5003559275435,0.5964765637223507,1.3974032680388586,0.06889659225386094,released_co2_model,all_data
ethyl_acetate,4,True,21,241114.34339730715,44.161781017385394,15.567361772613847,77.12184478532095,0.01018379524729734,stoichiometric_legacy,calibration_only
ethyl_acetate,1,True,26,457.1105862183049,44.16178101874446,15.568083743585534,77.12168344838993,0.01018356513379205,stoichiometric_legacy,calibration_only
ethyl_acetate,5,True,24,872.2351623062833,44.161781026187846,15.567658280706409,77.12175268988733,0.010182602237932145,stoichiometric_legacy,calibration_only
ethyl_acetate,0,True,15,2910.0457296513623,44.16178103674014,15.570125014604079,77.12123536851993,0.01018358570263225,stoichiometric_legacy,calibration_only
ethyl_acetate,7,True,34,761807.0837757712,44.161781052501986,15.564170083063875,77.12253630907827,0.01018319956497771,stoichiometric_legacy,calibration_only
ethyl_acetate,2,True,28,13781.759384612293,44.161781151407595,15.56808758842672,77.12168615967987,0.010179232498619323,stoichiometric_legacy,calibration_only
ethyl_acetate,3,True,31,1027.152823007762,44.16178133192565,15.566103684686219,77.12206337548858,0.010176946047090995,stoichiometric_legacy,calibration_only
ethyl_acetate,6,True,25,234065.16351424274,44.16178138608204,15.569380279449453,77.12140617646932,0.010176301723593479,stoichiometric_legacy,calibration_only
ethyl_octanoate,4,True,24,6269251266.239555,230.7917596979403,0.04241904487950574,0.5703481972023015,0.017362947360637673,stoichiometric_legacy,calibration_only
ethyl_octanoate,5,True,24,3482.614962892929,230.79176385130327,0.04227604169583254,0.5704008488483299,0.017361175245251506,stoichiometric_legacy,calibration_only
ethyl_octanoate,1,True,21,668.4715344367683,230.79176856387377,0.042191110454303765,0.5704354704932674,0.0173543954904211,stoichiometric_legacy,calibration_only
ethyl_octanoate,7,True,28,6964792870.091076,230.7917739319583,0.042210240572876256,0.5703989869388467,0.017362098266317374,stoichiometric_legacy,calibration_only
ethyl_octanoate,0,True,22,9728.375720184433,230.79179267248873,0.04222996826304974,0.5703727987052956,0.017370106687074918,stoichiometric_legacy,calibration_only
ethyl_octanoate,2,True,27,6996354.956710308,230.79192434164952,0.04255913024392233,0.5704079590394516,0.017308299251466517,stoichiometric_legacy,calibration_only
ethyl_octanoate,6,True,26,5448583692.433239,254.75091200942882,0.04617459976263753,0.568104783679354,9.36780039239142e-05,stoichiometric_legacy,calibration_only
ethyl_octanoate,3,True,28,50903336.26159814,258.8604413378272,0.030954928052901443,0.5715610435275249,1.3769656285633685e-05,stoichiometric_legacy,calibration_only
isoamyl_acetate,6,True,66,38889500.55630386,221.69261043876105,0.17900860756807457,6.9207981018051035,0.012549441306776026,stoichiometric_legacy,calibration_only
isoamyl_acetate,2,True,19,101782.58044558583,221.6926120069329,0.1792407790634611,6.920694327557782,0.012544620321216934,stoichiometric_legacy,calibration_only
isoamyl_acetate,7,True,35,227101131.6112555,221.69264029147405,0.17992315177849663,6.9206682462022675,0.012534717198536856,stoichiometric_legacy,calibration_only
isoamyl_acetate,1,True,24,679.6787363276526,221.69279951434038,0.17630805747008813,6.921664397810693,0.012532916456757128,stoichiometric_legacy,calibration_only
isoamyl_acetate,5,True,22,667.9799181128776,221.69280930917228,0.18236523853256587,6.919553276136914,0.012551027023488363,stoichiometric_legacy,calibration_only
isoamyl_acetate,3,True,49,555436.9385581228,221.69292680496432,0.179856562577856,6.921485753177088,0.012492450757304976,stoichiometric_legacy,calibration_only
isoamyl_acetate,4,True,30,71169038.43029724,221.69298754682737,0.183597326784719,6.919403440109605,0.012541657531577035,stoichiometric_legacy,calibration_only
isoamyl_acetate,0,True,19,670.3280822792098,221.693103560512,0.1813207363846179,6.920840922686556,0.012483314868899595,stoichiometric_legacy,calibration_only
ethyl_acetate,6,True,9,661.2345429158715,72.1865652603376,42.18189870293672,72.62670131921585,0.009265657382581493,stoichiometric_legacy,all_data
ethyl_acetate,1,True,17,4100133.8182352334,72.18656532032074,42.18563267302184,72.62554336184664,0.009266733621269113,stoichiometric_legacy,all_data
ethyl_acetate,3,True,23,335.31631404248805,72.18656539259175,42.18781180037467,72.62542528060794,0.009263486637742502,stoichiometric_legacy,all_data
ethyl_acetate,2,True,23,649.6343063304935,72.18656550870512,42.19212698530802,72.6245814643531,0.009267225578943826,stoichiometric_legacy,all_data
ethyl_acetate,0,True,19,4149.383533059827,72.1865656399912,42.182532242812634,72.62665400778225,0.00925931326203698,stoichiometric_legacy,all_data
ethyl_acetate,5,True,23,20719.528606471973,72.18656594397285,42.17931063982201,72.62722709804721,0.00925708341593976,stoichiometric_legacy,all_data
ethyl_acetate,4,True,26,263295.639931079,72.18657290466837,42.18592143824323,72.62576595815186,0.009236174305046242,stoichiometric_legacy,all_data
ethyl_acetate,7,True,20,54464.885916780186,72.18657435102264,42.18825218019204,72.62521245068618,0.009233507312826258,stoichiometric_legacy,all_data
ethyl_octanoate,6,True,28,842.50378771654,381.9234313371961,0.06414159231644159,0.5735302250453067,0.019343479898390196,stoichiometric_legacy,all_data
ethyl_octanoate,7,True,31,4347355390.290139,381.92343237747156,0.06412266443104345,0.5735555004774934,0.019334164997761753,stoichiometric_legacy,all_data
ethyl_octanoate,5,True,19,65319918.534492545,381.9234343744557,0.06401840310154265,0.5735350036025052,0.019347436107956424,stoichiometric_legacy,all_data
ethyl_octanoate,1,True,33,91219479346.16965,381.9234353866665,0.06406692412485457,0.5735783475877847,0.019332468701796425,stoichiometric_legacy,all_data
ethyl_octanoate,0,True,15,13915.834139136172,381.9234477848119,0.06368298651421318,0.5736459091537415,0.019344577523760984,stoichiometric_legacy,all_data
ethyl_octanoate,3,True,21,1750709.9062933882,381.9234663201012,0.06448925297163649,0.5734738785539233,0.019331153499792215,stoichiometric_legacy,all_data
ethyl_octanoate,2,True,24,770.0181392234449,381.9237328661744,0.0653262855472849,0.5733277732136628,0.019316383347617996,stoichiometric_legacy,all_data
ethyl_octanoate,4,True,35,6325228731.660784,426.49844456024425,0.17505997075220986,0.5459633559835287,2.9260296488869678e-05,stoichiometric_legacy,all_data
isoamyl_acetate,1,True,43,625284415.7988808,368.07269770105904,0.3138776027913735,7.118288168487331,0.014337516296433457,stoichiometric_legacy,all_data
isoamyl_acetate,6,True,29,1024.4059095812077,368.072707048973,0.3154479059769205,7.117510776196363,0.014346645231764741,stoichiometric_legacy,all_data
isoamyl_acetate,5,True,30,912977.3057609927,368.07274423638074,0.3133263291873702,7.117422180428657,0.014362625471982589,stoichiometric_legacy,all_data
isoamyl_acetate,7,True,30,60127944.4371873,368.0727791256645,0.3104232308982261,7.119103333187034,0.014336417970632597,stoichiometric_legacy,all_data
isoamyl_acetate,2,True,31,1005.0864315114095,368.0729099215497,0.32014245174020123,7.1162560343975905,0.014337296571329235,stoichiometric_legacy,all_data
isoamyl_acetate,3,True,23,15576.678536310292,368.07297333432666,0.3071220969393645,7.119364201732333,0.01435725037467089,stoichiometric_legacy,all_data
isoamyl_acetate,4,True,48,73337877.0844178,368.0729873740647,0.30687727382807445,7.119631300682196,0.014354201651101139,stoichiometric_legacy,all_data
isoamyl_acetate,0,True,21,895.2065351672221,368.0730233136703,0.307059764337776,7.120027519570132,0.014330567419270966,stoichiometric_legacy,all_data
