forcing_source,fit_scope,species,parameter,estimate,lower_bound,upper_bound,active_bound,std_log_local
released_co2_model,calibration_only,ethyl_acetate,formation_growth_ug_per_g_sugar,15.650845916487153,0.00010000000000000009,10000.00000000001,False,1.5241443653339197
released_co2_model,calibration_only,ethyl_acetate,formation_stationary_ug_per_g_sugar,77.11750471004703,0.00010000000000000009,10000.00000000001,False,0.08495862266533583
released_co2_model,calibration_only,ethyl_acetate,effective_loss_scale,0.007878801747474786,9.999999999999997e-06,10.000000000000002,False,0.18473299061631188
released_co2_model,calibration_only,ethyl_octanoate,formation_growth_ug_per_g_sugar,0.045470029549115706,0.00010000000000000009,10000.00000000001,False,4.86701483217133
released_co2_model,calibration_only,ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.56808642069406,0.00010000000000000009,10000.00000000001,False,0.14180085184916516
released_co2_model,calibration_only,ethyl_octanoate,effective_loss_scale,0.007922173760807859,9.999999999999997e-06,10.000000000000002,False,0.18089925050424469
released_co2_model,calibration_only,isoamyl_acetate,formation_growth_ug_per_g_sugar,0.18283824507126914,0.00010000000000000009,10000.00000000001,False,5.253591009931547
released_co2_model,calibration_only,isoamyl_acetate,formation_stationary_ug_per_g_sugar,6.920881508980207,0.00010000000000000009,10000.00000000001,False,0.11103938320333157
released_co2_model,calibration_only,isoamyl_acetate,effective_loss_scale,0.0058928368580603244,9.999999999999997e-06,10.000000000000002,False,0.11554033889266521
released_co2_model,all_data,ethyl_acetate,formation_growth_ug_per_g_sugar,42.324288389108396,0.00010000000000000009,10000.00000000001,False,0.5895947919475627
released_co2_model,all_data,ethyl_acetate,formation_stationary_ug_per_g_sugar,72.61772333185552,0.00010000000000000009,10000.00000000001,False,0.08748906003241545
released_co2_model,all_data,ethyl_acetate,effective_loss_scale,0.007695019206559139,9.999999999999997e-06,10.000000000000002,False,0.11757565122947194
released_co2_model,all_data,ethyl_octanoate,formation_growth_ug_per_g_sugar,0.15111461771153464,0.00010000000000000009,10000.00000000001,False,2.494576772206402
released_co2_model,all_data,ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5515849888108095,0.00010000000000000009,10000.00000000001,False,0.1811242483779388
released_co2_model,all_data,ethyl_octanoate,effective_loss_scale,0.009259666753301804,9.999999999999997e-06,10.000000000000002,False,0.1479958686135574
released_co2_model,all_data,isoamyl_acetate,formation_growth_ug_per_g_sugar,0.4020495521806448,0.00010000000000000009,10000.00000000001,False,4.671231220446429
released_co2_model,all_data,isoamyl_acetate,formation_stationary_ug_per_g_sugar,7.082579751389536,0.00010000000000000009,10000.00000000001,False,0.11433054163723871
released_co2_model,all_data,isoamyl_acetate,effective_loss_scale,0.007336373695253944,9.999999999999997e-06,10.000000000000002,False,0.0778829927809702
stoichiometric_legacy,calibration_only,ethyl_acetate,formation_growth_ug_per_g_sugar,15.567361772613847,0.00010000000000000009,10000.00000000001,False,1.5266961480689005
stoichiometric_legacy,calibration_only,ethyl_acetate,formation_stationary_ug_per_g_sugar,77.12184478532095,0.00010000000000000009,10000.00000000001,False,0.08476493481096477
stoichiometric_legacy,calibration_only,ethyl_acetate,effective_loss_scale,0.01018379524729734,9.999999999999997e-06,10.000000000000002,False,1.5716248677225462
stoichiometric_legacy,calibration_only,ethyl_octanoate,formation_growth_ug_per_g_sugar,0.04241904487950574,0.00010000000000000009,10000.00000000001,False,4.860051651695815
stoichiometric_legacy,calibration_only,ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5703481972023015,0.00010000000000000009,10000.00000000001,False,0.13788310049008132
stoichiometric_legacy,calibration_only,ethyl_octanoate,effective_loss_scale,0.017362947360637673,9.999999999999997e-06,10.000000000000002,False,0.4590908515869408
stoichiometric_legacy,calibration_only,isoamyl_acetate,formation_growth_ug_per_g_sugar,0.17900860756807457,0.00010000000000000009,10000.00000000001,False,5.23082444590065
stoichiometric_legacy,calibration_only,isoamyl_acetate,formation_stationary_ug_per_g_sugar,6.9207981018051035,0.00010000000000000009,10000.00000000001,False,0.11139426810766773
stoichiometric_legacy,calibration_only,isoamyl_acetate,effective_loss_scale,0.012549441306776026,9.999999999999997e-06,10.000000000000002,False,0.6621747372046874
stoichiometric_legacy,all_data,ethyl_acetate,formation_growth_ug_per_g_sugar,42.18189870293672,0.00010000000000000009,10000.00000000001,False,0.5909235814112945
stoichiometric_legacy,all_data,ethyl_acetate,formation_stationary_ug_per_g_sugar,72.62670131921585,0.00010000000000000009,10000.00000000001,False,0.08743774654008328
stoichiometric_legacy,all_data,ethyl_acetate,effective_loss_scale,0.009265657382581493,9.999999999999997e-06,10.000000000000002,False,1.523129588649585
stoichiometric_legacy,all_data,ethyl_octanoate,formation_growth_ug_per_g_sugar,0.06414159231644159,0.00010000000000000009,10000.00000000001,False,4.1683489088419226
stoichiometric_legacy,all_data,ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5735302250453067,0.00010000000000000009,10000.00000000001,False,0.13934337675206895
stoichiometric_legacy,all_data,ethyl_octanoate,effective_loss_scale,0.019343479898390196,9.999999999999997e-06,10.000000000000002,False,0.35691698758752793
stoichiometric_legacy,all_data,isoamyl_acetate,formation_growth_ug_per_g_sugar,0.3138776027913735,0.00010000000000000009,10000.00000000001,False,4.917526463655356
stoichiometric_legacy,all_data,isoamyl_acetate,formation_stationary_ug_per_g_sugar,7.118288168487331,0.00010000000000000009,10000.00000000001,False,0.10743520490677076
stoichiometric_legacy,all_data,isoamyl_acetate,effective_loss_scale,0.014337516296433457,9.999999999999997e-06,10.000000000000002,False,0.48542549287340847
