parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.158858848524967,0.05,1.0,0.1270870788199736,0.1906306182299604,0.0635435394099868,-0.19999999999999996,0.19999999999999996,central_clipped,286,0,True,
qN,0.013546071905302107,0.0005,1.0,0.010836857524241687,0.016255286286362528,0.005418428762120842,-0.19999999999999996,0.19999999999999996,central_clipped,286,0,True,
betaG0,0.4095834574103576,0.1,10.0,0.32766676592828614,0.4915001488924291,0.16383338296414296,-0.19999999999999984,0.19999999999999996,central_clipped,286,0,True,
betaF0,0.30941439872889187,0.1,10.0,0.2475315189831135,0.37129727847467026,0.12376575949155674,-0.19999999999999996,0.19999999999999996,central_clipped,286,0,True,
qEG,0.5158266422872246,0.01,100.0,0.4126613138297797,0.6189919707446695,0.20633065691488978,-0.19999999999999996,0.19999999999999996,central_clipped,286,0,True,
qEF,0.5792246536797445,0.01,100.0,0.46337972294379565,0.6950695844156934,0.2316898614718978,-0.19999999999999996,0.19999999999999996,central_clipped,242,44,False,incomplete_sensitivity_column
