direction,fim_eigenvalue,relative_eigenvalue,singular_value,near_null,condition_number
1,18.214094571788543,0.0001193143115577203,4.267797391136152,False,8381.224238269466
2,147.82249214213837,0.0009683346494754611,12.158227343742935,False,8381.224238269466
3,315.29705122382893,0.002065403276274762,17.756605847510073,False,8381.224238269466
4,1014.5518902756501,0.0066459828596320035,31.852031179748177,False,8381.224238269466
5,2307.259153493875,0.015114066548812151,48.03393751811187,False,8381.224238269466
6,48962.027966388836,0.3207335196517477,221.2736495075472,False,8381.224238269466
7,152656.41090320644,1.0,390.7126961121259,False,8381.224238269466
