parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.158858848524967,0.05,1.0,0.15091590609871866,0.16680179095121536,0.0158858848524967,-0.050000000000000044,0.050000000000000044,central_clipped,286,0,True,
qN,0.0135460719053021,0.0005,1.0,0.012868768310036995,0.014223375500567206,0.0013546071905302104,-0.050000000000000044,0.050000000000000044,central_clipped,286,0,True,
betaG0,0.4095834574103576,0.1,10.0,0.3891042845398397,0.43006263028087555,0.04095834574103585,-0.050000000000000155,0.050000000000000044,central_clipped,286,0,True,
betaF0,0.3094143987288918,0.1,10.0,0.2939436787924472,0.3248851186653364,0.03094143987288922,-0.050000000000000044,0.050000000000000044,central_clipped,286,0,True,
qEG,0.5158266422872246,0.01,100.0,0.4900353101728634,0.5416179744015859,0.051582664228722486,-0.050000000000000044,0.050000000000000044,central_clipped,286,0,True,
qEF,0.5792246536797445,0.01,100.0,0.5502634209957573,0.6081858863637317,0.05792246536797441,-0.04999999999999993,0.050000000000000044,central_clipped,286,0,True,
