direction,fim_eigenvalue,relative_eigenvalue,dominant_parameters,dominant_loadings,dominant_abs_loadings
1,135.71030784477904,0.000894189260263902,"betaF0, qEF, qEG, qN, mu0","+0.839, +0.413, +0.305, +0.138, -0.113","0.839, 0.413, 0.305, 0.138, 0.113"
2,330.80261665239874,0.0021796439178083512,"betaG0, qEG, mu0, betaF0, qEF","-0.767, -0.394, +0.330, +0.291, -0.250","0.767, 0.394, 0.330, 0.291, 0.250"
3,1036.8451191262868,0.006831726969039073,"qN, mu0, qEF, betaG0, betaF0","+0.744, +0.587, +0.229, +0.171, -0.138","0.744, 0.587, 0.229, 0.171, 0.138"
4,1844.7553047485603,0.012155011712210813,"qEF, qEG, mu0, qN, betaF0","+0.735, -0.626, -0.169, -0.140, -0.134","0.735, 0.626, 0.169, 0.140, 0.134"
5,51896.84385192305,0.34194602569953264,"mu0, qN, qEG, qEF, betaG0","+0.556, -0.517, +0.456, +0.370, -0.206","0.556, 0.517, 0.456, 0.370, 0.206"
6,151769.10960072017,1.0,"betaG0, mu0, qEG, qN, betaF0","-0.581, -0.443, +0.388, +0.375, -0.370","0.581, 0.443, 0.388, 0.375, 0.370"
