variable_index,value
0,21.643639350530183
1,1.0
2,1.0
3,0.0
4,0.0
5,1.0
6,3.0
7,0.0
8,0.0
9,20.25971819373538
10,19.79999964314394
11,0.0
12,0.0
13,1.0
14,1.0
15,0.0
16,0.0
17,1.0
18,0.0
19,80.0
20,73.1506817470543
21,0.0
22,22.208119570365433
23,1.0
24,0.0
25,0.0
26,0.0
27,8.0
28,0.0
29,0.0
30,0.0
31,22.415310288904436
32,0.0
33,0.0
34,0.0
35,1.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,79.99999997420207
42,0.0
43,0.0
