rank_after_eight_member_rerank,canonical_policy_hash,source_seed,search_robust_score,eight_member_robust_score,full_ensemble_robust_score,robust_score,median,q10,minimum,tail_cvar,minimum_posterior_fim_eigenvalue,maximum_posterior_fim_condition_number,completion_probability,maximum_residual_sugar_g_l
1,6a8f7ea77d0945810810f1c9ced846fafa974593251d72fca9dc438e7f0f3965,20260717,17.803801719084973,18.09938767121042,20.312605801154657,20.320412154826073,21.673370014967777,16.26153857440095,11.85403935725402,14.433685430275732,0.18731793939424843,6079.904406790899,1.0,2.486739583004355
2,0e2a7629b12740a807bd620f348de4fd7c38d9a8b6d20a0df9fc02d158e8694c,20260717,17.66097418745722,18.06543187343541,20.231764125034168,20.237295979437754,21.574729194733447,16.224996333550685,11.686319437551187,14.317006700770317,0.18727603018763345,6037.858281045986,1.0,2.654684484054897
3,81c2cefd3b03f923f87ae538f7f8d42d997e36a57adb4b8276bb0e8ed40286c1,20260717,17.96654712901534,18.034435621010285,20.29880490039169,20.307561456828175,21.67981853670307,16.190790217203485,11.736272327226754,14.51353561802728,0.18736469570957598,6203.177930417322,1.0,2.486739583004355
