batch,state,t,observed,predicted,residual,measurement_error,objective_scale,state_scale,state_n_observations,experiment_state_count,squared_error,weighted_squared_error,strategy
25026,X,0.0,0.47700000000000004,0.47700000000000004,0.0,0.5,0.5,0.5,42,5,0.0,0.0,reduced6_local
25026,X,12.0,0.7605000000000001,1.6324085750361703,0.8719085750361703,0.5,0.5,0.5,42,5,0.7602245632216049,1.5204491264432098,reduced6_local
25026,X,36.0,1.2303,3.3091389001481093,2.078838900148109,0.5,0.5,0.5,42,5,4.321571172769,8.643142345538,reduced6_local
25026,X,42.0,1.689,3.309139432791569,1.6201394327915688,0.5,0.5,0.5,42,5,2.6248517816861865,5.249703563372373,reduced6_local
25026,X,60.0,0.7464000000000001,4.4818669059429554,3.7354669059429555,0.5,0.5,0.5,42,5,13.953713005395038,27.907426010790076,reduced6_local
25026,X,84.0,1.6083,4.481867984225482,2.873567984225482,0.5,0.5,0.5,42,5,8.2573929599657,16.5147859199314,reduced6_local
25026,N,0.0,0.2415,0.2415,0.0,0.006611350845326543,0.006611350845326543,0.006611350845326543,40,5,0.0,0.0,reduced6_local
25026,N,12.0,0.0668,0.14297689513636738,0.07617689513636738,0.006611350845326543,0.006611350845326543,0.006611350845326543,40,5,0.005802919352617113,66.37982913524873,reduced6_local
25026,N,36.0,0.0,4.589161878861061e-08,4.589161878861061e-08,0.006611350845326543,0.006611350845326543,0.006611350845326543,40,5,2.1060406750391587e-15,2.409108444664738e-11,reduced6_local
25026,N,42.0,0.05662,4.724583697521686e-10,-0.056619999527541626,0.006611350845326543,0.006611350845326543,0.006611350845326543,40,5,0.003205824346498814,36.6715543379451,reduced6_local
25026,N,60.0,0.0,9.194647231288869e-08,9.194647231288869e-08,0.006611350845326543,0.006611350845326543,0.006611350845326543,40,5,8.454153770784806e-15,9.670740685629554e-11,reduced6_local
25026,G,0.0,74.99,74.99,0.0,3.61908449481981,3.61908449481981,3.61908449481981,68,5,0.0,0.0,reduced6_local
25026,G,12.0,73.35,69.71151085134922,-3.638489148650777,3.61908449481981,3.61908449481981,3.61908449481981,68,5,13.238603284849455,0.5053761318322324,reduced6_local
25026,G,36.0,39.13,48.642253134611565,9.512253134611562,3.61908449481981,3.61908449481981,3.61908449481981,68,5,90.4829596969275,3.454135393625477,reduced6_local
25026,G,42.0,33.73,44.42535797534176,10.695357975341764,3.61908449481981,3.61908449481981,3.61908449481981,68,5,114.39068222070668,4.36679906894032,reduced6_local
25026,G,60.0,23.5,29.62423803060949,6.12423803060949,3.61908449481981,3.61908449481981,3.61908449481981,68,5,37.506291455563606,1.4317812904687093,reduced6_local
25026,G,84.0,9.91,16.31809890883977,6.408098908839769,3.61908449481981,3.61908449481981,3.61908449481981,68,5,41.06373162547343,1.5675845405253916,reduced6_local
25026,G,90.0,9.17,13.714262217925272,4.544262217925272,3.61908449481981,3.61908449481981,3.61908449481981,68,5,20.650319105263115,0.7883141571635817,reduced6_local
25026,G,108.0,1.43,7.71109054873477,6.28109054873477,3.61908449481981,3.61908449481981,3.61908449481981,68,5,39.45209848140526,1.5060613641934972,reduced6_local
25026,G,114.0,2.26,6.251254261081434,3.9912542610814343,3.61908449481981,3.61908449481981,3.61908449481981,68,5,15.930110576600706,0.6081228880145984,reduced6_local
25026,G,132.0,0.84,3.207849003741498,2.3678490037414983,3.61908449481981,3.61908449481981,3.61908449481981,68,5,5.606708904519606,0.21403291552048906,reduced6_local
25026,G,138.0,0.02,2.535580937468933,2.515580937468933,3.61908449481981,3.61908449481981,3.61908449481981,68,5,6.328147452957076,0.24157342074744473,reduced6_local
25026,F,0.0,72.96,72.96,0.0,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,0.0,0.0,reduced6_local
25026,F,12.0,68.62,70.2964453143398,1.6764453143398015,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,2.8104688919718757,0.09244789816519818,reduced6_local
25026,F,36.0,62.13,59.174759335225666,-2.955240664774337,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,8.733447386735865,0.2872790575787496,reduced6_local
25026,F,42.0,58.29,56.69971699757661,-1.5902830024233907,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,2.529000027796754,0.08318922785354113,reduced6_local
25026,F,60.0,26.72,46.04578181440418,19.32578181440418,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,373.48584273795535,12.28548775409368,reduced6_local
25026,F,84.0,14.39,33.437661821367364,19.047661821367363,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,362.81342086117587,11.934427838910524,reduced6_local
25026,F,90.0,8.53,30.152763253160547,21.62276325316055,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,467.54389070223016,15.379444376299062,reduced6_local
25026,F,108.0,5.5,20.71137939199292,15.21137939199292,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,231.38606300714693,7.6112406904181835,reduced6_local
25026,F,114.0,2.79,17.759926588128117,14.969926588128118,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,224.09870205394515,7.371529372061636,reduced6_local
25026,F,132.0,0.34,10.264439698265344,9.924439698265344,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,98.4945033245051,3.2398899127422682,reduced6_local
25026,F,138.0,0.5,8.238079269294431,7.738079269294431,3.8987543523540946,3.8987543523540946,3.8987543523540946,68,5,59.87787077788424,1.9696298065547602,reduced6_local
25026,E,0.0,6.1542,6.1542,0.0,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,0.0,0.0,reduced6_local
25026,E,12.0,7.005165779646711,10.594608075530981,3.589442295884271,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,12.884095995482946,7.244361525522207,reduced6_local
25026,E,36.0,34.51994580845067,31.17855734205117,-3.3413884663995006,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,11.164876883387606,6.277693410508751,reduced6_local
25026,E,42.0,39.97046956434848,35.71613364439308,-4.254335919955395,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,18.099374119822716,10.176764404397872,reduced6_local
25026,E,60.0,65.33310289151117,51.52802595446505,-13.805076937046124,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,190.58014923776278,107.15780922079179,reduced6_local
25026,E,84.0,83.85197043341294,68.15247290735043,-15.699497526062515,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,246.47422257084304,138.58546037309955,reduced6_local
25026,E,90.0,88.5867367652694,71.80064986879685,-16.786086896472554,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,281.7727132959276,158.43279993091224,reduced6_local
25026,E,108.0,94.03385214907341,81.09897178331558,-12.934880365757834,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,167.31113007646752,94.0743001249402,reduced6_local
25026,E,114.0,95.94946714187229,83.6650991094048,-12.284368032467484,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,150.90569795710903,84.84999123305414,reduced6_local
25026,E,132.0,98.28196745614683,89.60847695854292,-8.673490497603908,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,75.22943741202528,42.29937763312423,reduced6_local
25026,E,138.0,96.4947,91.07184393532916,-5.422856064670839,0.9430004944446272,0.9430004944446272,0.9430004944446272,68,5,29.407367898137295,16.534928383243326,reduced6_local
25086,X,0.0,0.43560000000000004,0.43560000000000004,0.0,0.5,0.5,0.5,42,5,0.0,0.0,reduced6_local
