parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.158858848524967,0.05,1.0,0.1429729636724703,0.17474473337746374,0.03177176970499343,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qN,0.0135460719053021,0.0005,1.0,0.01219146471477189,0.01490067909583231,0.002709214381060421,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaG0,0.4095834574103576,0.1,10.0,0.3686251116693219,0.4505418031513934,0.08191669148207154,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaF0,0.3094143987288918,0.1,10.0,0.27847295885600265,0.34035583860178104,0.061882879745778385,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEG,0.5158266422872246,0.01,100.0,0.4642439780585022,0.5674093065159471,0.10316532845744492,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEF,0.5792246536797445,0.01,100.0,0.5213021883117701,0.637147119047719,0.11584493073594893,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
