profiled_theta,theta_value,theta_hat,success,status,objective,lr_stat,direction,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_mu0
mu0,0.05,0.158858848524967,True,optimal,6533.105600441661,1044.7043227362828,left,0.008058348065723694,1.6314458046951401,0.6016473382312341,1.826338900645542,1.3078436653640944,
mu0,0.08800049748644871,0.158858848524967,True,optimal,6118.784880178625,216.06288221020986,left,0.008359652063270958,0.6429978702079897,0.30859536639799817,0.7407282079523938,0.6431899259230947,
mu0,0.1260009949728974,0.158858848524967,True,optimal,6029.014788259195,36.52269837134918,left,0.011311317471224252,0.47352059634677496,0.3138393024843513,0.577650354961353,0.609317980260497,
mu0,0.158858848524967,0.158858848524967,True,baseline,6010.75343907352,0.0,baseline,,,,,,
mu0,0.16400149245934614,0.158858848524967,True,optimal,6011.205453097061,0.9040280470817379,right,0.013862454122989904,0.4016305053703227,0.30795307493781887,0.5078389211443319,0.5738574356758442,
mu0,0.20200198994579482,0.158858848524967,True,optimal,6045.56177366872,69.61666919039999,right,0.01587139514701129,0.3504602501373628,0.2922855035399978,0.45388261591866474,0.5294764436349726,
mu0,0.24000248743224356,0.158858848524967,True,optimal,6139.177879969052,256.84888179106383,right,0.01790359911315851,0.31764308225822885,0.28250795868049433,0.41949259846455383,0.5004741823530886,
mu0,0.27800298491869224,0.158858848524967,True,optimal,6245.19807166713,468.8892651872193,right,0.0208949427691659,0.3081474955418696,0.2915881869421647,0.41431805182511294,0.508242593182567,
mu0,0.635435394099868,0.158858848524967,True,optimal,6512.644725976996,1003.7825738069514,right,0.052432575981099655,0.29749899827824233,0.3524557938633968,0.4292338891899401,0.5804102306365433,
qN,0.0005,0.013546071905302107,True,optimal,92973.0617587986,173924.61663945016,left,,0.9708016327148132,0.1,0.04412382925842106,0.03386085688215921,0.05
qN,0.003386517976325527,0.013546071905302107,True,optimal,7470.117460124356,2918.7280421016712,left,,0.5689743931525454,0.1372659321135209,0.6533698049043619,0.21987088248217168,0.08067184228020481
qN,0.01100351198421702,0.013546071905302107,True,optimal,6027.3289921517835,33.15110615652702,left,,0.436379486562365,0.28870974091550883,0.5324880235349294,0.5576704414585666,0.13169243094869582
qN,0.013546071905302107,0.013546071905302107,True,baseline,6010.75343907352,0.0,baseline,,,,,,
qN,0.021507023968434038,0.013546071905302107,True,optimal,6177.990334166932,334.4737901868248,right,,0.42130835700996394,0.3906088681762986,0.5586936760472938,0.6990584115189077,0.21924644451903366
qN,0.032010535952651055,0.013546071905302107,True,optimal,6406.703472730056,791.9000673130722,right,,0.35208975232887624,0.37557289563589474,0.4885982340273542,0.6420977208543474,0.3535997689030605
qN,0.042514047936868075,0.013546071905302107,True,optimal,6481.421682188293,941.3364862295457,right,,0.3235694371489014,0.3690071056491735,0.459735081362795,0.6169534827751157,0.48786713666554493
qN,0.053017559921085096,0.013546071905302107,True,optimal,6510.948532237654,1000.3901863282681,right,,0.31017403562396,0.3673158979296475,0.446721286219415,0.6067234660831734,0.6188223733981589
qN,0.05418428762120843,0.013546071905302107,True,optimal,6513.085597491032,1004.6643168350238,right,,0.3094109662046783,0.3675157875057604,0.44610200625167723,0.6065252705468078,0.6327902895261042
qN,0.06352107190530211,0.013546071905302107,True,optimal,6526.657880198316,1031.808882249592,right,,0.3051968699964516,0.3688546432864059,0.4428729021350241,0.6057215373553714,0.7437591445917112
betaG0,0.1,0.4095834574103576,True,optimal,6530.195101197476,1038.8833242479122,left,0.01455800970282991,,0.7682281367100968,0.3047324407522503,0.790796071361091,0.20655966949174895
betaG0,0.1023958643525894,0.4095834574103576,True,optimal,6520.635900845211,1019.7649235433819,left,0.01455862671939484,,0.7571286613463066,0.3060843875211581,0.7842591806330887,0.20651204434066356
betaG0,0.2340972429017263,0.4095834574103576,True,optimal,6136.966494583588,252.4261110201369,left,0.01419979720004565,,0.3904894098367176,0.3843453712120703,0.5476329791233671,0.1972378932412321
betaG0,0.3681944858034526,0.4095834574103576,True,optimal,6015.510983707619,9.515089268197698,left,0.013769955895919457,,0.31691148098208183,0.48237952086902625,0.5617677544437127,0.16847089892427317
betaG0,0.4095834574103576,0.4095834574103576,True,baseline,6010.75343907352,0.0,baseline,,,,,,
betaG0,0.5022917287051788,0.4095834574103576,True,optimal,6026.900328963156,32.29377977927288,right,0.012729929209199653,,0.3006374212597411,0.5940636970794477,0.6196471750525304,0.13727960271169107
betaG0,0.6363889716069051,0.4095834574103576,True,optimal,6084.77226533561,148.03765252418088,right,0.012135248785822013,,0.29673140224015276,0.7110755310241578,0.6778700097476489,0.11794399347231642
betaG0,0.7704862145086314,0.4095834574103576,True,optimal,6160.942081840858,300.37728553467605,right,0.01219695224623534,,0.30046524268356445,0.8318734545859319,0.7390248329558715,0.10784440913949715
betaG0,0.9045834574103577,0.4095834574103576,True,optimal,6244.453511294174,467.40014444130793,right,0.012232713730689685,,0.30673194443313756,0.9552350311371471,0.7947229164804637,0.09998975647014874
betaG0,1.6383338296414305,0.4095834574103576,True,optimal,6355.281834654369,689.0567911616981,right,0.007419605748899888,,0.31783830425353693,1.713354408258454,0.8096891627844949,0.05969971344827064
betaF0,0.1,0.30941439872889187,True,optimal,6218.754815042588,416.0027519381365,left,0.01126625171412777,0.5126577765848329,,0.44454916553897816,0.47433649582069004,0.1474745148507946
betaF0,0.21740239978814865,0.30941439872889187,True,optimal,6043.456824643127,65.40677113921447,left,0.012772101445052933,0.4321880259351219,,0.4764935932868991,0.5053936332606981,0.16105258549162943
betaF0,0.30941439872889187,0.30941439872889187,True,baseline,6010.75343907352,0.0,baseline,,,,,,
betaF0,0.3348047995762973,0.30941439872889187,True,optimal,6012.439900134095,3.372922121150623,right,0.01373411151050869,0.4058113033065935,,0.5258650914879477,0.6039488148640367,0.1576854168622025
betaF0,0.452207199364446,0.30941439872889187,True,optimal,6049.220417985051,76.93395782306288,right,0.014460257951052456,0.3923518226218381,,0.5620849928287862,0.7301576791840279,0.1518135764299357
betaF0,0.5696095991525946,0.30941439872889187,True,optimal,6108.819504101297,196.13213005555372,right,0.014977800370773182,0.38025865474223836,,0.5840168448555454,0.8637721692100777,0.14654729860473567
betaF0,0.6870119989407432,0.30941439872889187,True,optimal,6173.221545228973,324.93621231090583,right,0.015331895567930591,0.36726130467196705,,0.5953735368620323,0.9978233407857,0.14229260748777667
betaF0,0.8044143987288919,0.30941439872889187,True,optimal,6234.940064628777,448.3732511105136,right,0.015566089059732316,0.3538637221891283,,0.6003152063830033,1.1297332278146275,0.1388286582696555
betaF0,1.2376575949155675,0.30941439872889187,True,optimal,6432.222922485823,842.9389668246058,right,0.01585182864573897,0.31311510429691625,,0.6036771772632701,1.5991021364206182,0.12911504819068834
qEG,0.01,0.5158266422872246,True,optimal,11421.30236716647,10821.097856185901,left,0.006434865669749491,0.1,0.9974143447214195,,1.2311605774532512,0.12182643472862931
qEG,0.12895666057180616,0.5158266422872246,True,optimal,7528.7648058134055,3036.022733479771,left,0.01112379664509978,0.1,0.4023859370819445,,0.568902501561412,0.24408353943262964
qEG,0.5158266422872246,0.5158266422872246,True,baseline,6010.75343907352,0.0,baseline,,,,,,
qEG,0.9275544403812043,0.5158266422872246,True,optimal,6161.841425659162,302.17597317128457,right,0.006584453820086847,0.8279871766340746,0.28783177775789337,,0.6137766263303301,0.07128319562660311
qEG,1.8451088807624085,0.5158266422872246,True,optimal,6355.037204587746,688.5675310284514,right,0.007309002541608862,1.5148443503393965,0.4094880580032298,,0.7806700806279121,0.060644743807020236
qEG,2.0633065691488985,0.5158266422872246,True,optimal,6411.026610910159,800.5463436732789,right,0.007416490113921428,1.678865956941118,0.42751963421150124,,0.8062075647938617,0.05932960246811207
qEG,2.7626633211436125,0.5158266422872246,True,optimal,6573.304461748553,1125.102045350066,right,0.007665599463856434,2.2103109742776823,0.4691810252021946,,0.8676386885518187,0.056317200963096524
qEG,3.680217761524817,0.5158266422872246,True,optimal,6741.927746586691,1462.3486150263416,right,0.007867091581401921,2.919750432559311,0.5015120273613697,,0.9196317913773855,0.05389869203000364
qEG,4.597772201906021,0.5158266422872246,True,optimal,6870.0402931196995,1718.573708092359,right,0.007999943565224888,3.6405242165648026,0.5207163855167617,,0.9544808945474511,0.052345159895866
qEG,5.515326642287225,0.5158266422872246,True,optimal,6969.361331936869,1917.2157857266975,right,0.008094757410558028,4.368743091684739,0.5332346973982053,,0.9795271654392653,0.0512651702507255
qEF,0.01,0.5792246536797445,True,optimal,9132.28575534827,6243.0646325495,left,0.004821967085284067,0.6337202558145102,0.10450552089530415,0.6250169538167607,,0.08295047836068326
qEF,0.14480616341993613,0.5792246536797445,True,optimal,7090.627988726651,2159.749099306262,left,0.006297451957505415,0.3756449397820969,0.10174689064559597,0.39487344794064155,,0.12238186575176158
qEF,0.5792246536797445,0.5792246536797445,True,baseline,6010.75343907352,0.0,baseline,,,,,,
