candidate,profile_label,objective_kind,profiled_theta,theta_value,theta_hat,objective,direct_WSSE,l2_penalty,lr_stat,success,status,error,parmest_objective,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_iG,estimated_mu0
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.0134153553148961,0.0134153553148961,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,,0.3950395346620634,0.2834958243326065,0.5138651627122065,0.5022583722548266,0.0188579076202898,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.021463451771632034,0.0134153553148961,6169.61589159812,6169.61589159812,0.0,335.26622178165053,True,ok,,6169.6158914727675,,0.4083058889848856,0.3601879504858875,0.5569939850861776,0.6174661696484547,0.020321964100930737,0.21791849237654312
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.03194517765744805,0.0134153553148961,6402.253239469921,6402.253239469921,0.0,800.5409175252535,True,ok,,6402.2532394969285,,0.3436007160908317,0.35353390670895274,0.4877433242992588,0.5853808235245266,0.021928155071344997,0.3517290597245064
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.04242690354326407,0.0134153553148961,6478.3834317473065,6478.3834317473065,0.0,952.8013020800245,True,ok,,6478.3834317433775,,0.3165765975424335,0.35051074555457934,0.45874272595469273,0.5705154787757466,0.022717204884834287,0.48586333029798723
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.05290862942908008,0.0134153553148961,6508.591419933498,6508.591419933498,0.0,1013.2172784524082,True,ok,,6508.59141751854,,0.3039852748081537,0.35059458476938477,0.44573169118760486,0.5654259277113189,0.023163396865457535,0.616629073422589
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.0536614212595844,0.0134153553148961,6510.016222488468,6510.016222488468,0.0,1016.0668835623474,True,ok,,6510.016220128039,,0.3035172310481095,0.35078475861398667,0.4453156770720391,0.5654884826094895,0.023185070653638017,0.6256548920634933
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.0633903553148961,0.0134153553148961,6524.582778386975,6524.582778386975,0.0,1045.1999953593622,True,ok,,6524.582783059217,,0.29935291379593093,0.35285535538856005,0.4418453101292222,0.5665840765845703,0.02338293962373366,0.741322880792271
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.1,0.3950395346620634,6425.476392569282,6425.476392569282,0.0,846.9872237239761,True,ok,,6425.476415181669,0.014280843759347045,,0.46177822826064807,0.3296432789367604,0.4509934468418227,0.010189092355304614,0.20052788634844207
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.2316732557770106,0.3950395346620634,6098.439295531254,6098.439295531254,0.0,192.91302964791976,True,ok,,6098.439295991754,0.014010024147512696,,0.3210542692387042,0.39998051232570975,0.4245410380950187,0.013716300423217096,0.18869097401826676
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.3633465115540212,0.3950395346620634,6004.54437303093,6004.54437303093,0.0,5.123184647271046,True,ok,,6004.54439656797,0.0135845741950954,,0.2862369214660616,0.48942361667623313,0.4842733669180022,0.01806736518586317,0.16357647903405964
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.3950395346620634,0.3950395346620634,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,,0.2834958243326065,0.5138651627122065,0.5022583722548266,0.0188579076202898,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.4950197673310317,0.3950395346620634,6021.992612775604,6021.992612775604,0.0,40.01966413662012,True,ok,,6021.992612791615,0.012563168636089103,,0.27886026209586423,0.5956823723396747,0.5542021683265969,0.020471508786738597,0.13488115534420997
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.6266930231080423,0.3950395346620634,6077.453406363693,6077.453406363693,0.0,150.94125131279725,True,ok,,6077.453406680596,0.012092124827080514,,0.27995938949616817,0.7082007209757406,0.6224413863645154,0.022131437111842046,0.11749284740325994
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.7583662788850529,0.3950395346620634,6152.556814858345,6152.556814858345,0.0,301.1480683021018,True,ok,,6152.556814858546,0.012171626816369335,,0.2875411842957964,0.8248937307713513,0.6935533791004188,0.023532003118770302,0.10793362870390416
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,0.8900395346620634,0.3950395346620634,6234.859391566574,6234.859391566574,0.0,465.75322171855987,True,ok,,6234.859391850557,0.012214375470503537,,0.29627612222918503,0.9448306437151247,0.7564152327431125,0.024426872367187536,0.10029472052540081
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaG0,1.5801581386482535,0.3950395346620634,6331.20810846562,6331.20810846562,0.0,658.4506555166518,True,ok,,6331.208108745303,0.007415804493637886,,0.28541661555717074,1.6717114667336606,0.7012847016126789,0.01796220412700566,0.05964241248434311
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.1,0.2834958243326065,6174.845141444031,6174.845141444031,0.0,345.7247214734725,True,ok,,6174.845141450676,0.011178335821006172,0.48557293936459944,,0.4530955669143901,0.34580418624300346,0.009874187085329706,0.14425137620529216
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.21308263738876776,0.2834958243326065,6021.941273961818,6021.941273961818,0.0,39.916986509048,True,ok,,6021.941274613399,0.012783270752153311,0.40784559122791947,,0.4854596554787905,0.4250082030659965,0.015155034225647202,0.15716600956011031
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.2834958243326065,0.2834958243326065,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,0.3950395346620634,,0.5138651627122065,0.5022583722548266,0.0188579076202898,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.32616527477753554,0.2834958243326065,6006.491014379652,6006.491014379652,0.0,9.016467344716148,True,ok,,6006.49101444979,0.013734020548637456,0.3929961467321178,,0.5292580808115349,0.556672059352735,0.021231252417893347,0.1558050189417498
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.4392479121663033,0.2834958243326065,6042.773061957877,6042.773061957877,0.0,81.58056250116533,True,ok,,6042.7730826390225,0.014375314164670637,0.3968694438139762,,0.5573017665071791,0.7249355189150336,0.028268223527759453,0.15295552883503302
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.5523305495550711,0.2834958243326065,6091.369137371137,6091.369137371137,0.0,178.77271332768578,True,ok,,6091.369160725142,0.014739570424242293,0.40590206553739916,,0.5665297989478367,0.9283232606105649,0.03690519872480018,0.15138979957179002
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.6654131869438388,0.2834958243326065,6135.959861787214,6135.959861787214,0.0,267.95416215984005,True,ok,,6135.959862268572,0.014888953695790137,0.4163023133185938,,0.5638113729818364,1.165833076622877,0.04745516671665691,0.1510960921342301
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,0.7784958243326066,0.2834958243326065,6173.957072832582,6173.957072832582,0.0,343.94858425057464,True,ok,,6173.957075441434,0.014899025128571875,0.4239812032175866,,0.5561138055394567,1.424732585245503,0.05869993078769113,0.15143170143325133
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,betaF0,1.133983297330426,0.2834958243326065,6258.195443705246,6258.195443705246,0.0,512.4253259959041,True,ok,,6258.19546704104,0.014654688274215922,0.4422686893913693,,0.53454024855983,2.329331646225752,0.09581014919071498,0.15271223055442681
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,0.01,0.5138651627122065,11350.9971597472,11350.9971597472,0.0,10698.02875807981,True,ok,,11350.997125820684,0.006598025108641585,0.1,0.599646322260477,,0.742950732649958,0.01339003908346094,0.11935630964426298
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,0.12846629067805163,0.5138651627122065,7534.269657124877,7534.269657124877,0.0,3064.5737528351656,True,ok,,7534.269633162005,0.011131051972339382,0.1,0.3571407205390774,,0.5049191914522704,0.02237795049835985,0.24318394084222944
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,0.5138651627122065,0.5138651627122065,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,0.3950395346620634,0.2834958243326065,,0.5022583722548266,0.0188579076202898,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,0.9272275271187012,0.5138651627122065,6152.352878864604,6152.352878864604,0.0,300.7401963146185,True,ok,,6152.352867916639,0.008973758816166478,0.742311577393226,0.31666635903052887,,0.5831679137501897,0.017166022906978426,0.08515546404141851
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,1.8444550542374023,0.5138651627122065,112528.95490771276,112528.95490771276,0.0,213053.94425401092,True,ok,,112528.94191537704,0.0007924414296832201,9.331912513848982,0.1,,0.6415977156857566,0.1,0.05
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,2.055460650848826,0.5138651627122065,6396.957638125277,6396.957638125277,0.0,789.949714835966,True,ok,,6396.957638582237,0.007481809014147964,1.645514992009804,0.39182509931721665,,0.714287916859933,0.017027506813135546,0.05856446052333073
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,2.7616825813561032,0.5138651627122065,6565.80712190691,6565.80712190691,0.0,1127.648682399231,True,ok,,6565.807121914064,0.007730047447022874,2.190703151024027,0.4373618219665846,,0.7929907713375822,0.019049510063116937,0.055613627573124484
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,3.6789101084748044,0.5138651627122065,6738.643744498957,6738.643744498957,0.0,1473.3219275833253,True,ok,,6738.643744500008,0.007923806232032784,2.909169881304597,0.4746012024632668,,0.8618214207945971,0.020920822316353546,0.05331860873215168
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,4.5961376355935055,0.5138651627122065,,,,,False,failed,ValueError: Cannot load a SolverResults object with bad status: error,,,,,,,,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEG,5.513365162712207,0.5138651627122065,6967.7455069437365,6967.7455069437365,0.0,1931.5254524728844,True,ok,,6967.745506940506,0.008135943099002884,4.368511413433222,0.5149117707853081,,0.9434424424328988,0.02325636558598334,0.05087809856194042
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,0.01,0.5022583722548266,9116.732977294587,9116.732977294587,0.0,6229.500393174585,True,ok,,9116.732997757816,0.0064352714669807685,0.3938444572424425,0.10114712030754697,0.4355935951743776,,0.005145282531025484,0.11011815072224836
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,0.12556459306370665,0.5022583722548266,6788.369054673857,6788.369054673857,0.0,1572.7725479331257,True,ok,,6788.368910990333,0.010457279416302222,0.26684796890932183,0.1,0.3228273624153433,,0.001,0.18534982440616438
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,0.5022583722548266,0.5022583722548266,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,0.3950395346620634,0.2834958243326065,0.5138651627122065,,0.0188579076202898,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,0.9252930620424712,0.5022583722548266,6067.185911760788,6067.185911760788,0.0,130.40626210698792,True,ok,,6067.185926822309,0.014139835182762243,0.4639856133626413,0.4393443540234657,0.5492641277346865,,0.043514609216331115,0.15085278828026094
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,1.8405861240849424,0.5022583722548266,6189.302951148465,6189.302951148465,0.0,374.64034088234075,True,ok,,6189.302976641333,0.014014259111802322,0.4975969435608952,0.7065945687961155,0.5270918794365997,,0.09536751444909669,0.15128603778593533
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,2.0090334890193065,0.5022583722548266,121971.93088056377,121971.93088056377,0.0,231939.89619971294,True,ok,,121970.19416643176,0.0005152536278812705,0.7284864490327976,10.0,0.05231556769771187,,0.1,0.05
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,2.7558791861274132,0.5022583722548266,6279.636002005176,6279.636002005176,0.0,555.3064425957637,True,ok,,6279.635988545042,0.014360728246942457,0.5061389708654903,1.1291016410559063,0.5521230462581928,,0.1,0.1429072173015599
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,3.6711722481698845,0.5022583722548266,6502.692182267825,6502.692182267825,0.0,1001.4188031210615,True,ok,,6502.692166044616,0.007515348665721572,0.9369990028680146,1.292179041157596,0.9352836041720687,,0.1,0.06475089370535121
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,4.586465310212356,0.5022583722548266,6433.1137498231365,6433.1137498231365,0.0,862.2619382316843,True,ok,,6433.113725247568,0.014485896127784134,0.4846647059841079,2.1521606747269426,0.5698791103794444,,0.1,0.1340050050014074
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qEF,5.501758372254827,0.5022583722548266,6487.701310515222,6487.701310515222,0.0,971.4370596158551,True,ok,,6487.701283437765,0.014444991777227896,0.4719598999501998,2.699686526160108,0.5710474189078895,,0.1,0.13168016554178008
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.00471447690507245,0.0188579076202898,6080.008103275475,6080.008103275475,0.0,156.0506451363617,True,ok,,6080.008103296277,0.012183958356165307,0.38914687844539014,0.21641752132381867,0.5149017563435512,0.36395837738690695,,0.14046795834190476
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.0094289538101449,0.0188579076202898,6027.539592948316,6027.539592948316,0.0,51.113624482042724,True,ok,,6027.539593104705,0.012916500108101588,0.38313128414753794,0.24456786631715494,0.5115616200670875,0.4117740240116899,,0.1499076175237218
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.014143430715217349,0.0188579076202898,6006.988249527542,6006.988249527542,0.0,10.010937640496195,True,ok,,6006.988249517098,0.013250971577685315,0.38734005152156087,0.2659129882486039,0.5122195932875044,0.45758035377059625,,0.1544769083296056
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.0188579076202898,0.0188579076202898,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,0.3950395346620634,0.2834958243326065,0.5138651627122065,0.5022583722548266,,0.1568304913955837
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.02357238452536225,0.0188579076202898,6005.304190237161,6005.304190237161,0.0,6.642819059732574,True,ok,,6005.304190641726,0.01350567397300754,0.40350060227907886,0.2988596881151421,0.5151575640783249,0.5465478575629124,,0.1582012036539791
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.028286861430434698,0.0188579076202898,6013.1384325269,6013.1384325269,0.0,22.311303639211474,True,ok,,6013.13843286123,0.013555768673513812,0.41116703682405875,0.31373695170797017,0.5165340988604205,0.5904486822149181,,0.15911916892080225
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.03300133833550715,0.0188579076202898,6023.33939057524,6023.33939057524,0.0,42.71321973589147,True,ok,,6023.339390841391,0.0135852968726733,0.41942091795669734,0.3264727242562939,0.5161098939166331,0.6361474944326522,,0.1595827409984952
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,iG,0.0754316304811592,0.0188579076202898,6121.72482287225,6121.72482287225,0.0,239.48408432991164,True,ok,,6121.724822792421,0.013519782832784707,0.4624373589338603,0.4397141257880701,0.5030854305897151,1.0837314031444636,,0.16050942575590058
