candidate,profile_label,objective_kind,profiled_theta,theta_value,theta_hat,objective,direct_WSSE,l2_penalty,lr_stat,success,status,error,parmest_objective,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_iG,estimated_mu0
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.05,0.1568304913955837,6484.4037002496325,6484.4037002496325,0.0,964.8418390846764,True,ok,,6484.403700129047,0.008048354053458238,1.4451079852396744,0.46730606170270605,1.729529367883958,0.8922891925986706,0.009811739894153168,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.08740889332371192,0.1568304913955837,6101.181243067817,6101.181243067817,0.0,198.39692472104616,True,ok,,6101.181241567381,0.008324773207213644,0.6062977689446774,0.2714898715228331,0.7302504530676484,0.517562487353547,0.014389131909658787,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.12481778664742384,0.1568304913955837,6018.943836400993,6018.943836400993,0.0,33.92211138739731,True,ok,,6018.943837298114,0.01123313854956996,0.45304548327841115,0.2842599485144068,0.5739936692724582,0.5162468060200224,0.017541412012681477,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.1568304913955837,0.1568304913955837,6001.982780707294,6001.982780707294,0.0,0.0,True,theta_hat_baseline,,,0.0134153553148961,0.3950395346620634,0.2834958243326065,0.5138651627122065,0.5022583722548266,0.0188579076202898,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.16222667997113577,0.1568304913955837,6002.457106649317,6002.457106649317,0.0,0.9486518840458302,True,ok,,6002.457106636995,0.013751598033693621,0.3872405338643991,0.2827253540305824,0.5056188624536537,0.49909745629831154,0.019027483593116963,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.19963557329484766,0.1568304913955837,6034.935980734719,6034.935980734719,0.0,65.90640005484966,True,ok,,6034.935997766542,0.01575518181293507,0.33985769152841055,0.27205186993647545,0.45325745190684635,0.47000593192999984,0.01997343283769805,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.2370444666185596,0.1568304913955837,6125.027312736626,6125.027312736626,0.0,246.089064058664,True,ok,,6125.027321459154,0.017709795751327955,0.3081359600109913,0.26423032939349383,0.41808314896250565,0.44857739086901605,0.02066632125818594,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.2744533599422715,0.1568304913955837,6231.844040027083,6231.844040027083,0.0,459.7225186395772,True,ok,,6231.844040060566,0.020581464968345876,0.2985498937144503,0.27293481475102666,0.4118119418769716,0.45754384113086605,0.021228499180698857,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,mu0,0.6273219655823348,0.1568304913955837,6508.353388158242,6508.353388158242,0.0,1012.7412149018946,True,ok,,6508.353388101765,0.05177447781857505,0.29153276379172527,0.33634896264571734,0.4279299639371476,0.541117356041111,0.023243907440763826,
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.0005,0.0134153553148961,90906.29226271517,90906.29226271517,0.0,169808.61896401574,True,ok,,90900.87092943281,,1.0449888865345576,0.1,0.04582019748812462,0.07089942360387673,0.1,0.05
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.003353838828724025,0.0134153553148961,7498.263643858902,7498.263643858902,0.0,2992.5617263032145,True,ok,,7498.263642830021,,0.5453078225360036,0.1311717159104529,0.6443602407089574,0.19891864778186977,0.014145020058818259,0.08003537938639356
plus_iG_unregularized,added_iG_unregularized,SSE_weighted,qN,0.010981725885816017,0.0134153553148961,6016.5287660562135,6016.5287660562135,0.0,29.091970697838406,True,ok,,6016.5287697195145,,0.41832407689148077,0.26339636685954204,0.5293399303778679,0.4768885624111687,0.017751339692399826,0.13086650098300187
