batch,batch_logdet,batch_min_eigenvalue,batch_min_relative_eigenvalue,batch_condition_number,batch_trace,batch_trace_inv,batch_diag_iG
25026,38.172831219195196,1.2239745856382003,4.8562375175879276e-05,20592.07352149233,30368.133542184252,0.8838302056517975,252.11057955956383
25086,39.132736939993784,3.137803295454757,8.987959036307247e-05,11125.996413206345,42535.3539932021,0.38857243003625586,339.84817713007783
25150,35.33657956865669,1.6011963784534633,5.879686945531908e-05,17007.70822092697,32264.931998265212,0.7596776960544007,230.50146680637144
25170,44.81090137825713,7.9152672638072605,0.00010324818901052473,9685.3999046711,100722.96477029628,0.15543320199240934,439.2228989741614
