,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,50494.960475920794,653.0591763318816,-32445.852452481704,-348.89341068911267,-1028.8797157785377,40852.861377393696,8660.625036415324,8737.363224347591,2642.970949249516,-9341.526024851406,-6140.090847076953,-1927.4700545432738,-21394.641440540465,-668.0781911381323,-624.3948167318913
sN,653.0591763318816,15.114011428373184,-248.07841576000666,-0.08380225653086441,-8.431571281588889,373.20328168411874,77.76155737172289,69.8483878361464,23.99650563162373,-25.327391243420486,-43.544153834861156,-23.19439840844625,-202.1042212445867,-3.3287739194214296,-2.670254475147609
qN,-32445.852452481704,-248.07841576000666,25414.137569601364,268.6368504749934,738.2881545782633,-28540.96796693642,-6357.816474784878,-6277.054164379217,-1920.2964731084476,6702.610554229486,4447.005969440363,1281.0322425589675,15542.416250220656,538.4920656835986,441.56385815180585
qXG,-348.89341068911267,-0.08380225653086441,268.6368504749934,46.88941065873777,33.4048681216562,-1362.5983439772963,-121.52351281817647,-326.9689454701487,-56.08874621977118,1142.2601957340587,277.5369309761327,29.467266220435704,262.1505530740317,21.924696604407423,63.32256301616151
qXF,-1028.8797157785377,-8.431571281588889,738.2881545782633,33.4048681216562,47.704411467264904,-1589.9234051756962,-236.46342678646465,-385.2231619169295,-64.86651652715341,876.4961125330088,331.5052673575031,30.365503526657207,541.5294278694353,24.66995263381826,53.117536252690215
betaG0,40852.861377393696,373.20328168411874,-28540.96796693642,-1362.5983439772963,-1589.9234051756962,63034.054781441475,8936.804127700234,14675.616627109795,3081.7220935786468,-35970.34085153599,-11854.337829223146,-1883.181427325819,-20977.942347489647,-974.7257699995114,-2131.2010519405194
sG,8660.625036415324,77.76155737172289,-6357.816474784878,-121.52351281817647,-236.46342678646465,8936.804127700234,1841.091185999809,2123.779509226465,521.0192369938069,-3133.8272908212507,-1641.6872444699047,-312.62200027438473,-4304.033763424686,-170.45665578717507,-201.5972178012114
betaF0,8737.363224347591,69.8483878361464,-6277.054164379217,-326.9689454701487,-385.2231619169295,14675.616627109795,2123.779509226465,3657.2242515147605,630.8939319047992,-8799.610622529543,-3105.184211088286,-326.4993531665077,-4731.737287003662,-257.6644120590548,-537.5773418833578
sF,2642.970949249516,23.99650563162373,-1920.2964731084476,-56.08874621977118,-64.86651652715341,3081.7220935786468,521.0192369938069,630.8939319047992,251.85021132238037,-1448.336914764819,-384.34544828513935,-171.30991565527285,-1324.9970309096584,-57.044118815219996,-78.50048589980855
qEG,-9341.526024851406,-25.327391243420486,6702.610554229486,1142.2601957340587,876.4961125330088,-35970.34085153599,-3133.8272908212507,-8799.610622529543,-1448.336914764819,30125.544030816818,7553.959909382928,714.4107874572779,6714.581978157816,591.7390514924,1723.627484158229
qEF,-6140.090847076953,-43.544153834861156,4447.005969440363,277.5369309761327,331.5052673575031,-11854.337829223146,-1641.6872444699047,-3105.184211088286,-384.34544828513935,7553.959909382928,2806.7016953912494,145.3333688125682,3479.451175971161,208.79200460975744,472.6277339419326
iG,-1927.4700545432738,-23.19439840844625,1281.0322425589675,29.467266220435704,30.365503526657207,-1883.181427325819,-312.62200027438473,-326.4993531665077,-171.30991565527285,714.4107874572779,145.3333688125682,143.28797930743582,853.7178165124664,24.887635563642768,35.36689017450472
iE,-21394.641440540465,-202.1042212445867,15542.416250220656,262.1505530740317,541.5294278694353,-20977.942347489647,-4304.033763424686,-4731.737287003662,-1324.9970309096584,6714.581978157816,3479.451175971161,853.7178165124664,10380.815864864446,361.8532788869952,423.29503348289046
Kd0,-668.0781911381323,-3.3287739194214296,538.4920656835986,21.924696604407423,24.66995263381826,-974.7257699995114,-170.45665578717507,-257.6644120590548,-57.044118815219996,591.7390514924,208.79200460975744,24.887635563642768,361.8532788869952,64.0516924395841,35.898901325851995
m0,-624.3948167318913,-2.670254475147609,441.56385815180585,63.32256301616151,53.117536252690215,-2131.2010519405194,-201.5972178012114,-537.5773418833578,-78.50048589980855,1723.627484158229,472.6277339419326,35.36689017450472,423.29503348289046,35.898901325851995,101.76246535007301
