rank_after_eight_member_rerank,canonical_policy_hash,source_seed,search_robust_score,eight_member_robust_score,full_ensemble_robust_score,robust_score,median,q10,minimum,tail_cvar,minimum_posterior_fim_eigenvalue,maximum_posterior_fim_condition_number,completion_probability,maximum_residual_sugar_g_l
1,bf4d7e4c21a4be950f0f739247d2c3f1ff03f535ddbb360244385cbe9860f8ea,20260747,17.632134373201854,18.373941910934843,20.34158895718258,20.34158895718258,21.68194931167658,16.32050789370058,11.47676816709065,14.316127231282726,0.18761546849906807,5544.202699072975,1.0,3.905038270342437
2,d119e7b8be55a0b7f627b95977c6f92fda640dfe317837cf068cd69f113fcda9,20260717,18.223230938396032,18.232746738244277,20.49801020337787,20.512188574744407,21.890561212061094,16.37707066279436,12.208115610796444,14.729216039064058,0.18744654167223307,6368.551378373186,1.0,2.5941572942051683
3,3e07693c6cceaf73b55972ed88c36a4474d31af58e32199f989df124e85f7545,20260717,18.226963476216994,18.202002279312996,20.433202093624693,20.44641556986094,21.820321203170774,16.32469866993143,12.358323527151985,14.790782800352568,0.18747401320286392,6421.05299158653,1.0,2.486739583004355
