,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,gammaG0,gammaF0
mu0,4851.400920131269,54.08573202119173,-724.2035566502692,31.9692856741791,61.34991523614316,347.69970523270433,341.7220440182984,384.2580096081228,102.95938915197674,949.5055310645193,693.235431678976,-175.2426431524879,-341.3564084997989,0.0,6.269045544115858,281.8703164525034,14.53849818679786
sN,54.08573202119173,1.0378923863655318,23.647812480007754,0.3250921533751641,0.5491295455832359,2.253756729094595,2.6961581843568703,2.5920015773748357,0.6846290048615364,9.232099930505345,5.491736267207844,-1.426281223619887,-2.528356377210041,0.0,0.0521641207136701,2.215354413435394,0.11083680740564182
qN,-724.2035566502692,23.647812480007754,2512.5484461575074,-8.016800790202634,-27.36195567820094,-78.5199982984465,-127.7846539262175,-92.2561536122229,-52.59616941354964,-312.5693915949014,-400.2861121733331,70.50627587708368,148.66161599881113,0.0,-3.47498384345598,-78.98338073246791,-3.875511453903007
qXG,31.9692856741791,0.3250921533751641,-8.016800790202634,2.682351988403281,1.1637235821219551,-35.43332081078834,7.046231766786054,-27.0005829635055,-0.6860919053119697,91.8459434375261,25.62227253496443,0.3559310860016557,-3.4569548285680254,0.0,0.46229000764328826,-16.972661180433477,-1.3493202084932812
qXF,61.34991523614316,0.5491295455832359,-27.36195567820094,1.1637235821219551,9.804561518401824,-46.35740894421634,0.08350036611377144,-51.910832042887,5.143136584057173,49.36801572046838,123.47034766289433,-12.840140226208751,-8.173292898830667,0.0,1.0090469427233508,-2.0336940531287357,-0.17409141118176175
betaG0,347.69970523270433,2.253756729094595,-78.5199982984465,-35.43332081078834,-46.35740894421634,1634.2116771036308,10.405607130401922,1451.4426913506334,51.88583361569395,-1487.1753862982769,-1076.8438903974322,-56.917053566399545,-60.14129159887609,0.0,-14.155344067041934,-93.82175629643608,-4.963663870764232
sG,341.7220440182984,2.6961581843568703,-127.7846539262175,7.046231766786054,0.08350036611377144,10.405607130401922,73.19402594495081,51.758850763372116,5.131077103027911,235.327012805876,1.364536014848087,-8.701706284501935,-49.18714453303271,0.0,0.5509034159637421,68.32306523878026,3.6087505245142353
betaF0,384.2580096081228,2.5920015773748357,-92.2561536122229,-27.0005829635055,-51.910832042887,1451.4426913506334,51.758850763372116,1402.4313142914364,38.35763678705125,-1216.369283094643,-1182.2019936911922,-31.0411547326899,-65.02143165484691,0.0,-14.492208172705503,-17.543776050744533,-0.9838682346523507
sF,102.95938915197674,0.6846290048615364,-52.59616941354964,-0.6860919053119697,5.143136584057173,51.88583361569395,5.131077103027911,38.35763678705125,11.859610516358806,-33.54187433878798,56.70343258729125,-14.141177387244419,-17.19635279215379,0.0,0.24143870542649093,2.3780899062689027,0.1702990544776419
qEG,949.5055310645193,9.232099930505345,-312.5693915949014,91.8459434375261,49.36801572046838,-1487.1753862982769,235.327012805876,-1216.369283094643,-33.54187433878798,3427.9648937369006,1141.1293020366456,16.931315102248227,-106.98947285890192,0.0,19.343909990321634,-749.4826745541214,-60.77416530244588
qEF,693.235431678976,5.491736267207844,-400.2861121733331,25.62227253496443,123.47034766289433,-1076.8438903974322,1.364536014848087,-1182.2019936911922,56.70343258729125,1141.1293020366456,1981.286981091102,-133.42055711690026,-99.58801001434654,0.0,19.01601885593549,-49.77381664013259,-4.2948360389061735
iG,-175.2426431524879,-1.426281223619887,70.50627587708368,0.3559310860016557,-12.840140226208751,-56.917053566399545,-8.701706284501935,-31.0411547326899,-14.141177387244419,16.931315102248227,-133.42055711690026,28.2525704570186,25.12495942597646,0.0,-0.7271089045645438,-1.4646229413452665,-0.07967557009628601
iE,-341.3564084997989,-2.528356377210041,148.66161599881113,-3.4569548285680254,-8.173292898830667,-60.14129159887609,-49.18714453303271,-65.02143165484691,-17.19635279215379,-106.98947285890192,-99.58801001434654,25.12495942597646,52.06084664371588,0.0,-0.8389276374552639,-40.67224650251164,-2.1688943466465433
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m0,6.269045544115858,0.0521641207136701,-3.47498384345598,0.46229000764328826,1.0090469427233508,-14.155344067041934,0.5509034159637421,-14.492208172705503,0.24143870542649093,19.343909990321634,19.01601885593549,-0.7271089045645438,-0.8389276374552639,0.0,0.2172017351263734,-2.3729026566785274,-0.19569057655667993
gammaG0,281.8703164525034,2.215354413435394,-78.98338073246791,-16.972661180433477,-2.0336940531287357,-93.82175629643608,68.32306523878026,-17.543776050744533,2.3780899062689027,-749.4826745541214,-49.77381664013259,-1.4646229413452665,-40.67224650251164,0.0,-2.3729026566785274,1138.7160901224497,80.68817633855176
gammaF0,14.53849818679786,0.11083680740564182,-3.875511453903007,-1.3493202084932812,-0.17409141118176175,-4.963663870764232,3.6087505245142353,-0.9838682346523507,0.1702990544776419,-60.77416530244588,-4.2948360389061735,-0.07967557009628601,-2.1688943466465433,0.0,-0.19569057655667993,80.68817633855176,6.0722722598399095
